GEOID,geometry,NAME,variable,value,moe,Year,short_label,SE,CoV
53033031601,"list(list(c(-122.121913, -122.122127, -122.128673, -122.122203, -122.119793, -122.11697, -122.096323, -122.094767, -122.089243, -122.08668, -122.086542, -122.079431, -122.071664, -122.071544, -122.071237, -122.067773, -122.0664, -122.064096, -122.059518, -122.054941, -122.054025, -122.052194, -122.049783, -122.049158, -122.049097, -122.046762, -122.045633, -122.046136, -122.051767, -122.053659, -122.063593, -122.080012, -122.090571, -122.095438, -122.099803, -122.10136, -122.104091, -122.10635, -122.113613, 
-122.114452, -122.121913, 47.344102, 47.34031, 47.340371, 47.335664, 47.33159, 47.329461, 47.313822, 47.312556, 47.308504, 47.306086, 47.304522, 47.305514, 47.31412, 47.314936, 47.317522, 47.324137, 47.325648, 47.326807, 47.325991, 47.326121, 47.326571, 47.329668, 47.330599, 47.331309, 47.335581, 47.336359, 47.336024, 47.336603, 47.337031, 47.340777, 47.34231, 47.343676, 47.341639, 47.342119, 47.343806, 47.343668, 47.345103, 47.347002, 47.347764, 47.348466, 47.344102)))","Census Tract 316.01, King County, Washington",B25064_001,1280,912,2009,Median Gross Rent,554.4566307035337,0.43316924273713575
53033031602,"list(list(c(-122.032678, -122.037317, -122.04339, -122.046976, -122.053187, -122.053461, -122.053646, -122.053659, -122.053659, -122.051767, -122.046136, -122.045633, -122.046762, -122.049097, -122.049158, -122.049783, -122.052194, -122.054025, -122.054941, -122.059518, -122.064096, -122.0664, -122.067773, -122.071237, -122.071544, -122.071664, -122.079431, -122.086542, -122.086404, -122.082071, -122.058267, -122.054512, -122.052117, -122.05056, -122.048485, -122.046791, -122.044091, -122.040337, 
-122.028786, -122.028096, -122.026528, -122.025322, -122.017162, -122.012139, -122.004554, -122.004615, -122.009667, -122.011773, -122.013955, -122.018029, -122.018624, -122.018883, -122.019433, -122.020837, -122.023233, -122.025734, -122.032114, -122.032678, 47.358065, 47.358103, 47.358103, 47.354426, 47.354525, 47.347971, 47.34389, 47.343813, 47.340777, 47.337031, 47.336603, 47.336024, 47.336359, 47.335581, 47.331309, 47.330599, 47.329668, 47.326571, 47.326121, 47.325991, 47.326807, 47.325648, 
47.324137, 47.317522, 47.314936, 47.31412, 47.305514, 47.304522, 47.30147, 47.29793, 47.297838, 47.30012, 47.301737, 47.302904, 47.305498, 47.308542, 47.310137, 47.311114, 47.311838, 47.311913, 47.312083, 47.312227, 47.31248, 47.312701, 47.317461, 47.317972, 47.328593, 47.333292, 47.336352, 47.34051, 47.343647, 47.34701, 47.355593, 47.361353, 47.361216, 47.360511, 47.358263, 47.358065)))","Census Tract 316.02, King County, Washington",B25064_001,1546,685,2009,Median Gross Rent,416.450429859562,0.2693728524317995
53033031603,"list(list(c(-122.00152, -122.01098, -122.012369, -122.015846, -122.016122, -122.020837, -122.019433, -122.018883, -122.018624, -122.018029, -122.013955, -122.011773, -122.009667, -122.004615, -122.004554, -122.012139, -122.017162, -122.025322, -122.026528, -122.028096, -122.028786, -122.040337, -122.044091, -122.046791, -122.048485, -122.05056, -122.052117, -122.051049, -122.050408, -122.050682, -122.053673, -122.053948, -122.053795, -122.05204, -122.0514, -122.051751, -122.053307, -122.05465, -122.047295, 
-122.044243, -122.044457, -122.043328, -122.040917, -122.038643, -122.038796, -122.037529, -122.035393, -122.033059, -122.031425, -122.03144, -122.030433, -122.027534, -122.021446, -122.019676, -122.017753, -122.016487, -122.014427, -122.01081, -122.008979, -122.008476, -122.008903, -122.008201, -122.005592, -122.002096, -122.000082, -121.997504, -121.991629, -121.989276797266, -121.988379, -121.988516, -121.987524, -121.984549, -121.986166, -121.976998, -121.975287, -121.97467, -121.974432, -121.973151, 
-121.972235, -121.970022, -121.96781, -121.966376, -121.964178, -121.96047, -121.955969, -121.950415, -121.950476, -121.951056, -121.950979, -121.946997, -121.942785, -121.941854, -121.942648, -121.944708, -121.94657, -121.949209, -121.949576, -121.949072, -121.946432, -121.935216, -121.933004, -121.93337, -121.936148, -121.938696, -121.940619, -121.943613, -121.941122, -121.939215, -121.947241, -121.947577, -121.946677, -121.946934, -121.948875, -121.950507, -121.974143, -121.974007, -121.9701, 
-121.969673, -121.970314, -121.973656, -121.975579, -121.982979, -121.986779, -121.991509, -122.00152, 47.371187, 47.369936, 47.366244, 47.363919, 47.361796, 47.361353, 47.355593, 47.34701, 47.343647, 47.34051, 47.336352, 47.333292, 47.328593, 47.317972, 47.317461, 47.312701, 47.31248, 47.312227, 47.312083, 47.311913, 47.311838, 47.311114, 47.310137, 47.308542, 47.305498, 47.302904, 47.301737, 47.300745, 47.299059, 47.298128, 47.295611, 47.294878, 47.293764, 47.291598, 47.28966, 47.28763, 47.283991, 
47.282404, 47.281367, 47.278757, 47.27846, 47.276705, 47.27569, 47.276179, 47.278414, 47.280787, 47.282915, 47.283686, 47.283503, 47.279917, 47.275538, 47.274096, 47.274088, 47.274729, 47.281664, 47.283159, 47.284128, 47.283785, 47.282717, 47.28213, 47.281069, 47.279276, 47.277872, 47.27791, 47.279833, 47.281107, 47.277323, 47.2762278692383, 47.275141, 47.273211, 47.273066, 47.276346, 47.278002, 47.283411, 47.28248, 47.283562, 47.286349, 47.290507, 47.290316, 47.287554, 47.287607, 47.29056, 47.293093, 
47.295092, 47.29629, 47.300219, 47.301081, 47.302164, 47.30366, 47.305743, 47.30662, 47.307894, 47.312685, 47.31547, 47.316836, 47.317927, 47.318651, 47.320421, 47.320841, 47.318682, 47.31756, 47.3221, 47.322954, 47.325373, 47.333048, 47.335879, 47.335604, 47.338412, 47.343073, 47.343897, 47.34659, 47.347676, 47.355379, 47.356165, 47.357714, 47.362261, 47.364046, 47.365641, 47.366846, 47.369517, 47.37356, 47.375971, 47.376498, 47.376017, 47.371187)))","Census Tract 316.03, King County, Washington",B25064_001,1039,802,2009,Median Gross Rent,487.58137919323906,0.46927947949301163
53033031702,"list(list(c(-122.132748, -122.132746, -122.132733, -122.132671, -122.131556, -122.129284, -122.127477, -122.127286, -122.122142, -122.120601, -122.123272, -122.117275, -122.106929, -122.101375, -122.101238, -122.101162, -122.101162, -122.101238, -122.090892, -122.080028, -122.080028, -122.101177, -122.104778, -122.111676, -122.122113, -122.132687, -122.132748, 47.376874, 47.376493, 47.372476, 47.365815, 47.3644, 47.36181, 47.35876, 47.358232, 47.358194, 47.358133, 47.35624, 47.349809, 47.358148, 
47.361925, 47.367403, 47.368235, 47.3725, 47.375048, 47.380602, 47.384997, 47.387079, 47.386988, 47.386941, 47.386987, 47.386834, 47.386865, 47.376874)))","Census Tract 317.02, King County, Washington",B25064_001,1245,107,2009,Median Gross Rent,65.05138101455933,0.052250105232577775
53033031703,"list(list(c(-122.16543, -122.16533, -122.165525, -122.165629, -122.149429, -122.145096, -122.143929, -122.138729, -122.127286, -122.127477, -122.129284, -122.131556, -122.132671, -122.132733, -122.132746, -122.132748, -122.132687, -122.137664, -122.138654, -122.139294, -122.142229, -122.143629, -122.14913, -122.15753, -122.16533, -122.16543, 47.379622, 47.372422, 47.370584, 47.358022, 47.358022, 47.358048, 47.358022, 47.358122, 47.358232, 47.35876, 47.36181, 47.3644, 47.365815, 47.372476, 47.376493, 
47.376874, 47.386865, 47.38669, 47.384505, 47.383432, 47.383522, 47.385622, 47.386822, 47.386922, 47.387022, 47.379622)))","Census Tract 317.03, King County, Washington",B25064_001,1279,158,2009,Median Gross Rent,96.05717944205956,0.07510334592811538
53033031704,"list(list(c(-122.122142, -122.127286, -122.138729, -122.143929, -122.145096, -122.149429, -122.165629, -122.165768, -122.165394, -122.165229, -122.149329, -122.145946, -122.145429, -122.144681, -122.138424, -122.138562, -122.134182, -122.133464, -122.128673, -122.122127, -122.121913, -122.114452, -122.115169, -122.116008, -122.117275, -122.123272, -122.120601, -122.122142, 47.358194, 47.358232, 47.358122, 47.358022, 47.358048, 47.358022, 47.358022, 47.351968, 47.348141, 47.343522, 47.343522, 47.343522, 
47.343522, 47.343539, 47.342942, 47.344407, 47.344125, 47.343766, 47.340371, 47.34031, 47.344102, 47.348466, 47.348794, 47.349191, 47.349809, 47.35624, 47.358133, 47.358194)))","Census Tract 317.04, King County, Washington",B25064_001,984,94,2009,Median Gross Rent,57.14794219970632,0.05807717703222187
53033031800,"list(list(c(-122.138012, -122.14333, -122.14343, -122.14363, -122.14343, -122.154005, -122.157148, -122.15813, -122.16503, -122.16513, -122.165348, -122.16543, -122.16533, -122.16543, -122.16533, -122.15753, -122.14913, -122.143629, -122.142229, -122.139294, -122.138654, -122.137664, -122.132687, -122.122113, -122.111676, -122.104778, -122.101177, -122.080028, -122.079891, -122.079753, -122.080257, -122.084621, -122.084835, -122.080699, -122.079723, -122.08334, -122.083229, -122.093529, -122.097629, 
-122.102611, -122.105776, -122.108945, -122.111729, -122.111783, -122.11493, -122.116518, -122.138012, 47.437173, 47.437022, 47.430122, 47.422922, 47.415722, 47.415765, 47.415765, 47.415622, 47.415622, 47.409848, 47.405742, 47.401322, 47.392322, 47.391112, 47.387022, 47.386922, 47.386822, 47.385622, 47.383522, 47.383432, 47.384505, 47.38669, 47.386865, 47.386834, 47.386987, 47.386941, 47.386988, 47.387079, 47.39435, 47.401652, 47.404337, 47.410387, 47.411303, 47.413172, 47.416125, 47.421183, 47.423023, 
47.423023, 47.421923, 47.423175, 47.425151, 47.426408, 47.429322, 47.430368, 47.437322, 47.437316, 47.437173)))","Census Tract 318, King County, Washington",B25064_001,970,316,2009,Median Gross Rent,192.11435888411913,0.19805604008672076
53033031903,"list(list(c(-122.122005, -122.122131, -122.122206, -122.123631, -122.129631, -122.132131, -122.132078, -122.131931, -122.132031, -122.134631, -122.135331, -122.134231, -122.13613, -122.141431, -122.141831, -122.142009, -122.142431, -122.142631, -122.123391, -122.116277, -122.104952, -122.104619, -122.10393, -122.10198, -122.10483, -122.10183, -122.09973, -122.09473, -122.09733, -122.097845, -122.09823, -122.09563, -122.09563, -122.092694, -122.09273, -122.09183, -122.09563, -122.08933, -122.08163, 
-122.07843, -122.07433, -122.08003, -122.08883, -122.089933, -122.09783, -122.10053, -122.10703, -122.112231, -122.122031, -122.122005, 47.500229, 47.498822, 47.488214, 47.488122, 47.488122, 47.488322, 47.483401, 47.480322, 47.475622, 47.475022, 47.474322, 47.473122, 47.468022, 47.470022, 47.469322, 47.467518, 47.466322, 47.465722, 47.463173, 47.463011, 47.462792, 47.463154, 47.463522, 47.463264, 47.466222, 47.470522, 47.470122, 47.470823, 47.473323, 47.479308, 47.480123, 47.480223, 47.481223, 47.481217, 
47.482623, 47.482623, 47.487523, 47.487623, 47.483823, 47.483223, 47.487623, 47.491023, 47.497523, 47.498041, 47.498723, 47.499722, 47.500922, 47.500222, 47.502222, 47.500229)))","Census Tract 319.03, King County, Washington",B25064_001,1371,277,2009,Median Gross Rent,168.40404243956013,0.12283299959121818
53033031904,"list(list(c(-122.09183, -122.09273, -122.092694, -122.09563, -122.09563, -122.09823, -122.097845, -122.09733, -122.09473, -122.09973, -122.10183, -122.10483, -122.10198, -122.10393, -122.104619, -122.104952, -122.087029, -122.080929, -122.079629, -122.079429, -122.077029, -122.071929, -122.066629, -122.064028, -122.054928, -122.048228, -122.040172, -122.039714, -122.037242, -122.035428, -122.026828, -122.025295, -122.025557, -122.026328, -122.026428, -122.027628, -122.028128, -122.031428, -122.033228, 
-122.034429, -122.033329, -122.033629, -122.034629, -122.034159, -122.034604, -122.036729, -122.041729, -122.043927, -122.046902, -122.050429, -122.051617, -122.058814, -122.062875, -122.07433, -122.07843, -122.08163, -122.08933, -122.09563, -122.09183, 47.482623, 47.482623, 47.481217, 47.481223, 47.480223, 47.480123, 47.479308, 47.473323, 47.470823, 47.470122, 47.470522, 47.466222, 47.463264, 47.463522, 47.463154, 47.462792, 47.461723, 47.460223, 47.458623, 47.458323, 47.454323, 47.442523, 47.438423, 
47.439823, 47.440923, 47.444523, 47.446764, 47.447413, 47.447581, 47.448523, 47.456923, 47.462153, 47.462323, 47.462823, 47.465323, 47.465023, 47.466123, 47.466423, 47.468523, 47.472923, 47.476223, 47.478123, 47.480023, 47.481199, 47.480952, 47.479623, 47.479523, 47.479555, 47.480715, 47.480723, 47.480288, 47.480946, 47.48224, 47.487623, 47.483223, 47.483823, 47.487623, 47.487523, 47.482623)))","Census Tract 319.04, King County, Washington",B25064_001,1353,100,2009,Median Gross Rent,60.79568319117694,0.04493398609843085
53033031906,"list(list(c(-122.122828, -122.123172, -122.118898, -122.12491, -122.124733, -122.123197, -122.122556, -122.120359, -122.120496, -122.11643, -122.11203, -122.10863, -122.11193, -122.112129, -122.11493, -122.111783, -122.111729, -122.108945, -122.105776, -122.102611, -122.097629, -122.093529, -122.083229, -122.079581, -122.079922, -122.078929, -122.079198, -122.080029, -122.079629, -122.080929, -122.087029, -122.104952, -122.116277, -122.123391, -122.122828, 47.461907, 47.460097, 47.455118, 47.455118, 
47.45414, 47.453576, 47.454065, 47.454263, 47.450731, 47.454122, 47.452222, 47.446622, 47.440322, 47.437522, 47.437322, 47.430368, 47.429322, 47.426408, 47.425151, 47.423175, 47.421923, 47.423023, 47.423023, 47.426854, 47.432398, 47.449523, 47.453782, 47.457323, 47.458623, 47.460223, 47.461723, 47.462792, 47.463011, 47.463173, 47.461907)))","Census Tract 319.06, King County, Washington",B25064_001,1323,246,2009,Median Gross Rent,149.55738065029527,0.1130441274756578
53033031907,"list(list(c(-122.155556, -122.155074, -122.148113, -122.147252, -122.147798, -122.153731, -122.153631, -122.152631, -122.150694, -122.146, -122.14493, -122.14303, -122.13973, -122.13833, -122.138151, -122.13723, -122.13573, -122.13393, -122.131997, -122.13153, -122.13193, -122.13263, -122.13173, -122.13123, -122.13063, -122.13063, -122.12973, -122.12643, -122.12773, -122.12753, -122.122448, -122.11913, -122.11623, -122.11493, -122.112129, -122.11193, -122.10863, -122.11203, -122.11643, -122.120496, 
-122.120359, -122.122556, -122.123197, -122.124733, -122.12491, -122.118898, -122.123172, -122.122828, -122.123391, -122.142631, -122.155531, -122.155556, 47.465833, 47.46529, 47.461525, 47.459915, 47.459447, 47.456422, 47.455922, 47.455822, 47.455316, 47.452291, 47.451722, 47.451322, 47.451522, 47.450222, 47.450303, 47.448022, 47.446922, 47.448022, 47.448432, 47.448501, 47.446622, 47.446122, 47.445522, 47.444922, 47.444192, 47.443422, 47.442722, 47.440922, 47.440422, 47.439822, 47.439882, 47.439922, 
47.439122, 47.437322, 47.437522, 47.440322, 47.446622, 47.452222, 47.454122, 47.450731, 47.454263, 47.454065, 47.453576, 47.45414, 47.455118, 47.455118, 47.460097, 47.461907, 47.463173, 47.465722, 47.467922, 47.465833)))","Census Tract 319.07, King County, Washington",B25064_001,1720,525,2009,Median Gross Rent,319.1773367536789,0.18556821904283657
53033031908,"list(list(c(-122.153731, -122.153731, -122.153831, -122.15053, -122.140867, -122.134206, -122.12753, -122.12773, -122.12643, -122.12973, -122.13063, -122.13063, -122.13123, -122.13173, -122.13263, -122.13193, -122.13153, -122.131997, -122.13393, -122.13573, -122.13723, -122.138151, -122.13833, -122.13973, -122.14303, -122.14493, -122.146, -122.150694, -122.152631, -122.153631, -122.153804, -122.153731, 47.454522, 47.448922, 47.445422, 47.444522, 47.442025, 47.440016, 47.439822, 47.440422, 47.440922, 
47.442722, 47.443422, 47.444192, 47.444922, 47.445522, 47.446122, 47.446622, 47.448501, 47.448432, 47.448022, 47.446922, 47.448022, 47.450303, 47.450222, 47.451522, 47.451322, 47.451722, 47.452291, 47.455316, 47.455822, 47.455922, 47.455922, 47.454522)))","Census Tract 319.08, King County, Washington",B25064_001,1127,93,2009,Median Gross Rent,56.53998536779455,0.05016857619147697
53033031909,"list(list(c(-122.15413, -122.15413, -122.15413, -122.15423, -122.15073, -122.14343, -122.14333, -122.138012, -122.116518, -122.11493, -122.11623, -122.11913, -122.122448, -122.12753, -122.134206, -122.140867, -122.15053, -122.153831, -122.15413, 47.443722, 47.441422, 47.441122, 47.430122, 47.430222, 47.430122, 47.437022, 47.437173, 47.437316, 47.437322, 47.439122, 47.439922, 47.439882, 47.439822, 47.440016, 47.442025, 47.444522, 47.445422, 47.443722)))","Census Tract 319.09, King County, Washington",B25064_001,1090,92,2009,Median Gross Rent,55.932028535882786,0.051313787647598884
53033032002,"list(list(c(-122.080029, -122.079198, -122.078929, -122.079922, -122.079581, -122.083229, -122.072887, -122.069332, -122.064495, -122.060573, -122.056179, -122.046549, -122.045481, -122.045557, -122.047678, -122.049937, -122.051264, -122.047038, -122.045481, -122.044856, -122.044121, -122.041026, -122.037826, -122.026392, -122.015498, -121.998576, -121.993601, -121.984849, -121.984552, -121.978219, -121.975747, -121.977426, -121.97793, -121.983546, -121.990656, -121.991007, -121.991145, -121.99235, 
-122.000391, -122.000605, -121.999751, -122.000651, -122.003444, -122.004299, -122.015956, -122.021083, -122.023311, -122.025295, -122.026828, -122.035428, -122.037242, -122.039714, -122.040172, -122.048228, -122.054928, -122.064028, -122.066629, -122.071929, -122.077029, -122.079429, -122.079629, -122.080029, 47.457323, 47.453782, 47.449523, 47.432398, 47.426854, 47.423023, 47.421274, 47.419832, 47.416308, 47.414431, 47.413035, 47.402437, 47.399973, 47.399096, 47.396296, 47.395418, 47.394068, 47.39461, 
47.396448, 47.397608, 47.402404, 47.406336, 47.40828, 47.411204, 47.415339, 47.421747, 47.424052, 47.43085, 47.431086, 47.435068, 47.435541, 47.436716, 47.437006, 47.439028, 47.443476, 47.444628, 47.447459, 47.448435, 47.451891, 47.452227, 47.453821, 47.455752, 47.457247, 47.457194, 47.461657, 47.460383, 47.460894, 47.462153, 47.456923, 47.448523, 47.447581, 47.447413, 47.446764, 47.444523, 47.440923, 47.439823, 47.438423, 47.442523, 47.454323, 47.458323, 47.458623, 47.457323)))","Census Tract 320.02, King County, Washington",B25064_001,1534,800,2009,Median Gross Rent,486.36546552941553,0.317057017946164
53033032003,"list(list(c(-121.884209, -121.887902, -121.891868, -121.894783, -121.897774, -121.90812, -121.911538, -121.915657, -121.922219, -121.926415, -121.932977, -121.936471, -121.943597, -121.947503, -121.950477, -121.950806, -121.952234, -121.958032, -121.960168, -121.962442, -121.964502, -121.968637, -121.975259, -121.975747, -121.978219, -121.984552, -121.984849, -121.993601, -121.998576, -122.015498, -122.026392, -122.037826, -122.041026, -122.044121, -122.044856, -122.045481, -122.047038, -122.045847, 
-122.044993, -122.045192, -122.045771, -122.045252, -122.041789, -122.041267, -122.043526, -122.04365, -122.041544, -122.037882, -122.034068, -122.031748, -122.024975, -122.022363, -122.018256, -122.013711, -122.011453, -122.004404, -121.994806, -121.991509, -121.986779, -121.982979, -121.975579, -121.971749, -121.968621, -121.962944, -121.959358, -121.953864, -121.95417, -121.957924, -121.959633, -121.958565, -121.954308, -121.941306, -121.936057, -121.929527, -121.926185, -121.923271, -121.920722, 
-121.919302, -121.918219, -121.902395, -121.898276, -121.89794, -121.898367, -121.89794, -121.897299, -121.894018, -121.886648, -121.883794, -121.880758, -121.876989, -121.873449, -121.871175, -121.866613, -121.85703, -121.853337, -121.85149, -121.846882, -121.844242, -121.841831, -121.840901, -121.838703, -121.828739, -121.81963, -121.819981, -121.822529, -121.825092, -121.82552, -121.824589, -121.823597, -121.823658, -121.819737, -121.810673, -121.805973, -121.807949, -121.807545, -121.811466, 
-121.817021, -121.817722, -121.823027, -121.823005, -121.822271, -121.822997, -121.825689, -121.830541, -121.832326, -121.837239, -121.838796, -121.84345, -121.846747, -121.845968, -121.846121, -121.848318, -121.8543, -121.853232, -121.855871, -121.859442, -121.861365, -121.870414, -121.87255, -121.87461, -121.877075, -121.882988, -121.884209, 47.504115, 47.485812, 47.477649, 47.475299, 47.474063, 47.472957, 47.47198, 47.470218, 47.466365, 47.465701, 47.466228, 47.465503, 47.462467, 47.459948, 47.456459, 
47.454504, 47.452982, 47.448954, 47.446947, 47.44018, 47.437929, 47.435824, 47.435648, 47.435541, 47.435068, 47.431086, 47.43085, 47.424052, 47.421747, 47.415339, 47.411204, 47.40828, 47.406336, 47.402404, 47.397608, 47.396448, 47.39461, 47.394686, 47.394648, 47.394196, 47.392878, 47.390368, 47.388438, 47.389437, 47.390252, 47.390734, 47.391947, 47.3921, 47.391207, 47.389864, 47.385382, 47.383105, 47.379021, 47.377238, 47.376856, 47.379267, 47.376124, 47.376017, 47.376498, 47.375971, 47.37356, 47.374705, 
47.373446, 47.374621, 47.376993, 47.381815, 47.382876, 47.386355, 47.390703, 47.391955, 47.393641, 47.39229, 47.391176, 47.391322, 47.392825, 47.392932, 47.39149, 47.388286, 47.387233, 47.380328, 47.381786, 47.382221, 47.3838, 47.386752, 47.387965, 47.389262, 47.389797, 47.389552, 47.388431, 47.386226, 47.385249, 47.385539, 47.387134, 47.388812, 47.391094, 47.392253, 47.393878, 47.395427, 47.398166, 47.400028, 47.401439, 47.406589, 47.410625, 47.414523, 47.416179, 47.418865, 47.421001, 47.422122, 
47.423251, 47.427806, 47.43217, 47.43745, 47.435756, 47.437703, 47.438625, 47.44308, 47.443652, 47.44382, 47.443806, 47.446775, 47.447513, 47.447769, 47.448489, 47.448306, 47.447566, 47.449367, 47.450397, 47.454761, 47.46635, 47.470264, 47.472781, 47.475116, 47.476726, 47.47726, 47.478236, 47.477649, 47.477985, 47.490344, 47.495509, 47.49689, 47.500379, 47.504016, 47.504115)))","Census Tract 320.03, King County, Washington",B25064_001,1226,384,2009,Median Gross Rent,233.45542345411945,0.19042041064773202
53033032005,"list(list(c(-122.080028, -122.090892, -122.101238, -122.101162, -122.101162, -122.101238, -122.101375, -122.106929, -122.102077, -122.096279, -122.094362, -122.085734, -122.083964, -122.080927, -122.069376, -122.069379, -122.074986, -122.075022, -122.077693, -122.078684, -122.078745, -122.077342, -122.075236, -122.072131, -122.069392, -122.067392, -122.065148, -122.080028, -122.080028, 47.384997, 47.380602, 47.375048, 47.3725, 47.368235, 47.367403, 47.361925, 47.358148, 47.358156, 47.35815, 47.358166, 
47.358156, 47.358156, 47.358156, 47.358164, 47.367207, 47.367133, 47.365961, 47.366251, 47.366587, 47.367319, 47.367411, 47.370325, 47.374502, 47.379379, 47.383029, 47.387123, 47.387079, 47.384997)))","Census Tract 320.05, King County, Washington",B25064_001,1326,87,2009,Median Gross Rent,52.89224437632394,0.03988857041955048
53033032006,"list(list(c(-122.080927, -122.083964, -122.085734, -122.094362, -122.096279, -122.102077, -122.106929, -122.117275, -122.116008, -122.115169, -122.114452, -122.113613, -122.10635, -122.104091, -122.10136, -122.099803, -122.095438, -122.090571, -122.080012, -122.063593, -122.053659, -122.053659, -122.053646, -122.053461, -122.053187, -122.046976, -122.04339, -122.050578, -122.0539, -122.05662, -122.058817, -122.062769, -122.064917, -122.069376, -122.080927, 47.358156, 47.358156, 47.358156, 47.358166, 
47.35815, 47.358156, 47.358148, 47.349809, 47.349191, 47.348794, 47.348466, 47.347764, 47.347002, 47.345103, 47.343668, 47.343806, 47.342119, 47.341639, 47.343676, 47.34231, 47.340777, 47.343813, 47.34389, 47.347971, 47.354525, 47.354426, 47.358103, 47.358103, 47.358105, 47.358111, 47.358145, 47.358164, 47.358156, 47.358164, 47.358156)))","Census Tract 320.06, King County, Washington",B25064_001,NA,0,2009,Median Gross Rent,0,NA
53033032007,"list(list(c(-122.065148, -122.067392, -122.069392, -122.072131, -122.075236, -122.077342, -122.078745, -122.078684, -122.077693, -122.075022, -122.074986, -122.069379, -122.069376, -122.064917, -122.062769, -122.058817, -122.058817, -122.058817, -122.058878, -122.058875, -122.058879, -122.059814, -122.061143, -122.061076, -122.061137, -122.05868, -122.058604, -122.054514, -122.05425, -122.054301, -122.056014, -122.054865, -122.054789, -122.049448, -122.047953, -122.047964, -122.047953, -122.047816, 
-122.045252, -122.045771, -122.045192, -122.044993, -122.045847, -122.047038, -122.051264, -122.049937, -122.047678, -122.045557, -122.045481, -122.046549, -122.056179, -122.060573, -122.064495, -122.069332, -122.072887, -122.083229, -122.08334, -122.079723, -122.080699, -122.084835, -122.084621, -122.080257, -122.079753, -122.079891, -122.080028, -122.065148, 47.387123, 47.383029, 47.379379, 47.374502, 47.370325, 47.367411, 47.367319, 47.366587, 47.366251, 47.365961, 47.367133, 47.367207, 47.358164, 
47.358156, 47.358164, 47.358145, 47.361696, 47.361758, 47.364306, 47.365587, 47.366148, 47.366181, 47.366915, 47.367411, 47.371546, 47.371104, 47.375262, 47.375353, 47.375726, 47.376719, 47.378657, 47.378702, 47.379763, 47.379697, 47.379679, 47.380462, 47.382296, 47.388109, 47.390368, 47.392878, 47.394196, 47.394648, 47.394686, 47.39461, 47.394068, 47.395418, 47.396296, 47.399096, 47.399973, 47.402437, 47.413035, 47.414431, 47.416308, 47.419832, 47.421274, 47.423023, 47.421183, 47.416125, 47.413172, 
47.411303, 47.410387, 47.404337, 47.401652, 47.39435, 47.387079, 47.387123)))","Census Tract 320.07, King County, Washington",B25064_001,930,104,2009,Median Gross Rent,63.22751051882402,0.06798657045034841
53033032008,"list(list(c(-122.054865, -122.056014, -122.054301, -122.05425, -122.054514, -122.058604, -122.05868, -122.061137, -122.061076, -122.061143, -122.059814, -122.058879, -122.058875, -122.058878, -122.058817, -122.058817, -122.058817, -122.05662, -122.0539, -122.050578, -122.04339, -122.042947, -122.042734, -122.042612, -122.041696, -122.042261, -122.048106, -122.04867, -122.048029, -122.047953, -122.049448, -122.054789, -122.054865, 47.378702, 47.378657, 47.376719, 47.375726, 47.375353, 47.375262, 47.371104, 
47.371546, 47.367411, 47.366915, 47.366181, 47.366148, 47.365587, 47.364306, 47.361758, 47.361696, 47.358145, 47.358111, 47.358105, 47.358103, 47.358103, 47.361498, 47.363116, 47.363833, 47.364847, 47.365633, 47.373224, 47.374003, 47.37662, 47.379679, 47.379697, 47.379763, 47.378702)))","Census Tract 320.08, King County, Washington",B25064_001,1180,598,2009,Median Gross Rent,363.5581854832381,0.3081001571891848
53033032009,"list(list(c(-122.043526, -122.041267, -122.041789, -122.045252, -122.047816, -122.047953, -122.047964, -122.047953, -122.048029, -122.04867, -122.048106, -122.042261, -122.041696, -122.042612, -122.042734, -122.042947, -122.04339, -122.037317, -122.032678, -122.032114, -122.025734, -122.023233, -122.020837, -122.016122, -122.015846, -122.012369, -122.01098, -122.00152, -121.991509, -121.994806, -122.004404, -122.011453, -122.013711, -122.018256, -122.022363, -122.024975, -122.031748, -122.034068, 
-122.037882, -122.041544, -122.04365, -122.043526, 47.390252, 47.389437, 47.388438, 47.390368, 47.388109, 47.382296, 47.380462, 47.379679, 47.37662, 47.374003, 47.373224, 47.365633, 47.364847, 47.363833, 47.363116, 47.361498, 47.358103, 47.358103, 47.358065, 47.358263, 47.360511, 47.361216, 47.361353, 47.361796, 47.363919, 47.366244, 47.369936, 47.371187, 47.376017, 47.376124, 47.379267, 47.376856, 47.377238, 47.379021, 47.383105, 47.385382, 47.389864, 47.391207, 47.3921, 47.391947, 47.390734, 47.390252
)))","Census Tract 320.09, King County, Washington",B25064_001,1194,120,2009,Median Gross Rent,72.95481982941233,0.061101189136861245
