"Year","FID_HRA_20","HRA2010v2_","burden","value","SE","CoV"
2009,20,"Fed Way-Central/Military Rd","low_burden",4396.98788684637,2117.31417405353,0.481537413461497
2009,20,"Fed Way-Central/Military Rd","severely_burdened",2289.91693261717,652.592233168336,0.284985111849661
2009,21,"Fed Way-Dash Point/Woodmont","highly_burdened",692.100763504284,589.910427998445,0.852347604720989
2009,21,"Fed Way-Dash Point/Woodmont","low_burden",1726.74961366896,1054.83321272243,0.610877920210528
2009,21,"Fed Way-Dash Point/Woodmont","severely_burdened",1173.87261852378,314.692365558849,0.268080506004642
2009,22,"Fremont/Greenlake","highly_burdened",2994.91993084581,1430.0661219169,0.477497280374046
2009,22,"Fremont/Greenlake","low_burden",7476.92499650759,2620.71544943065,0.35050712032751
2009,22,"Fremont/Greenlake","severely_burdened",2625.81143656033,652.323558903509,0.248427419357277
2009,23,"Issaquah","highly_burdened",387.253183756398,287.059854191692,0.741271773177382
2009,23,"Issaquah","low_burden",1244.54353657948,553.054811040888,0.44438365937837
2009,23,"Issaquah","severely_burdened",528.745658885391,159.602902727031,0.301851939670725
2009,24,"Kenmore/LFP","highly_burdened",837.510123729528,798.692544211786,0.953651211587888
2009,24,"Kenmore/LFP","low_burden",1763.05884069134,1378.29747165078,0.781764873548018
2009,24,"Kenmore/LFP","severely_burdened",837.753140510467,338.475021966677,0.404027159791289
2009,25,"Kent-East","highly_burdened",774.413829079842,646.435716862173,0.834741959128322
2009,25,"Kent-East","low_burden",1762.054840321,1409.06382976141,0.799670814731691
2009,25,"Kent-East","severely_burdened",955.114391333066,311.868045332588,0.32652428668498
2009,26,"Kent-SE","highly_burdened",2431.6671668867,1086.23628579686,0.446704343665415
2009,26,"Kent-SE","low_burden",3891.45056236946,1787.4582382288,0.459329550660009
2009,26,"Kent-SE","severely_burdened",1661.49416739186,482.865956204376,0.290621517475656
2009,27,"Kent-West","highly_burdened",1176.86009659598,463.968742821594,0.394242904626987
2009,27,"Kent-West","low_burden",2512.46271056773,953.895894154388,0.379665692207962
2009,27,"Kent-West","severely_burdened",979.587924227438,260.047159087159,0.265465868510219
2009,28,"Kirkland","highly_burdened",1433.6957113406,986.141086282468,0.687831510188698
2009,28,"Kirkland","low_burden",4996.12317443798,2062.27324226973,0.412774699555264
2009,28,"Kirkland","severely_burdened",1292.1931381856,410.349639663605,0.317560608810993
2009,29,"Kirkland North","highly_burdened",1114.89543905464,822.447723652392,0.737690454945059
2009,29,"Kirkland North","low_burden",2214.5763768472,1286.70857766606,0.581017927906328
2009,29,"Kirkland North","severely_burdened",683.692613521706,357.46692217543,0.522847424567183
2009,30,"Mercer Isle/Pt Cities","highly_burdened",411.369542523512,686.149824115033,1.66796457488297
2009,30,"Mercer Isle/Pt Cities","low_burden",1263.83746818372,1278.20985145209,1.01137201865761
2009,30,"Mercer Isle/Pt Cities","severely_burdened",608.23956747651,246.462667156376,0.405206567173705
2009,31,"NE Seattle","highly_burdened",2518.85084437903,1726.12412470602,0.685282389212516
2009,31,"NE Seattle","low_burden",4280.61141129406,2539.4123752718,0.593235902836626
2009,31,"NE Seattle","severely_burdened",3512.05824325258,644.491807212464,0.183508291313412
2009,32,"Newcastle/Four Creeks","highly_burdened",489.041553915912,633.921822543968,1.29625349311925
2009,32,"Newcastle/Four Creeks","low_burden",1466.71719053698,1243.28468546959,0.84766490328951
2009,32,"Newcastle/Four Creeks","severely_burdened",472.181551317829,324.131568609051,0.68645538501964
2009,33,"North Highline","highly_burdened",810.837543279721,655.739685240458,0.808718948296457
2009,33,"North Highline","low_burden",1103.50431382305,966.463876810993,0.875813410699517
2009,33,"North Highline","severely_burdened",792.43996585932,252.064040174381,0.318085976268301
2009,34,"North Seattle","highly_burdened",2516.95616573158,1111.47830566216,0.441596210849823
2009,34,"North Seattle","low_burden",4742.9774795524,2254.21017711195,0.475273219582035
2009,34,"North Seattle","severely_burdened",2369.80021363294,607.495001581265,0.256348614573701
2009,35,"NW Seattle","highly_burdened",2007.07762803503,1242.2969685644,0.618958106658107
2009,35,"NW Seattle","low_burden",5470.68428608389,2408.62381027467,0.440278342583509
2009,35,"NW Seattle","severely_burdened",2158.30100229787,511.972252309197,0.237210774476831
2009,36,"QA/Magnolia","highly_burdened",2786.82864016933,1355.49673389892,0.486394001540246
2009,36,"QA/Magnolia","low_burden",9298.28640792023,3067.72611487964,0.329923813947758
2009,36,"QA/Magnolia","severely_burdened",2542.42831333865,654.010664317797,0.257238585995358
2009,37,"Redmond","highly_burdened",1344.52698964975,739.618507576715,0.550095694077057
2009,37,"Redmond","low_burden",5832.58555932873,2236.15798150314,0.383390515022381
2009,37,"Redmond","severely_burdened",1558.35339969266,493.574382475664,0.316728145600997
2009,38,"Renton-East","highly_burdened",1547.90788375209,869.97208864463,0.562030917844957
2009,38,"Renton-East","low_burden",3219.69171930809,1524.96770181918,0.473637799753976
2009,38,"Renton-East","severely_burdened",962.04356163306,317.486085627347,0.330012172305813
2009,39,"Renton-North","highly_burdened",1000.85944585666,310.596300826557,0.310329589346793
2009,39,"Renton-North","low_burden",1517.81278162798,434.667577554945,0.28637759730072
2009,39,"Renton-North","severely_burdened",423.194775544426,96.0169723789338,0.226886005989585
2009,40,"Renton-South","highly_burdened",2247.62648695145,1116.37510440053,0.496690669415772
2009,40,"Renton-South","low_burden",3354.48981157243,1835.35634237527,0.547134272414124
2009,40,"Renton-South","severely_burdened",1840.63954416731,552.186813728881,0.299997256648469
2009,41,"Sammamish","highly_burdened",283.568225050358,812.995047760585,2.86701744391921
2009,41,"Sammamish","low_burden",813.617059162894,861.883972537016,1.059323870893
2009,41,"Sammamish","severely_burdened",202.562380536339,214.997981653488,1.06139146412193
2009,42,"SE Seattle","highly_burdened",1367.97276676464,901.843727136106,0.659255614619459
2009,42,"SE Seattle","low_burden",2082.23723001189,1421.52251485881,0.682689990539979
2009,42,"SE Seattle","severely_burdened",1924.35691863365,507.305912389917,0.263623607178922
2009,43,"SeaTac/Tukwila","highly_burdened",2165.73635015072,1413.13445178248,0.652496067531089
2009,43,"SeaTac/Tukwila","low_burden",3745.2724654544,2185.15856932787,0.583444486211166
2009,43,"SeaTac/Tukwila","severely_burdened",2443.06534459654,650.479098116751,0.266255300766085
2009,44,"Shoreline","highly_burdened",1218.39567580195,1178.32871686503,0.967114985933822
2009,44,"Shoreline","low_burden",2741.66013612894,1881.32520089619,0.686199276162839
2009,44,"Shoreline","severely_burdened",1718.88530641933,625.251065681022,0.363753802156529
2009,45,"Snoqualmie/North Bend/Skykomish","highly_burdened",711.631106069269,809.615138399967,1.13768936109597
2009,45,"Snoqualmie/North Bend/Skykomish","low_burden",1546.58645535172,1241.56744123529,0.802779202506945
2009,45,"Snoqualmie/North Bend/Skykomish","severely_burdened",525.164181936716,321.400877724847,0.612000758581013
2009,46,"Vashon Island","highly_burdened",260,251.086171579561,0.965716044536772
2009,46,"Vashon Island","low_burden",347,386.660545095885,1.11429551900832
2009,46,"Vashon Island","severely_burdened",141,72.9548198294123,0.517410069712144
2009,47,"West Seattle","highly_burdened",2118.37074257967,1184.61456735501,0.559210219223682
2009,47,"West Seattle","low_burden",5377.6778740594,2392.56820853967,0.444907312146909
2009,47,"West Seattle","severely_burdened",1690.52300177184,596.524701598149,0.352863995918972
2014,0,"Auburn-North","highly_burdened",1318.41995618597,618.123382643674,0.468836488512985
2014,0,"Auburn-North","low_burden",2105.083302075,1007.13195185261,0.478428550005535
2014,0,"Auburn-North","severely_burdened",1679.66180321756,430.869252271284,0.256521432734799
2014,1,"Auburn-South","highly_burdened",919.893557832938,436.129473665418,0.474108629147095
2014,1,"Auburn-South","low_burden",1599.06295060073,736.333315559063,0.46047800387248
2014,1,"Auburn-South","severely_burdened",984.932100826598,247.886624093052,0.25167889632698
2014,2,"Ballard","highly_burdened",2973.4962915176,1261.89142777674,0.424379687769075
2014,2,"Ballard","low_burden",7185.63189536745,2316.0065939254,0.322310776233684
2014,2,"Ballard","severely_burdened",1405.44839388006,425.909817153723,0.30304194661883
2014,3,"Beacon/Gtown/S.Park","highly_burdened",1869.51003305324,873.145356006809,0.467045022797128
2014,3,"Beacon/Gtown/S.Park","low_burden",2621.42481180646,1346.25361188341,0.51355797267963
2014,3,"Beacon/Gtown/S.Park","severely_burdened",1558.70907032601,496.053116547816,0.318246121737179
2014,4,"Bear Creek/Carnation/Duvall","highly_burdened",1084.67069681022,867.234003379838,0.799536675905585
2014,4,"Bear Creek/Carnation/Duvall","low_burden",2450.27373383642,1581.65981736889,0.645503314804124
2014,4,"Bear Creek/Carnation/Duvall","severely_burdened",802.434441522203,389.493272173369,0.485389524699996
2014,5,"Bellevue-Central","highly_burdened",1895.58699419961,844.669722148081,0.445597972940691
2014,5,"Bellevue-Central","low_burden",4809.50934843937,1628.25084822683,0.338548224000267
2014,5,"Bellevue-Central","severely_burdened",1616.05555745823,405.236158659912,0.250756328759686
2014,6,"Bellevue-NE","highly_burdened",697.517429084608,468.876261066174,0.672207233131804
2014,6,"Bellevue-NE","low_burden",3136.15060551692,1160.92177686524,0.370174115625383
2014,6,"Bellevue-NE","severely_burdened",901.780821964483,286.980831164814,0.318237895700245
2014,7,"Bellevue-South","highly_burdened",384.891591673203,305.953331651176,0.794907808510791
2014,7,"Bellevue-South","low_burden",1260.13169895632,666.374543446612,0.528813412120753
2014,7,"Bellevue-South","severely_burdened",320.019667866491,162.046023531945,0.506362701431055
2014,8,"Bellevue-West","highly_burdened",1629.64306465887,745.103790751448,0.457219011273134
2014,8,"Bellevue-West","low_burden",4802.14688925565,1649.82643983102,0.343560177953397
2014,8,"Bellevue-West","severely_burdened",1112.93771015063,359.077531398739,0.32263937875745
2014,9,"Black Diamond/Enumclaw/SE County","highly_burdened",1120.21322867621,735.887306932085,0.65691717263659
2014,9,"Black Diamond/Enumclaw/SE County","low_burden",2276.68093281056,1327.5927144423,0.583126381615272
2014,9,"Black Diamond/Enumclaw/SE County","severely_burdened",937.031987863892,386.255727425115,0.412211890765484
2014,10,"Bothell/Woodinville","highly_burdened",1274.73106700448,617.823003371255,0.484669291714283
2014,10,"Bothell/Woodinville","low_burden",2307.65952552817,1072.66139018231,0.46482653888762
2014,10,"Bothell/Woodinville","severely_burdened",1435.71692018462,402.683451887492,0.280475521480731
2014,11,"Burien","highly_burdened",1766.50368754929,873.870388295333,0.494689252252665
2014,11,"Burien","low_burden",3277.42439245939,1439.27409088879,0.439147915723161
2014,11,"Burien","severely_burdened",2075.55429969329,554.956248723651,0.267377369411949
2014,12,"Capitol Hill/E.lake","highly_burdened",3846.61958901288,1416.79383170527,0.36832179499945
2014,12,"Capitol Hill/E.lake","low_burden",9800.17738905869,2992.76200501331,0.305378350432162
2014,12,"Capitol Hill/E.lake","severely_burdened",2680.50997443859,712.263099351523,0.265719249748623
2014,13,"Central Seattle","highly_burdened",2752.36175164868,1161.87838634122,0.422138690760854
2014,13,"Central Seattle","low_burden",5219.60204623867,2001.48790986706,0.383456035946145
2014,13,"Central Seattle","severely_burdened",2313.57914736907,585.013874067147,0.252860972892328
2014,14,"Covington/Maple Valley","highly_burdened",820.028164771951,671.688812624815,0.819104564306777
2014,14,"Covington/Maple Valley","low_burden",1481.43458141752,1137.80479417096,0.768042550405596
2014,14,"Covington/Maple Valley","severely_burdened",773.533663139067,354.38204999613,0.45813397255139
2014,15,"Delridge","highly_burdened",1699.73241133296,726.492410855921,0.427415754392889
2014,15,"Delridge","low_burden",2857.93734574318,1241.94432513174,0.434559675348232
2014,15,"Delridge","severely_burdened",2018.2370074672,474.851198249248,0.235280195780953
2014,16,"Des Moines/Normandy Park","highly_burdened",1242.38376308317,660.392887350657,0.531553057093881
2014,16,"Des Moines/Normandy Park","low_burden",2723.4053341317,1166.3031501933,0.428251768319736
2014,16,"Des Moines/Normandy Park","severely_burdened",1155.70250591019,391.555867906562,0.3388033390117
2014,17,"Downtown","highly_burdened",5615.37604034033,1865.12081406801,0.332145309711969
2014,17,"Downtown","low_burden",13380.8407180073,3703.45068124848,0.276772645254236
2014,17,"Downtown","severely_burdened",4536.44229778027,850.504874163408,0.187482793417117
2014,18,"East Federal Way","highly_burdened",1040.72123017795,566.350144807203,0.544190056265464
2014,18,"East Federal Way","low_burden",1662.35842892387,825.435940983464,0.496545105208033
2014,18,"East Federal Way","severely_burdened",1085.33659181293,332.533036895888,0.306387013396858
2014,19,"Fairwood","highly_burdened",638.298368894823,376.15882861273,0.589315039711018
2014,19,"Fairwood","low_burden",1172.56259394221,590.954257618831,0.503985254750467
2014,19,"Fairwood","severely_burdened",381.781832841949,151.879109758244,0.397816492806036
2014,20,"Fed Way-Central/Military Rd","highly_burdened",2744.882395825,1238.40800508243,0.451169786715111
2014,20,"Fed Way-Central/Military Rd","low_burden",4793.62975092823,2107.41708428537,0.439628672589344
2014,20,"Fed Way-Central/Military Rd","severely_burdened",2888.43589927161,740.277769009729,0.256290184316159
2014,21,"Fed Way-Dash Point/Woodmont","highly_burdened",1154.19210203668,567.629789806569,0.491798365978188
2014,21,"Fed Way-Dash Point/Woodmont","low_burden",1515.84744839144,789.074174312196,0.520549858199472
2014,21,"Fed Way-Dash Point/Woodmont","severely_burdened",1309.09503630125,352.526066350276,0.269289896130317
2014,22,"Fremont/Greenlake","highly_burdened",3399.66733341545,1250.14948978711,0.367727005963008
2014,22,"Fremont/Greenlake","low_burden",7165.98397655011,2325.71345387197,0.324549072602257
2014,22,"Fremont/Greenlake","severely_burdened",2951.92591335119,671.79756318963,0.227579411851488
2014,23,"Issaquah","highly_burdened",578.966017101677,297.025755291209,0.513027961085057
2014,23,"Issaquah","low_burden",1730.03374954178,658.258971152943,0.380489092381748
2014,23,"Issaquah","severely_burdened",530.475427234369,156.636668577483,0.295276011924072
2014,24,"Kenmore/LFP","highly_burdened",908.606339448774,505.72718089356,0.556596579768935
2014,24,"Kenmore/LFP","low_burden",1813.78044183737,824.700960089494,0.454686212877048
2014,24,"Kenmore/LFP","severely_burdened",908.511781054739,299.946460653479,0.330151426660923
2014,25,"Kent-East","highly_burdened",1236.96013594675,610.388789006254,0.493458739104047
2014,25,"Kent-East","low_burden",1417.59630005599,740.987308552689,0.522706858450057
2014,25,"Kent-East","severely_burdened",1043.54222420347,307.064343165559,0.294251958419736
2014,26,"Kent-SE","highly_burdened",2895.04964377969,1174.47434472883,0.405683663232618
2014,26,"Kent-SE","low_burden",3418.99503343342,1459.41927386661,0.426856213476577
2014,26,"Kent-SE","severely_burdened",2540.4415614874,581.175620945914,0.228769529579591
2014,27,"Kent-West","highly_burdened",1201.43904562716,525.857733030514,0.437689897747592
2014,27,"Kent-West","low_burden",2255.09240079882,1023.51199941827,0.453866989687745
2014,27,"Kent-West","severely_burdened",1454.35940418088,352.443898115845,0.242336177084335
2014,28,"Kirkland","highly_burdened",1953.24386161243,944.827367497055,0.483722174207724
2014,28,"Kirkland","low_burden",5086.40394181914,1946.05232191424,0.382598854549142
2014,28,"Kirkland","severely_burdened",1209.34303287618,432.769822118986,0.357855306851795
2014,29,"Kirkland North","highly_burdened",1125.26741855701,600.33611557323,0.533505285652963
2014,29,"Kirkland North","low_burden",2060.85406119641,965.799871593497,0.468640594100492
2014,29,"Kirkland North","severely_burdened",755.367980555126,264.145270916086,0.349690849646504
2014,30,"Mercer Isle/Pt Cities","highly_burdened",436.653371648587,290.864010043645,0.666121067485376
2014,30,"Mercer Isle/Pt Cities","low_burden",1442.93754956661,622.673112188467,0.431531574166525
2014,30,"Mercer Isle/Pt Cities","severely_burdened",626.181787843162,195.321984085023,0.311925367165014
2014,31,"NE Seattle","highly_burdened",2288.63505353814,1124.85336400696,0.491495296407343
2014,31,"NE Seattle","low_burden",4025.82865232709,1830.57452271594,0.45470751013156
2014,31,"NE Seattle","severely_burdened",3694.07180986367,709.535051898947,0.192073973766399
2014,32,"Newcastle/Four Creeks","highly_burdened",592.367973117329,459.980721887671,0.776511801384245
2014,32,"Newcastle/Four Creeks","low_burden",1784.44850543148,1010.23481762472,0.566132793717375
2014,32,"Newcastle/Four Creeks","severely_burdened",741.844996485616,336.871586803406,0.45409969521839
2014,33,"North Highline","highly_burdened",926.162558245491,402.47388429624,0.434560737435424
2014,33,"North Highline","low_burden",1460.47961801606,662.778863031665,0.45380904660073
2014,33,"North Highline","severely_burdened",1158.13040510606,302.472395144262,0.261173002462156
2014,34,"North Seattle","highly_burdened",2909.3490763046,1115.9247868741,0.383565106010422
2014,34,"North Seattle","low_burden",4290.39907043157,1717.55112874637,0.400324328937914
2014,34,"North Seattle","severely_burdened",2667.31588406619,619.079732412126,0.23209839378618
2014,35,"NW Seattle","highly_burdened",3093.9210672029,1197.62526399159,0.387089792524772
2014,35,"NW Seattle","low_burden",4817.53289861586,1885.86229365818,0.391458103835681
2014,35,"NW Seattle","severely_burdened",2319.88597360782,633.611730461718,0.273121928262855
2014,36,"QA/Magnolia","highly_burdened",3615.43053446181,1450.905237215,0.401309117513159
2014,36,"QA/Magnolia","low_burden",9919.5967328282,2994.474385453,0.301874609029518
2014,36,"QA/Magnolia","severely_burdened",2281.30451711803,656.817036821852,0.287912916444671
2014,37,"Redmond","highly_burdened",1947.24812673911,1014.41452463348,0.520947747081535
2014,37,"Redmond","low_burden",6620.16566820498,2173.33641724154,0.328290336853584
2014,37,"Redmond","severely_burdened",1614.73973423561,524.806615780893,0.325010033910715
2014,38,"Renton-East","highly_burdened",2018.32123012338,887.174958218031,0.439560831535125
2014,38,"Renton-East","low_burden",3731.79250362374,1561.36565656999,0.418395624905144
2014,38,"Renton-East","severely_burdened",1323.6326675638,407.579970198526,0.307925287873631
2014,39,"Renton-North","highly_burdened",1041.19652597335,434.608138320272,0.417412205552631
2014,39,"Renton-North","low_burden",1913.24387145024,698.086878031675,0.364870829301298
2014,39,"Renton-North","severely_burdened",702.184465724762,174.885989377354,0.249059895104408
2014,40,"Renton-South","highly_burdened",2373.02666171415,1108.88339557583,0.467286530516615
2014,40,"Renton-South","low_burden",4228.43659586327,1854.98641480358,0.438693207938447
2014,40,"Renton-South","severely_burdened",2282.34447258678,620.260827446652,0.271764772976472
2014,41,"Sammamish","highly_burdened",311.483136605354,326.054945402633,1.04678201509105
2014,41,"Sammamish","low_burden",1252.50651198814,743.893412323817,0.593923788182954
2014,41,"Sammamish","severely_burdened",368.947977188265,171.682081411438,0.465328696798444
2014,42,"SE Seattle","highly_burdened",1542.55647073346,772.294138966701,0.500658584381994
2014,42,"SE Seattle","low_burden",2438.91377388822,1231.53882011774,0.504953817270207
2014,42,"SE Seattle","severely_burdened",2156.76464755607,518.653966619501,0.240477776380103
2014,43,"SeaTac/Tukwila","highly_burdened",2907.46968708465,1265.34306658904,0.435204216301842
2014,43,"SeaTac/Tukwila","low_burden",3727.22143408248,1672.97258182213,0.448852479362809
2014,43,"SeaTac/Tukwila","severely_burdened",2459.05004133839,655.640101914557,0.266623326444269
2014,44,"Shoreline","highly_burdened",1830.05323155527,896.165346137181,0.489693595074048
2014,44,"Shoreline","low_burden",3414.46737594733,1611.07763389948,0.471838637337249
2014,44,"Shoreline","severely_burdened",1891.34662844563,525.017037073059,0.277589009426863
2014,45,"Snoqualmie/North Bend/Skykomish","highly_burdened",807.821205299061,515.464521613038,0.63809233804677
2014,45,"Snoqualmie/North Bend/Skykomish","low_burden",2635.24773672614,1358.88634198103,0.515657910655952
2014,45,"Snoqualmie/North Bend/Skykomish","severely_burdened",672.325463511023,285.249568368476,0.424273040141666
2014,46,"Vashon Island","highly_burdened",353,238.319078109414,0.675124867165478
2014,46,"Vashon Island","low_burden",359,260.205524058237,0.724806473699825
2014,46,"Vashon Island","severely_burdened",147,86.937826963383,0.591413788866551
2014,47,"West Seattle","highly_burdened",2082.43087879376,990.914936978118,0.475845295548105
2014,47,"West Seattle","low_burden",5576.06587234026,2048.17684843696,0.367315755467813
2014,47,"West Seattle","severely_burdened",1660.0244715296,537.944709938555,0.324058301045933
2019,0,"Auburn-North","highly_burdened",1683.02192468668,767.229781039826,0.455864400686674
2019,0,"Auburn-North","low_burden",2693.96521016325,1239.95477787997,0.460271266014171
2019,0,"Auburn-North","severely_burdened",1456.74938139049,450.110101931283,0.308982524846962
2019,1,"Auburn-South","highly_burdened",1010.46966063176,487.871069473397,0.482816148253649
2019,1,"Auburn-South","low_burden",1972.6577245995,898.606444442997,0.455530847159731
2019,1,"Auburn-South","severely_burdened",997.378429099421,259.35518998316,0.260036895140537
2019,2,"Ballard","highly_burdened",2869.13826541408,1179.68271846456,0.411162728783412
2019,2,"Ballard","low_burden",8506.58657716772,2675.21871304262,0.314487919305153
2019,2,"Ballard","severely_burdened",1963.57855866,609.325061769132,0.310313564528303
2019,3,"Beacon/Gtown/S.Park","highly_burdened",1879.18758275051,920.061419432432,0.489605948803561
2019,3,"Beacon/Gtown/S.Park","low_burden",3180.9308135355,1381.9044564959,0.434433987251661
2019,3,"Beacon/Gtown/S.Park","severely_burdened",1577.18701587461,431.689222629893,0.273708328996422
2019,4,"Bear Creek/Carnation/Duvall","highly_burdened",863.479637398617,722.947709388607,0.837249285422193
2019,4,"Bear Creek/Carnation/Duvall","low_burden",2180.87903182407,1380.25185683877,0.63288785700523
2019,4,"Bear Creek/Carnation/Duvall","severely_burdened",718.277784517521,343.114146236432,0.477690043646425
2019,5,"Bellevue-Central","highly_burdened",2163.85158071906,1004.44087119355,0.464191204306061
2019,5,"Bellevue-Central","low_burden",5117.28966027711,1734.71969642687,0.338991890549524
2019,5,"Bellevue-Central","severely_burdened",1578.33574385297,435.926367976681,0.276193686719984
2019,6,"Bellevue-NE","highly_burdened",861.681650978159,485.355425101913,0.56326535971951
2019,6,"Bellevue-NE","low_burden",4005.32780543066,1341.37096732048,0.33489667574818
2019,6,"Bellevue-NE","severely_burdened",797.275174092583,280.821095314665,0.352226062518855
2019,7,"Bellevue-South","highly_burdened",398.494130929995,324.525043769719,0.814378477826889
2019,7,"Bellevue-South","low_burden",1151.56183284788,626.574953757834,0.544108823239024
2019,7,"Bellevue-South","severely_burdened",296.526391012176,146.474406790354,0.493967522723261
2019,8,"Bellevue-West","highly_burdened",1738.78684737988,699.662477047004,0.402385420674939
2019,8,"Bellevue-West","low_burden",6542.54836611341,1747.32701721113,0.267071318304847
