GEOID,variable,value,moe,geometry,Year,short_label,SE,CoV,censored_est
53033022005,highly_burdened,223,189,"list(c(-122.207735, -122.207735, -122.207835, -122.207853, -122.207835, -122.203235, -122.203135, -122.202135, -122.201435, -122.199335, -122.199435, -122.19735, -122.197435, -122.193935, -122.181935, -122.180235, -122.179515, -122.182078, -122.183235, -122.187481, -122.187535, -122.188235, -122.196536, -122.197035, -122.207735, -122.207735, 47.71828, 47.71542, 47.71462, 47.713955, 47.71122, 47.71112, 47.70982, 47.71012, 47.70872, 47.70872, 47.70832, 47.708076, 47.70382, 47.70382, 47.70382, 47.70382, 
47.703846, 47.709501, 47.71172, 47.718185, 47.71832, 47.71832, 47.718375, 47.71832, 47.71842, 47.71828))",2009,Population,114.90384123132442,0.5152638620238763,223
53033022005,low_burden,552,360,"list(c(-122.207735, -122.207735, -122.207835, -122.207853, -122.207835, -122.203235, -122.203135, -122.202135, -122.201435, -122.199335, -122.199435, -122.19735, -122.197435, -122.193935, -122.181935, -122.180235, -122.179515, -122.182078, -122.183235, -122.187481, -122.187535, -122.188235, -122.196536, -122.197035, -122.207735, -122.207735, 47.71828, 47.71542, 47.71462, 47.713955, 47.71122, 47.71112, 47.70982, 47.71012, 47.70872, 47.70872, 47.70832, 47.708076, 47.70382, 47.70382, 47.70382, 47.70382, 
47.703846, 47.709501, 47.71172, 47.718185, 47.71832, 47.71832, 47.718375, 47.71832, 47.71842, 47.71828))",2009,Population,218.86445948823697,0.3964935860294148,552
53033022005,severely_burdened,148,89,"list(c(-122.207735, -122.207735, -122.207835, -122.207853, -122.207835, -122.203235, -122.203135, -122.202135, -122.201435, -122.199335, -122.199435, -122.19735, -122.197435, -122.193935, -122.181935, -122.180235, -122.179515, -122.182078, -122.183235, -122.187481, -122.187535, -122.188235, -122.196536, -122.197035, -122.207735, -122.207735, 47.71828, 47.71542, 47.71462, 47.713955, 47.71122, 47.71112, 47.70982, 47.71012, 47.70872, 47.70872, 47.70832, 47.708076, 47.70382, 47.70382, 47.70382, 47.70382, 
47.703846, 47.709501, 47.71172, 47.718185, 47.71832, 47.71832, 47.718375, 47.71832, 47.71842, 47.71828))",2009,Population,54.10815804014747,0.3655956624334289,148
53033022006,highly_burdened,110,212,"list(c(-122.207935, -122.209935, -122.210435, -122.209435, -122.208135, -122.208035, -122.199535, -122.197435, -122.186526, -122.182335, -122.181935, -122.193935, -122.197435, -122.19735, -122.199435, -122.199335, -122.201435, -122.202135, -122.203135, -122.203235, -122.207835, -122.207935, 47.70982, 47.70842, 47.70392, 47.70382, 47.70202, 47.70032, 47.70032, 47.70032, 47.700302, 47.70032, 47.70382, 47.70382, 47.70382, 47.708076, 47.70832, 47.70872, 47.70872, 47.71012, 47.70982, 47.71112, 47.71122, 
47.70982))",2009,Population,128.88684836529512,1.171698621502683,NA
53033022006,low_burden,359,258,"list(c(-122.207935, -122.209935, -122.210435, -122.209435, -122.208135, -122.208035, -122.199535, -122.197435, -122.186526, -122.182335, -122.181935, -122.193935, -122.197435, -122.19735, -122.199435, -122.199335, -122.201435, -122.202135, -122.203135, -122.203235, -122.207835, -122.207935, 47.70982, 47.70842, 47.70392, 47.70382, 47.70202, 47.70032, 47.70032, 47.70032, 47.700302, 47.70032, 47.70382, 47.70382, 47.70382, 47.708076, 47.70832, 47.70872, 47.70872, 47.71012, 47.70982, 47.71112, 47.71122, 
47.70982))",2009,Population,156.8528626332365,0.43691605190316574,359
53033022006,severely_burdened,138,69,"list(c(-122.207935, -122.209935, -122.210435, -122.209435, -122.208135, -122.208035, -122.199535, -122.197435, -122.186526, -122.182335, -122.181935, -122.193935, -122.197435, -122.19735, -122.199435, -122.199335, -122.201435, -122.202135, -122.203135, -122.203235, -122.207835, -122.207935, 47.70982, 47.70842, 47.70392, 47.70382, 47.70202, 47.70032, 47.70032, 47.70032, 47.700302, 47.70032, 47.70382, 47.70382, 47.70382, 47.708076, 47.70832, 47.70872, 47.70872, 47.71012, 47.70982, 47.71112, 47.71122, 
47.70982))",2009,Population,41.949021401912084,0.30397841595588465,138
53033022101,highly_burdened,18,148,"list(c(-122.269637, -122.274137, -122.276137, -122.269937, -122.265036, -122.260836, -122.260836, -122.249818, -122.250036, -122.248336, -122.245236, -122.242936, -122.240736, -122.241136, -122.240736, -122.237436, -122.237236, -122.237136, -122.237136, -122.237136, -122.238236, -122.242136, -122.242036, -122.239436, -122.239336, -122.239336, -122.240636, -122.240736, -122.250036, -122.249936, -122.259345, -122.265237, -122.269637, 47.74972, 47.74502, 47.73972, 47.73412, 47.73422, 47.73402, 47.73572, 
47.735632, 47.73762, 47.73562, 47.73142, 47.73182, 47.73332, 47.73142, 47.72992, 47.72982, 47.73002, 47.73312, 47.73571, 47.73962, 47.74042, 47.74052, 47.74632, 47.74662, 47.74762, 47.75052, 47.75052, 47.75132, 47.75152, 47.75432, 47.754222, 47.75372, 47.74972))",2009,Population,89.97761112294187,4.99875617349677,NA
53033022101,low_burden,150,259,"list(c(-122.269637, -122.274137, -122.276137, -122.269937, -122.265036, -122.260836, -122.260836, -122.249818, -122.250036, -122.248336, -122.245236, -122.242936, -122.240736, -122.241136, -122.240736, -122.237436, -122.237236, -122.237136, -122.237136, -122.237136, -122.238236, -122.242136, -122.242036, -122.239436, -122.239336, -122.239336, -122.240636, -122.240736, -122.250036, -122.249936, -122.259345, -122.265237, -122.269637, 47.74972, 47.74502, 47.73972, 47.73412, 47.73422, 47.73402, 47.73572, 
47.735632, 47.73762, 47.73562, 47.73142, 47.73182, 47.73332, 47.73142, 47.72992, 47.72982, 47.73002, 47.73312, 47.73571, 47.73962, 47.74042, 47.74052, 47.74632, 47.74662, 47.74762, 47.75052, 47.75052, 47.75132, 47.75152, 47.75432, 47.754222, 47.75372, 47.74972))",2009,Population,157.46081946514826,1.0497387964343217,NA
53033022101,severely_burdened,60,57,"list(c(-122.269637, -122.274137, -122.276137, -122.269937, -122.265036, -122.260836, -122.260836, -122.249818, -122.250036, -122.248336, -122.245236, -122.242936, -122.240736, -122.241136, -122.240736, -122.237436, -122.237236, -122.237136, -122.237136, -122.237136, -122.238236, -122.242136, -122.242036, -122.239436, -122.239336, -122.239336, -122.240636, -122.240736, -122.250036, -122.249936, -122.259345, -122.265237, -122.269637, 47.74972, 47.74502, 47.73972, 47.73412, 47.73422, 47.73402, 47.73572, 
47.735632, 47.73762, 47.73562, 47.73142, 47.73182, 47.73332, 47.73142, 47.72992, 47.72982, 47.73002, 47.73312, 47.73571, 47.73962, 47.74042, 47.74052, 47.74632, 47.74662, 47.74762, 47.75052, 47.75052, 47.75132, 47.75152, 47.75432, 47.754222, 47.75372, 47.74972))",2009,Population,34.65353941897086,0.577558990316181,60
53033022102,highly_burdened,70,196,"list(c(-122.250036, -122.240736, -122.240636, -122.239336, -122.239336, -122.239436, -122.242036, -122.242136, -122.238236, -122.237136, -122.237136, -122.237136, -122.232836, -122.231436, -122.229036, -122.224115, -122.218738, -122.218452, -122.217836, -122.217736, -122.214314, -122.207535, -122.207436, -122.207722, -122.209606, -122.213536, -122.216036, -122.220436, -122.221576, -122.228558, -122.231336, -122.240736, -122.241636, -122.246836, -122.249936, -122.250036, 47.75152, 47.75132, 47.75052, 
47.75052, 47.74762, 47.74662, 47.74632, 47.74052, 47.74042, 47.73962, 47.73571, 47.73312, 47.73312, 47.73312, 47.73312, 47.733059, 47.732917, 47.73295, 47.73302, 47.73352, 47.732354, 47.73062, 47.73272, 47.739112, 47.740559, 47.74792, 47.74822, 47.75152, 47.751869, 47.752203, 47.75182, 47.75282, 47.75412, 47.75382, 47.75432, 47.75152))",2009,Population,119.1595390547068,1.7022791293529542,NA
53033022102,low_burden,214,402,"list(c(-122.250036, -122.240736, -122.240636, -122.239336, -122.239336, -122.239436, -122.242036, -122.242136, -122.238236, -122.237136, -122.237136, -122.237136, -122.232836, -122.231436, -122.229036, -122.224115, -122.218738, -122.218452, -122.217836, -122.217736, -122.214314, -122.207535, -122.207436, -122.207722, -122.209606, -122.213536, -122.216036, -122.220436, -122.221576, -122.228558, -122.231336, -122.240736, -122.241636, -122.246836, -122.249936, -122.250036, 47.75152, 47.75132, 47.75052, 
47.75052, 47.74762, 47.74662, 47.74632, 47.74052, 47.74042, 47.73962, 47.73571, 47.73312, 47.73312, 47.73312, 47.73312, 47.733059, 47.732917, 47.73295, 47.73302, 47.73352, 47.732354, 47.73062, 47.73272, 47.739112, 47.740559, 47.74792, 47.74822, 47.75152, 47.751869, 47.752203, 47.75182, 47.75282, 47.75412, 47.75382, 47.75432, 47.75152))",2009,Population,244.3986464285313,1.142049749666034,NA
53033022102,severely_burdened,52,49,"list(c(-122.250036, -122.240736, -122.240636, -122.239336, -122.239336, -122.239436, -122.242036, -122.242136, -122.238236, -122.237136, -122.237136, -122.237136, -122.232836, -122.231436, -122.229036, -122.224115, -122.218738, -122.218452, -122.217836, -122.217736, -122.214314, -122.207535, -122.207436, -122.207722, -122.209606, -122.213536, -122.216036, -122.220436, -122.221576, -122.228558, -122.231336, -122.240736, -122.241636, -122.246836, -122.249936, -122.250036, 47.75152, 47.75132, 47.75052, 
47.75052, 47.74762, 47.74662, 47.74632, 47.74052, 47.74042, 47.73962, 47.73571, 47.73312, 47.73312, 47.73312, 47.73312, 47.733059, 47.732917, 47.73295, 47.73302, 47.73352, 47.732354, 47.73062, 47.73272, 47.739112, 47.740559, 47.74792, 47.74822, 47.75152, 47.751869, 47.752203, 47.75182, 47.75282, 47.75412, 47.75382, 47.75432, 47.75152))",2009,Population,29.7898847636767,0.572882399301475,52
53033022201,highly_burdened,153,125,"list(c(-122.237236, -122.237436, -122.240736, -122.241136, -122.240736, -122.242936, -122.245236, -122.244953, -122.243999, -122.243536, -122.242436, -122.239936, -122.23743, -122.236936, -122.229191, -122.225336, -122.225341, -122.221235, -122.221036, -122.220936, -122.220936, -122.221436, -122.22324, -122.223743, -122.224033, -122.224115, -122.229036, -122.231436, -122.232836, -122.237136, -122.237236, 47.73002, 47.72982, 47.72992, 47.73142, 47.73332, 47.73182, 47.73142, 47.730781, 47.727674, 47.72642, 
47.72492, 47.72232, 47.719695, 47.71882, 47.71879, 47.71872, 47.720321, 47.72032, 47.72312, 47.72532, 47.72712, 47.72842, 47.729629, 47.730826, 47.732673, 47.733059, 47.73312, 47.73312, 47.73312, 47.73312, 47.73002))",2009,Population,75.99460398897118,0.49669675809785085,153
53033022201,low_burden,180,197,"list(c(-122.237236, -122.237436, -122.240736, -122.241136, -122.240736, -122.242936, -122.245236, -122.244953, -122.243999, -122.243536, -122.242436, -122.239936, -122.23743, -122.236936, -122.229191, -122.225336, -122.225341, -122.221235, -122.221036, -122.220936, -122.220936, -122.221436, -122.22324, -122.223743, -122.224033, -122.224115, -122.229036, -122.231436, -122.232836, -122.237136, -122.237236, 47.73002, 47.72982, 47.72992, 47.73142, 47.73332, 47.73182, 47.73142, 47.730781, 47.727674, 47.72642, 
47.72492, 47.72232, 47.719695, 47.71882, 47.71879, 47.71872, 47.720321, 47.72032, 47.72312, 47.72532, 47.72712, 47.72842, 47.729629, 47.730826, 47.732673, 47.733059, 47.73312, 47.73312, 47.73312, 47.73312, 47.73002))",2009,Population,119.76749588661856,0.6653749771478809,180
53033022201,severely_burdened,103,65,"list(c(-122.237236, -122.237436, -122.240736, -122.241136, -122.240736, -122.242936, -122.245236, -122.244953, -122.243999, -122.243536, -122.242436, -122.239936, -122.23743, -122.236936, -122.229191, -122.225336, -122.225341, -122.221235, -122.221036, -122.220936, -122.220936, -122.221436, -122.22324, -122.223743, -122.224033, -122.224115, -122.229036, -122.231436, -122.232836, -122.237136, -122.237236, 47.73002, 47.72982, 47.72992, 47.73142, 47.73332, 47.73182, 47.73142, 47.730781, 47.727674, 47.72642, 
47.72492, 47.72232, 47.719695, 47.71882, 47.71879, 47.71872, 47.720321, 47.72032, 47.72312, 47.72532, 47.72712, 47.72842, 47.729629, 47.730826, 47.732673, 47.733059, 47.73312, 47.73312, 47.73312, 47.73312, 47.73002))",2009,Population,39.51719407426501,0.38366207839092237,103
53033022202,highly_burdened,307,221,"list(c(-122.218452, -122.218738, -122.224115, -122.224033, -122.223743, -122.22324, -122.221436, -122.220936, -122.220936, -122.221036, -122.221235, -122.220103, -122.219191, -122.215835, -122.215829, -122.215735, -122.215718, -122.21802, -122.218035, -122.217935, -122.210435, -122.209935, -122.207935, -122.207835, -122.207853, -122.207835, -122.207735, -122.207735, -122.207735, -122.207735, -122.207835, -122.207635, -122.207535, -122.207751, -122.207535, -122.214314, -122.217736, -122.217836, -122.218452, 
47.73295, 47.732917, 47.733059, 47.732673, 47.730826, 47.729629, 47.72842, 47.72712, 47.72532, 47.72312, 47.72032, 47.717258, 47.716835, 47.71682, 47.716686, 47.71472, 47.711422, 47.71141, 47.70772, 47.70532, 47.70392, 47.70842, 47.70982, 47.71122, 47.713955, 47.71462, 47.71542, 47.71828, 47.71842, 47.71982, 47.72322, 47.72502, 47.72622, 47.726821, 47.73062, 47.732354, 47.73352, 47.73302, 47.73295))",2009,Population,134.35845985250103,0.4376497063599382,307
53033022202,low_burden,572,362,"list(c(-122.218452, -122.218738, -122.224115, -122.224033, -122.223743, -122.22324, -122.221436, -122.220936, -122.220936, -122.221036, -122.221235, -122.220103, -122.219191, -122.215835, -122.215829, -122.215735, -122.215718, -122.21802, -122.218035, -122.217935, -122.210435, -122.209935, -122.207935, -122.207835, -122.207853, -122.207835, -122.207735, -122.207735, -122.207735, -122.207735, -122.207835, -122.207635, -122.207535, -122.207751, -122.207535, -122.214314, -122.217736, -122.217836, -122.218452, 
47.73295, 47.732917, 47.733059, 47.732673, 47.730826, 47.729629, 47.72842, 47.72712, 47.72532, 47.72312, 47.72032, 47.717258, 47.716835, 47.71682, 47.716686, 47.71472, 47.711422, 47.71141, 47.70772, 47.70532, 47.70392, 47.70842, 47.70982, 47.71122, 47.713955, 47.71462, 47.71542, 47.71828, 47.71842, 47.71982, 47.72322, 47.72502, 47.72622, 47.726821, 47.73062, 47.732354, 47.73352, 47.73302, 47.73295))",2009,Population,220.08037315206053,0.38475589711898694,572
53033022202,severely_burdened,218,132,"list(c(-122.218452, -122.218738, -122.224115, -122.224033, -122.223743, -122.22324, -122.221436, -122.220936, -122.220936, -122.221036, -122.221235, -122.220103, -122.219191, -122.215835, -122.215829, -122.215735, -122.215718, -122.21802, -122.218035, -122.217935, -122.210435, -122.209935, -122.207935, -122.207835, -122.207853, -122.207835, -122.207735, -122.207735, -122.207735, -122.207735, -122.207835, -122.207635, -122.207535, -122.207751, -122.207535, -122.214314, -122.217736, -122.217836, -122.218452, 
47.73295, 47.732917, 47.733059, 47.732673, 47.730826, 47.729629, 47.72842, 47.72712, 47.72532, 47.72312, 47.72032, 47.717258, 47.716835, 47.71682, 47.716686, 47.71472, 47.711422, 47.71141, 47.70772, 47.70532, 47.70392, 47.70842, 47.70982, 47.71122, 47.713955, 47.71462, 47.71542, 47.71828, 47.71842, 47.71982, 47.72322, 47.72502, 47.72622, 47.726821, 47.73062, 47.732354, 47.73352, 47.73302, 47.73295))",2009,Population,80.25030181235356,0.3681206505153833,218
53033022203,highly_burdened,21,155,"list(c(-122.225336, -122.229191, -122.236936, -122.237936, -122.237936, -122.236835, -122.235235, -122.23172, -122.230135, -122.229996, -122.229835, -122.225692, -122.219205, -122.214546, -122.211939, -122.210435, -122.210435, -122.217935, -122.218035, -122.21802, -122.215718, -122.215735, -122.215829, -122.215835, -122.219191, -122.220103, -122.221235, -122.225341, -122.225336, 47.71872, 47.71879, 47.71882, 47.71162, 47.70922, 47.70782, 47.70092, 47.698164, 47.69832, 47.697723, 47.69732, 47.693944, 
47.697982, 47.69985, 47.701364, 47.70242, 47.70392, 47.70532, 47.70772, 47.71141, 47.711422, 47.71472, 47.716686, 47.71682, 47.716835, 47.717258, 47.72032, 47.720321, 47.71872))",2009,Population,94.23330894632426,4.487300426015441,NA
53033022203,low_burden,222,220,"list(c(-122.225336, -122.229191, -122.236936, -122.237936, -122.237936, -122.236835, -122.235235, -122.23172, -122.230135, -122.229996, -122.229835, -122.225692, -122.219205, -122.214546, -122.211939, -122.210435, -122.210435, -122.217935, -122.218035, -122.21802, -122.215718, -122.215735, -122.215829, -122.215835, -122.219191, -122.220103, -122.221235, -122.225341, -122.225336, 47.71872, 47.71879, 47.71882, 47.71162, 47.70922, 47.70782, 47.70092, 47.698164, 47.69832, 47.697723, 47.69732, 47.693944, 
47.697982, 47.69985, 47.701364, 47.70242, 47.70392, 47.70532, 47.70772, 47.71141, 47.711422, 47.71472, 47.716686, 47.71682, 47.716835, 47.717258, 47.72032, 47.720321, 47.71872))",2009,Population,133.75050302058926,0.6024797433359876,222
53033022203,severely_burdened,40,54,"list(c(-122.225336, -122.229191, -122.236936, -122.237936, -122.237936, -122.236835, -122.235235, -122.23172, -122.230135, -122.229996, -122.229835, -122.225692, -122.219205, -122.214546, -122.211939, -122.210435, -122.210435, -122.217935, -122.218035, -122.21802, -122.215718, -122.215735, -122.215829, -122.215835, -122.219191, -122.220103, -122.221235, -122.225341, -122.225336, 47.71872, 47.71879, 47.71882, 47.71162, 47.70922, 47.70782, 47.70092, 47.698164, 47.69832, 47.697723, 47.69732, 47.693944, 
47.697982, 47.69985, 47.701364, 47.70242, 47.70392, 47.70532, 47.70772, 47.71141, 47.711422, 47.71472, 47.716686, 47.71682, 47.716835, 47.717258, 47.72032, 47.720321, 47.71872))",2009,Population,32.829668923235545,0.8207417230808887,40
53033022300,highly_burdened,0,357,"list(c(-122.249818, -122.260836, -122.260836, -122.265036, -122.269937, -122.269737, -122.267136, -122.261136, -122.254136, -122.243935, -122.231835, -122.225692, -122.229835, -122.229996, -122.230135, -122.23172, -122.235235, -122.236835, -122.237936, -122.237936, -122.236936, -122.23743, -122.239936, -122.242436, -122.243536, -122.243999, -122.244953, -122.245236, -122.248336, -122.250036, -122.249818, 47.735632, 47.73572, 47.73402, 47.73422, 47.73412, 47.73312, 47.71882, 47.70802, 47.69782, 47.69222, 
47.69012, 47.693944, 47.69732, 47.697723, 47.69832, 47.698164, 47.70092, 47.70782, 47.70922, 47.71162, 47.71882, 47.719695, 47.72232, 47.72492, 47.72642, 47.727674, 47.730781, 47.73142, 47.73562, 47.73762, 47.735632))",2009,Population,217.04058899250168,Inf,NA
53033022300,low_burden,55,321,"list(c(-122.249818, -122.260836, -122.260836, -122.265036, -122.269937, -122.269737, -122.267136, -122.261136, -122.254136, -122.243935, -122.231835, -122.225692, -122.229835, -122.229996, -122.230135, -122.23172, -122.235235, -122.236835, -122.237936, -122.237936, -122.236936, -122.23743, -122.239936, -122.242436, -122.243536, -122.243999, -122.244953, -122.245236, -122.248336, -122.250036, -122.249818, 47.735632, 47.73572, 47.73402, 47.73422, 47.73412, 47.73312, 47.71882, 47.70802, 47.69782, 47.69222, 
47.69012, 47.693944, 47.69732, 47.697723, 47.69832, 47.698164, 47.70092, 47.70782, 47.70922, 47.71162, 47.71882, 47.719695, 47.72232, 47.72492, 47.72642, 47.727674, 47.730781, 47.73142, 47.73562, 47.73762, 47.735632))",2009,Population,195.15414304367798,3.5482571462486905,NA
53033022300,severely_burdened,0,119,"list(c(-122.249818, -122.260836, -122.260836, -122.265036, -122.269937, -122.269737, -122.267136, -122.261136, -122.254136, -122.243935, -122.231835, -122.225692, -122.229835, -122.229996, -122.230135, -122.23172, -122.235235, -122.236835, -122.237936, -122.237936, -122.236936, -122.23743, -122.239936, -122.242436, -122.243536, -122.243999, -122.244953, -122.245236, -122.248336, -122.250036, -122.249818, 47.735632, 47.73572, 47.73402, 47.73422, 47.73412, 47.73312, 47.71882, 47.70802, 47.69782, 47.69222, 
47.69012, 47.693944, 47.69732, 47.697723, 47.69832, 47.698164, 47.70092, 47.70782, 47.70922, 47.71162, 47.71882, 47.719695, 47.72232, 47.72492, 47.72642, 47.727674, 47.730781, 47.73142, 47.73562, 47.73762, 47.735632))",2009,Population,72.34686299750055,Inf,NA
53033022400,highly_burdened,247,182,"list(c(-122.210435, -122.211939, -122.214546, -122.219205, -122.225692, -122.231835, -122.230579, -122.226235, -122.209235, -122.209319, -122.210077, -122.21031, -122.211532, -122.210129, -122.20986, -122.209335, -122.208135, -122.207135, -122.196935, -122.196935, -122.193934, -122.193035, -122.190535, -122.191935, -122.193135, -122.194043, -122.193989, -122.191585, -122.187997, -122.182335, -122.186526, -122.197435, -122.199535, -122.208035, -122.208135, -122.209435, -122.210435, -122.210435, 47.70242, 
47.701364, 47.69985, 47.697982, 47.693944, 47.69012, 47.684915, 47.66692, 47.666721, 47.667557, 47.667768, 47.674272, 47.675219, 47.676058, 47.676314, 47.67642, 47.67632, 47.67642, 47.679221, 47.679821, 47.680499, 47.680521, 47.680521, 47.683121, 47.68542, 47.688121, 47.693043, 47.694984, 47.696122, 47.70032, 47.700302, 47.70032, 47.70032, 47.70032, 47.70202, 47.70382, 47.70392, 47.70242))",2009,Population,110.64814340794203,0.447968191934988,247
53033022400,low_burden,849,497,"list(c(-122.210435, -122.211939, -122.214546, -122.219205, -122.225692, -122.231835, -122.230579, -122.226235, -122.209235, -122.209319, -122.210077, -122.21031, -122.211532, -122.210129, -122.20986, -122.209335, -122.208135, -122.207135, -122.196935, -122.196935, -122.193934, -122.193035, -122.190535, -122.191935, -122.193135, -122.194043, -122.193989, -122.191585, -122.187997, -122.182335, -122.186526, -122.197435, -122.199535, -122.208035, -122.208135, -122.209435, -122.210435, -122.210435, 47.70242, 
47.701364, 47.69985, 47.697982, 47.693944, 47.69012, 47.684915, 47.66692, 47.666721, 47.667557, 47.667768, 47.674272, 47.675219, 47.676058, 47.676314, 47.67642, 47.67632, 47.67642, 47.679221, 47.679821, 47.680499, 47.680521, 47.680521, 47.683121, 47.68542, 47.688121, 47.693043, 47.694984, 47.696122, 47.70032, 47.700302, 47.70032, 47.70032, 47.70032, 47.70202, 47.70382, 47.70392, 47.70242))",2009,Population,302.1545454601494,0.3558946354065364,849
53033022400,severely_burdened,218,113,"list(c(-122.210435, -122.211939, -122.214546, -122.219205, -122.225692, -122.231835, -122.230579, -122.226235, -122.209235, -122.209319, -122.210077, -122.21031, -122.211532, -122.210129, -122.20986, -122.209335, -122.208135, -122.207135, -122.196935, -122.196935, -122.193934, -122.193035, -122.190535, -122.191935, -122.193135, -122.194043, -122.193989, -122.191585, -122.187997, -122.182335, -122.186526, -122.197435, -122.199535, -122.208035, -122.208135, -122.209435, -122.210435, -122.210435, 47.70242, 
47.701364, 47.69985, 47.697982, 47.693944, 47.69012, 47.684915, 47.66692, 47.666721, 47.667557, 47.667768, 47.674272, 47.675219, 47.676058, 47.676314, 47.67642, 47.67632, 47.67642, 47.679221, 47.679821, 47.680499, 47.680521, 47.680521, 47.683121, 47.68542, 47.688121, 47.693043, 47.694984, 47.696122, 47.70032, 47.700302, 47.70032, 47.70032, 47.70032, 47.70202, 47.70382, 47.70392, 47.70242))",2009,Population,68.69912200602994,0.31513358718362355,218
53033022500,highly_burdened,211,183,"list(c(-122.181935, -122.182335, -122.187997, -122.191585, -122.193989, -122.194043, -122.193135, -122.191935, -122.190535, -122.193035, -122.193934, -122.196935, -122.196935, -122.207135, -122.208135, -122.209335, -122.20986, -122.210129, -122.211532, -122.21031, -122.210077, -122.209319, -122.208235, -122.206735, -122.201835, -122.201935, -122.199535, -122.198434, -122.196234, -122.192334, -122.190934, -122.188734, -122.186934, -122.186464, -122.185634, -122.18469, -122.184336, -122.183935, -122.183113, 
-122.182435, -122.181676, -122.180138, -122.179631, -122.179515, -122.180235, -122.181935, 47.70382, 47.70032, 47.696122, 47.694984, 47.693043, 47.688121, 47.68542, 47.683121, 47.680521, 47.680521, 47.680499, 47.679821, 47.679221, 47.67642, 47.67632, 47.67642, 47.676314, 47.676058, 47.675219, 47.674272, 47.667768, 47.667557, 47.667521, 47.667621, 47.667521, 47.666621, 47.666621, 47.666621, 47.666621, 47.666121, 47.666521, 47.668521, 47.669921, 47.671991, 47.673421, 47.675489, 47.67915, 47.682321, 
47.684395, 47.685921, 47.689433, 47.696545, 47.700271, 47.703846, 47.70382, 47.70382))",2009,Population,111.2561002398538,0.5272800959234777,211
53033022500,low_burden,945,565,"list(c(-122.181935, -122.182335, -122.187997, -122.191585, -122.193989, -122.194043, -122.193135, -122.191935, -122.190535, -122.193035, -122.193934, -122.196935, -122.196935, -122.207135, -122.208135, -122.209335, -122.20986, -122.210129, -122.211532, -122.21031, -122.210077, -122.209319, -122.208235, -122.206735, -122.201835, -122.201935, -122.199535, -122.198434, -122.196234, -122.192334, -122.190934, -122.188734, -122.186934, -122.186464, -122.185634, -122.18469, -122.184336, -122.183935, -122.183113, 
-122.182435, -122.181676, -122.180138, -122.179631, -122.179515, -122.180235, -122.181935, 47.70382, 47.70032, 47.696122, 47.694984, 47.693043, 47.688121, 47.68542, 47.683121, 47.680521, 47.680521, 47.680499, 47.679821, 47.679221, 47.67642, 47.67632, 47.67642, 47.676314, 47.676058, 47.675219, 47.674272, 47.667768, 47.667557, 47.667521, 47.667621, 47.667521, 47.666621, 47.666621, 47.666621, 47.666621, 47.666121, 47.666521, 47.668521, 47.669921, 47.671991, 47.673421, 47.675489, 47.67915, 47.682321, 
47.684395, 47.685921, 47.689433, 47.696545, 47.700271, 47.703846, 47.70382, 47.70382))",2009,Population,343.4956100301497,0.36348741802132245,945
53033022500,severely_burdened,140,71,"list(c(-122.181935, -122.182335, -122.187997, -122.191585, -122.193989, -122.194043, -122.193135, -122.191935, -122.190535, -122.193035, -122.193934, -122.196935, -122.196935, -122.207135, -122.208135, -122.209335, -122.20986, -122.210129, -122.211532, -122.21031, -122.210077, -122.209319, -122.208235, -122.206735, -122.201835, -122.201935, -122.199535, -122.198434, -122.196234, -122.192334, -122.190934, -122.188734, -122.186934, -122.186464, -122.185634, -122.18469, -122.184336, -122.183935, -122.183113, 
-122.182435, -122.181676, -122.180138, -122.179631, -122.179515, -122.180235, -122.181935, 47.70382, 47.70032, 47.696122, 47.694984, 47.693043, 47.688121, 47.68542, 47.683121, 47.680521, 47.680521, 47.680499, 47.679821, 47.679221, 47.67642, 47.67632, 47.67642, 47.676314, 47.676058, 47.675219, 47.674272, 47.667768, 47.667557, 47.667521, 47.667621, 47.667521, 47.666621, 47.666621, 47.666621, 47.666621, 47.666121, 47.666521, 47.668521, 47.669921, 47.671991, 47.673421, 47.675489, 47.67915, 47.682321, 
47.684395, 47.685921, 47.689433, 47.696545, 47.700271, 47.703846, 47.70382, 47.70382))",2009,Population,43.16493506573563,0.3083209647552545,140
53033022603,highly_burdened,152,148,"list(c(-122.175386, -122.175921, -122.178622, -122.179515, -122.179631, -122.180138, -122.181676, -122.182435, -122.183113, -122.183935, -122.175934, -122.175634, -122.169834, -122.164234, -122.164434, -122.164734, -122.164534, -122.164435, -122.164309, -122.164309, -122.164435, -122.164335, -122.164335, -122.164435, -122.166535, -122.172135, -122.175386, 47.703924, 47.70391, 47.703895, 47.703846, 47.700271, 47.696545, 47.689433, 47.685921, 47.684395, 47.682321, 47.682421, 47.686021, 47.685921, 47.685921, 
47.687421, 47.689421, 47.693121, 47.696821, 47.698252, 47.699181, 47.701121, 47.701721, 47.702021, 47.706421, 47.707621, 47.70772, 47.703924))",2009,Population,89.97761112294187,0.5919579679140913,152
