20072005200703011829850000000000000031100010267401  120070118298530080342735300010000000000001600000000160053100001005010304          0101112210000026000023000043000026000008000024000046000037000027000027000050000009000027000008000008000027000006000043000027000033000026000029000045000029000008000021000039000042000035000026000036000007000026000007000008000023000008000038000024000026000029000027000008000026000038000024000008000008000024000021000006000043000030000036000048000026000046000011000025000028000024000027000007000025000044000029000009000007000023000025000008000038000024000043000045000024000043000009000026000025
20072005200703011833800000000000000019700027248106  120070118338030080342735303327607600643001805000000180553100001004090304          0100001100000020000065000126000073000113000020000072000112000130000071000066000064000072000073000021000067000115000018000065000020000020000070000111000067000118000020000073000126000117000068000068000072000068000069000020000068000122000020000072000120000116000075000020000067000021000117000071000018000020000066000068000069000068000065000114000070000020000106000065000129000116000068000022000067000020000114000065000020000019000071000070000066000072000075000117000066000021000126000072000020
20072005200703011837750000000000000032100010267401  120070118377530080342735303337607600000002007000000200753100001008050305          0101112210000026000045000045000028000010000043000009000027000027000029000027000026000027000048000007000027000027000009000007000027000045000024000028000044000025000027000027000048000007000008000008000008000045000025000026000009000046000025000026000046000026000042000045000027000007000048000008000029000026000027000027000027000027000044000008000028000026000010000009000029000046000026000027000045000026000026000028000044000008000007000007000006000042000028000026000008000044000027000028000046
20072005200703011841700000000000000016600042254304  120070118417030080342735300010000000000001500000000150053100001003011003          0100001100000106000050000048000134000109000163000109000096000126000104000149000035000036000110000126000103000155000106000034000128000092000165000150000047000123000048000082000101000046000101000040000149000160000104000104000111000034000140000141000109000119000150000129000040000109000048000089000108000055000110000040000169000137000112000105000104000042000104000182000114000105000032000039000160000100000124000126000143000131000104000193000040000042000101000092000111000137000095000041000091
20072005200703011845650000000000000027100001974501  120070118456530080342735300010000000000000400000000040053100001006010304          0101001100000002000009000008000002000001000004000002000006000004000008000005000011000006000009000006000006000002000005000005000002000004000004000005000006000004000001000004000008000002000006000002000003000006000005000008000001000006000011000009000006000007000002000002000009000009000006000009000006000006000002000005000002000006000002000006000005000009000005000004000008000006000006000004000006000005000008000005000000000010000007000009000004000002000005000001000007000004000001000002000007
20072005200703011849600000000000000037500041464501  120070118496030080342735306745915910000001201000000120153100001008060306          0101112210000030000174000102000181000172000109000185000033000112000108000103000032000108000182000098000030000031000102000103000104000031000172000104000166000170000112000184000032000108000106000114000031000113000173000103000032000032000119000101000113000171000032000112000030000030000102000030000174000102000104000111000185000097000031000114000172000185000096000100000110000179000031000105000029000032000112000032000181000110000104000104000177000112000032000106000170000197000094000110000105
20072005200703011853550000000000000028900012241901  120070118535530080342735306745915910000001201000000120153100001003010302          0101001100000051000030000050000008000009000031000028000030000052000026000009000030000010000009000053000028000049000031000031000034000055000030000048000009000009000029000030000032000055000032000009000030000009000009000060000034000052000033000033000028000061000031000056000009000007000029000030000030000050000030000009000035000009000009000057000030000048000029000031000032000056000030000050000009000009000032000032000029000051000031000009000034000010000009000052000032000048000033000033000032
20072005200703011857500000000000000024400009082701  120070118575030080342735306327847840663000500000000050053100001007030305          0101001100000023000039000040000023000007000038000006000023000022000024000023000025000024000043000008000025000021000008000008000023000006000026000027000006000023000025000023000006000039000039000038000038000007000023000024000038000006000024000024000038000023000041000039000023000008000043000007000023000025000023000023000026000025000040000007000023000026000008000008000024000006000024000025000008000024000023000022000006000043000042000040000040000007000024000023000041000008000023000023000039
20072005200703011861450000000000000047900008292901  120070118614530080342735303337607600000002003000000200353100001008060305          0101112210000023000021000006000022000038000006000006000036000022000021000041000021000038000019000021000021000006000027000006000036000022000023000006000021000035000006000006000043000024000021000038000022000041000020000021000022000005000021000008000008000024000025000031000022000006000037000032000006000020000020000006000021000008000023000022000024000042000025000036000007000025000019000034000023000006000037000040000006000019000024000006000024000006000024000022000019000036000023000042000038
20072005200703011865390000000000000013800011452104  120070118653930080342735303327607600643001803000000180353100001002010901          0100001100000052000008000008000030000029000027000048000030000008000027000010000008000049000029000049000029000029000050000028000028000008000049000051000028000027000029000009000029000049000029000047000048000010000028000009000028000029000008000028000029000047000008000008000029000030000029000047000030000009000029000009000010000049000029000049000029000029000047000027000028000009000049000049000028000028000028000009000030000051000029000050000049000008000029000009000029000029000008000029000030
