"FID_HRA_20","HRA2010v2_","Year","hh_size","tenure","estimate","moe","SE","CoV"
17,"Downtown",2014,5,"Owner",6.37073894611573,175.09753413409,106.451742127724,16.7094811179837
17,"Downtown",2014,5,"Renter",7.3391793822712,170.762374903681,103.816152456172,14.145471455154
17,"Downtown",2014,6,"Owner",0.547888784520304,171.661368798174,104.362701936176,190.481544584909
17,"Downtown",2014,6,"Renter",33.9773701272003,193.615455923967,117.709839192688,3.4643599181461
17,"Downtown",2014,7,"Owner",0,172.179360512739,104.677618537919,Inf
17,"Downtown",2014,7,"Renter",36.9507216902004,205.497487720601,124.933601600445,3.38108691483495
17,"Downtown",2014,NA,"Owner",28921.0767266448,3893.84928342646,2367.29227429387,0.0818535318262508
17,"Downtown",2019,0,"Total",37394.1718103742,3131.17958382169,1903.62201992705,0.0509069175159251
17,"Downtown",2019,1,"Owner",3273.44450702728,1540.34717186048,936.464586648553,0.286079261352436
17,"Downtown",2019,1,"Renter",19966.9469600225,3504.70283133747,2130.70803013214,0.10671175890827
17,"Downtown",2019,2,"Owner",2775.91054500074,1318.67147604221,801.695332907041,0.288804455298766
17,"Downtown",2019,2,"Renter",9677.52913351662,2846.62712149495,1730.62640641819,0.178829366725896
17,"Downtown",2019,3,"Owner",168.121829220503,330.229928150139,200.76554092061,1.19416700288986
17,"Downtown",2019,3,"Renter",963.765597492487,910.72713518241,553.68278384158,0.574499427331858
17,"Downtown",2019,4,"Owner",21.8360414571712,200.854886979494,122.11110076205,5.59218121112088
17,"Downtown",2019,4,"Renter",316.066413776434,460.528507231069,279.981452261257,0.885831078715306
17,"Downtown",2019,5,"Owner",3.54244737031747,180.757184535757,109.89256525565,31.0216507876592
17,"Downtown",2019,5,"Renter",214.980037213947,283.114735245291,172.121537507266,0.800639630255399
17,"Downtown",2019,6,"Owner",0.00985896915589032,186.226197040167,113.217488771517,11483.7045315102
17,"Downtown",2019,6,"Renter",12.00960302879,194.571370712408,118.290994119046,9.84970059672024
17,"Downtown",2019,7,"Owner",0.00582527585864508,186.228694604278,113.219007182682,19435.818994676
17,"Downtown",2019,7,"Renter",0.00301100234395528,186.226880032061,113.217904001105,37601.4001544684
17,"Downtown",2019,NA,"Owner",37394.1718103742,5010.55729382693,3046.20253846743,0.0814619602732404
18,"East Federal Way",2010,0,"Total",12870.7506164948,0,0,0
18,"East Federal Way",2010,1,"Owner",1421.15540194666,0,0,0
18,"East Federal Way",2010,1,"Renter",1040.45278322695,0,0,0
18,"East Federal Way",2010,2,"Owner",3048.84286989902,0,0,0
18,"East Federal Way",2010,2,"Renter",1010.34788100844,0,0,0
18,"East Federal Way",2010,3,"Owner",1655.00677847625,0,0,0
18,"East Federal Way",2010,3,"Renter",720.782648220172,0,0,0
18,"East Federal Way",2010,4,"Owner",1477.76826268006,0,0,0
18,"East Federal Way",2010,4,"Renter",578.015955522857,0,0,0
18,"East Federal Way",2010,5,"Owner",681.958679871887,0,0,0
18,"East Federal Way",2010,5,"Renter",317.127773290342,0,0,0
18,"East Federal Way",2010,6,"Owner",484.613992163235,0,0,0
18,"East Federal Way",2010,7,"Owner",434.677590188958,0,0,0
18,"East Federal Way",2010,NA,"Owner",12870.7506164948,0,0,0
18,"East Federal Way",2014,0,"Total",13408.2177801233,814.936078960171,495.445956775225,0.0369509180787388
18,"East Federal Way",2014,1,"Owner",1703.99640472734,734.049718930456,446.270541586685,0.261896410314372
18,"East Federal Way",2014,1,"Renter",1401.31971331136,715.302050893941,434.872768721471,0.310330872099026
18,"East Federal Way",2014,2,"Owner",3182.32026293143,831.434942986581,505.476553878865,0.158838995486029
18,"East Federal Way",2014,2,"Renter",970.23672119188,584.427890284125,355.306928658016,0.366206432819345
18,"East Federal Way",2014,3,"Owner",1838.95248234465,732.087213192667,445.07742281573,0.242027690812467
18,"East Federal Way",2014,3,"Renter",585.853579248937,445.535853491182,270.866565991605,0.462345158561386
18,"East Federal Way",2014,4,"Owner",1463.4893013944,643.567454669057,391.261230862121,0.267348200283617
18,"East Federal Way",2014,4,"Renter",431.428499515391,398.81826548496,242.464289192783,0.562003412999222
18,"East Federal Way",2014,5,"Owner",699.577928771526,451.734035313007,274.634792975615,0.392572123391428
18,"East Federal Way",2014,5,"Renter",379.620568936841,343.636399436806,208.916096731168,0.550328706677446
18,"East Federal Way",2014,6,"Owner",302.004589149302,285.559031133408,173.607563891661,0.574850747734282
18,"East Federal Way",2014,6,"Renter",136.488859771192,243.098944764967,147.793664300404,1.08282584049836
18,"East Federal Way",2014,7,"Owner",172.13256475006,232.672197821781,141.454652261678,0.821777404334114
18,"East Federal Way",2014,7,"Renter",140.796304078977,236.64610776261,143.870617959607,1.02183518879093
18,"East Federal Way",2014,NA,"Owner",13408.2177801233,2062.4756310977,1253.89615057739,0.0935169886960068
18,"East Federal Way",2019,0,"Total",13601.8203978091,877.875587766313,533.71046115109,0.0392381641237562
18,"East Federal Way",2019,1,"Owner",1395.91379713955,679.965210124558,413.389494957547,0.296142566829448
18,"East Federal Way",2019,1,"Renter",1053.68873660837,603.730781593054,367.04225330493,0.34834030255118
18,"East Federal Way",2019,2,"Owner",3454.41979760526,927.652832743836,563.972877308921,0.163261245115573
18,"East Federal Way",2019,2,"Renter",1139.904780853,649.451386945061,394.838407687824,0.346378411881354
18,"East Federal Way",2019,3,"Owner",1436.86335214494,703.045668766083,427.421417472319,0.297468382664411
18,"East Federal Way",2019,3,"Renter",767.290168536884,636.278566199657,386.829901320106,0.504150733558515
18,"East Federal Way",2019,4,"Owner",1565.47093763459,760.800120121226,462.533630746994,0.295459736509627
18,"East Federal Way",2019,4,"Renter",590.980879278659,562.955521564436,342.252655397552,0.579126444522706
18,"East Federal Way",2019,5,"Owner",855.150260866531,593.79803091309,361.003569669369,0.422152206681854
18,"East Federal Way",2019,5,"Renter",306.853202724574,329.334116037392,200.220925826556,0.652497428896874
18,"East Federal Way",2019,6,"Owner",349.693087570139,375.873613107905,228.514931024312,0.653472828451258
18,"East Federal Way",2019,6,"Renter",272.60229140579,303.428598564003,184.471489494399,0.676705571853757
18,"East Federal Way",2019,7,"Owner",235.679595990174,283.178857104331,172.160520829545,0.73048547162616
18,"East Federal Way",2019,7,"Renter",177.30950945069,270.315914447156,164.340406962626,0.926856136886042
18,"East Federal Way",2019,NA,"Owner",13601.8203978091,2130.26317225575,1295.10804934292,0.0952157881419701
19,"Fairwood",2010,0,"Total",8527.36406638182,0,0,0
19,"Fairwood",2010,1,"Owner",1107.64260975653,0,0,0
19,"Fairwood",2010,1,"Renter",555.503106219251,0,0,0
19,"Fairwood",2010,2,"Owner",2330.1075440756,0,0,0
19,"Fairwood",2010,2,"Renter",623.078610615843,0,0,0
19,"Fairwood",2010,3,"Owner",1218.18127716243,0,0,0
19,"Fairwood",2010,3,"Renter",391.583601203758,0,0,0
19,"Fairwood",2010,4,"Owner",1163.9220393165,0,0,0
19,"Fairwood",2010,4,"Renter",251.476697138842,0,0,0
19,"Fairwood",2010,5,"Owner",419.265317839221,0,0,0
19,"Fairwood",2010,5,"Renter",138.650380445138,0,0,0
19,"Fairwood",2010,6,"Owner",198.255802567381,0,0,0
19,"Fairwood",2010,7,"Owner",129.697080041332,0,0,0
19,"Fairwood",2010,NA,"Owner",8527.36406638182,0,0,0
19,"Fairwood",2014,0,"Total",8813.9400942781,471.272023073168,286.513046116214,0.0325068066099308
19,"Fairwood",2014,1,"Owner",1211.29113301775,537.937528234636,327.042795431977,0.269995203066665
19,"Fairwood",2014,1,"Renter",648.666712254854,386.288582251435,234.846782669271,0.362045374353976
19,"Fairwood",2014,2,"Owner",2359.7695108622,625.546514265009,380.305277026006,0.161162043697671
19,"Fairwood",2014,2,"Renter",677.775863623095,381.875547997229,232.163848344966,0.342537792809439
19,"Fairwood",2014,3,"Owner",1204.3788618476,531.480265528147,323.117058454118,0.268285228751387
19,"Fairwood",2014,3,"Renter",366.378844268443,339.412667610077,206.348250110945,0.563210057946891
19,"Fairwood",2014,4,"Owner",1241.84278126301,534.065522346207,324.688782998904,0.261457237500453
19,"Fairwood",2014,4,"Renter",289.794955235475,272.671822588871,165.772697412738,0.572034448557042
19,"Fairwood",2014,5,"Owner",440.302807438443,311.265328073473,189.235882739526,0.429785773659829
19,"Fairwood",2014,5,"Renter",209.257549487383,241.175704008991,146.624416943397,0.700688779461396
19,"Fairwood",2014,6,"Owner",80.1029340499743,130.354614834599,79.2499786599217,0.989351758457181
19,"Fairwood",2014,6,"Renter",29.036421582658,105.800892480531,64.3223754059015,2.21523079980069
19,"Fairwood",2014,7,"Owner",16.0039819251741,98.0909696138015,59.6350751255604,3.72626483861214
19,"Fairwood",2014,7,"Renter",39.3377374220509,130.309991592952,79.2228496553007,2.01391475074751
19,"Fairwood",2014,NA,"Owner",8813.9400942781,1294.14710218051,786.785572269458,0.0892660449076832
19,"Fairwood",2019,0,"Total",9123.90484720848,423.144816951809,257.253782353907,0.0281955792680824
19,"Fairwood",2019,1,"Owner",1228.12364001248,555.642527725236,337.806670831282,0.275059171426624
19,"Fairwood",2019,1,"Renter",562.642001504879,356.700209419896,216.858329261185,0.385428618341968
19,"Fairwood",2019,2,"Owner",2718.07285910344,629.181522937288,382.515205382376,0.140730298711915
19,"Fairwood",2019,2,"Renter",728.413241191152,451.085078765722,274.240255409079,0.376489937168938
19,"Fairwood",2019,3,"Owner",1018.86005802815,501.536031016444,304.91225650636,0.299268043833685
19,"Fairwood",2019,3,"Renter",387.829346728643,336.827877999621,204.776809608214,0.528007514994712
19,"Fairwood",2019,4,"Owner",1074.38621857403,475.956311845829,289.3608914782,0.269326696932367
19,"Fairwood",2019,4,"Renter",326.835836623386,284.639098467344,173.048284542429,0.529465453758771
19,"Fairwood",2019,5,"Owner",564.091933290141,315.871646005264,192.036325196116,0.340434446697436
19,"Fairwood",2019,5,"Renter",130.285341142404,217.577215875692,132.277554859969,1.01529115785472
19,"Fairwood",2019,6,"Owner",109.416701765611,165.972517394102,100.904125859339,0.922200397481299
19,"Fairwood",2019,6,"Renter",42.7258799358147,129.971077670373,79.0168046206382,1.84938975485916
19,"Fairwood",2019,7,"Owner",139.092542002753,157.004606811629,95.4520233527507,0.686248320566761
19,"Fairwood",2019,7,"Renter",93.1292473055861,159.50480830661,96.9720379327808,1.04126298384637
19,"Fairwood",2019,NA,"Owner",9123.90484720848,1193.76114587453,725.755244305242,0.079544367949792
20,"Fed Way-Central/Military Rd",2010,0,"Total",21565.8878633376,0,0,0
20,"Fed Way-Central/Military Rd",2010,1,"Owner",2548.41419572794,0,0,0
20,"Fed Way-Central/Military Rd",2010,1,"Renter",3513.87771539865,0,0,0
20,"Fed Way-Central/Military Rd",2010,2,"Owner",3744.07908798316,0,0,0
20,"Fed Way-Central/Military Rd",2010,2,"Renter",2679.68532363696,0,0,0
20,"Fed Way-Central/Military Rd",2010,3,"Owner",1878.96137640326,0,0,0
20,"Fed Way-Central/Military Rd",2010,3,"Renter",1618.74957670735,0,0,0
20,"Fed Way-Central/Military Rd",2010,4,"Owner",1709.5138832643,0,0,0
20,"Fed Way-Central/Military Rd",2010,4,"Renter",1173.29225987305,0,0,0
20,"Fed Way-Central/Military Rd",2010,5,"Owner",812.712335769613,0,0,0
20,"Fed Way-Central/Military Rd",2010,5,"Renter",641.270005494993,0,0,0
20,"Fed Way-Central/Military Rd",2010,6,"Owner",685.107146702387,0,0,0
20,"Fed Way-Central/Military Rd",2010,7,"Owner",560.22495637598,0,0,0
20,"Fed Way-Central/Military Rd",2010,NA,"Owner",21565.8878633376,0,0,0
20,"Fed Way-Central/Military Rd",2014,0,"Total",22253.1596611172,1642.80208934162,998.752753694165,0.0448813907284941
20,"Fed Way-Central/Military Rd",2014,1,"Owner",2396.2598462141,1122.7028866784,682.554890163201,0.284841767574407
20,"Fed Way-Central/Military Rd",2014,1,"Renter",3555.96562098472,1518.04646464186,922.906719338526,0.259537582110525
20,"Fed Way-Central/Military Rd",2014,2,"Owner",4079.2007834038,1360.52982101255,827.143399704275,0.202770945492436
20,"Fed Way-Central/Military Rd",2014,2,"Renter",3201.55323186285,1502.93906306075,913.722071334859,0.285399618610496
20,"Fed Way-Central/Military Rd",2014,3,"Owner",2238.7072067749,1186.476254504,721.326344826793,0.322206647945688
20,"Fed Way-Central/Military Rd",2014,3,"Renter",1681.69948583717,1187.88779793902,722.184502301656,0.429437309331247
20,"Fed Way-Central/Military Rd",2014,4,"Owner",1494.63397909816,797.36354522943,484.762614839621,0.324335336690337
20,"Fed Way-Central/Military Rd",2014,4,"Renter",1394.54926286725,1071.84236520984,651.633888661789,0.467272046970934
20,"Fed Way-Central/Military Rd",2014,5,"Owner",676.623259164216,632.089459025334,384.283104993866,0.567942499447246
20,"Fed Way-Central/Military Rd",2014,5,"Renter",613.104385253471,681.887559141415,414.558200175664,0.67616251024575
20,"Fed Way-Central/Military Rd",2014,6,"Owner",310.389350977747,397.477923741047,241.649419272475,0.778536436611832
20,"Fed Way-Central/Military Rd",2014,6,"Renter",353.288968591592,564.41964487916,343.1427791695,0.971280763555848
20,"Fed Way-Central/Military Rd",2014,7,"Owner",125.276467046662,299.154399318388,181.872960862075,1.45177274830342
20,"Fed Way-Central/Military Rd",2014,7,"Renter",131.90781304055,287.968377928523,175.072342736196,1.32723254749418
20,"Fed Way-Central/Military Rd",2014,NA,"Owner",22253.1596611172,3667.8854502752,2229.91601816459,0.100206714557524
20,"Fed Way-Central/Military Rd",2019,0,"Total",23502.5864453434,1358.89748165565,826.15100784025,0.0351514932095458
20,"Fed Way-Central/Military Rd",2019,1,"Owner",2658.2284368378,1244.43617795284,756.563476264601,0.284611911369288
20,"Fed Way-Central/Military Rd",2019,1,"Renter",3664.77315940527,1454.09568859601,884.027408135394,0.241222954241145
20,"Fed Way-Central/Military Rd",2019,2,"Owner",4281.12094119545,1542.29089235606,937.646284803167,0.219018873253634
20,"Fed Way-Central/Military Rd",2019,2,"Renter",3169.82651230679,1515.22649643901,921.192300403833,0.290612844844133
20,"Fed Way-Central/Military Rd",2019,3,"Owner",1948.65073729471,1074.04632881808,652.973803394708,0.335090219554287
20,"Fed Way-Central/Military Rd",2019,3,"Renter",1493.2517701859,1106.18581483321,672.513223491736,0.450368274740443
20,"Fed Way-Central/Military Rd",2019,4,"Owner",1923.26065474332,1012.72874247697,615.69535786229,0.320131000623241
20,"Fed Way-Central/Military Rd",2019,4,"Renter",1354.36944959765,1145.22529004348,696.247539160071,0.514075047518908
20,"Fed Way-Central/Military Rd",2019,5,"Owner",964.938818173325,779.474337545535,473.886748810709,0.491105487607804
20,"Fed Way-Central/Military Rd",2019,5,"Renter",732.157812230419,738.881975551913,449.20834501325,0.613540329023873
20,"Fed Way-Central/Military Rd",2019,6,"Owner",391.272781628062,485.334401961171,295.062365434107,0.754109100577787
20,"Fed Way-Central/Military Rd",2019,6,"Renter",342.461450090756,486.109774216655,295.533758294103,0.862969418063794
20,"Fed Way-Central/Military Rd",2019,7,"Owner",350.64757765134,447.919433475414,272.315679727427,0.776607902302977
20,"Fed Way-Central/Military Rd",2019,7,"Renter",227.626344002595,388.085416599112,235.939180386755,1.03651965865632
20,"Fed Way-Central/Military Rd",2019,NA,"Owner",23502.5864453434,3819.18896111759,2321.90202127345,0.0987934679731172
21,"Fed Way-Dash Point/Woodmont",2010,0,"Total",11721.1838569617,0,0,0
21,"Fed Way-Dash Point/Woodmont",2010,1,"Owner",1455.55196571035,0,0,0
21,"Fed Way-Dash Point/Woodmont",2010,1,"Renter",1201.81398639558,0,0,0
21,"Fed Way-Dash Point/Woodmont",2010,2,"Owner",2928.83879818753,0,0,0
21,"Fed Way-Dash Point/Woodmont",2010,2,"Renter",1075.67673313108,0,0,0
21,"Fed Way-Dash Point/Woodmont",2010,3,"Owner",1265.2000000185,0,0,0
21,"Fed Way-Dash Point/Woodmont",2010,3,"Renter",681.483203958236,0,0,0
21,"Fed Way-Dash Point/Woodmont",2010,4,"Owner",1107.56474304055,0,0,0
21,"Fed Way-Dash Point/Woodmont",2010,4,"Renter",543.675713758722,0,0,0
21,"Fed Way-Dash Point/Woodmont",2010,5,"Owner",486.948494623021,0,0,0
21,"Fed Way-Dash Point/Woodmont",2010,5,"Renter",344.933413804646,0,0,0
21,"Fed Way-Dash Point/Woodmont",2010,6,"Owner",336.633281267113,0,0,0
21,"Fed Way-Dash Point/Woodmont",2010,7,"Owner",292.863523066411,0,0,0
21,"Fed Way-Dash Point/Woodmont",2010,NA,"Owner",11721.1838569617,0,0,0
21,"Fed Way-Dash Point/Woodmont",2014,0,"Total",12039.520609931,766.514887772733,466.007962783517,0.0387065214539457
21,"Fed Way-Dash Point/Woodmont",2014,1,"Owner",1396.43543058786,611.837566454151,371.970828546072,0.266371663449904
21,"Fed Way-Dash Point/Woodmont",2014,1,"Renter",1206.83945400646,589.458503380517,358.365324258672,0.296945317017083
21,"Fed Way-Dash Point/Woodmont",2014,2,"Owner",3233.15448936129,773.030561907267,469.969211388117,0.145359342689795
21,"Fed Way-Dash Point/Woodmont",2014,2,"Renter",1099.04846492466,598.26747626521,363.720799506047,0.330941547269238
21,"Fed Way-Dash Point/Woodmont",2014,3,"Owner",1295.11679181654,595.376866421706,361.963433503297,0.27948323718018
21,"Fed Way-Dash Point/Woodmont",2014,3,"Renter",611.274334048469,482.525765286033,293.354835579099,0.479907006132926
21,"Fed Way-Dash Point/Woodmont",2014,4,"Owner",1107.65754254675,562.148809784126,341.762209459329,0.308545011731281
21,"Fed Way-Dash Point/Woodmont",2014,4,"Renter",569.568697935999,433.879115593979,263.779772549196,0.463121961415857
21,"Fed Way-Dash Point/Woodmont",2014,5,"Owner",433.327495951065,340.066431184005,206.745710142169,0.477111912061811
21,"Fed Way-Dash Point/Woodmont",2014,5,"Renter",415.15027345852,434.075511352734,263.899172692489,0.635671441316916
21,"Fed Way-Dash Point/Woodmont",2014,6,"Owner",260.769207900806,307.545234515349,186.974226445514,0.717010370782108
21,"Fed Way-Dash Point/Woodmont",2014,6,"Renter",189.222066263765,275.836032322574,167.696400337944,0.88624124896821
21,"Fed Way-Dash Point/Woodmont",2014,7,"Owner",121.492374250248,187.211399019989,113.816449045963,0.936819695461095
21,"Fed Way-Dash Point/Woodmont",2014,7,"Renter",100.46398687857,171.392945597615,104.199512217553,1.03718273039968
21,"Fed Way-Dash Point/Woodmont",2014,NA,"Owner",12039.520609931,1835.01218915612,1115.60819703883,0.0926621776051952
21,"Fed Way-Dash Point/Woodmont",2019,0,"Total",11994.9352478071,680.103050307593,413.473295838535,0.0344706567644145
21,"Fed Way-Dash Point/Woodmont",2019,1,"Owner",1486.28571544005,682.864261411217,415.151992993334,0.27932179437681
21,"Fed Way-Dash Point/Woodmont",2019,1,"Renter",1317.39127622245,806.490250097569,490.311257417049,0.372183470671666
21,"Fed Way-Dash Point/Woodmont",2019,2,"Owner",3075.59303981164,867.523644286424,527.416926388927,0.171484627374898
21,"Fed Way-Dash Point/Woodmont",2019,2,"Renter",1117.86532076489,639.529961183408,388.806609113721,0.347811674529524
21,"Fed Way-Dash Point/Woodmont",2019,3,"Owner",1215.3567799709,615.167141598526,373.995066502459,0.307724507458142
21,"Fed Way-Dash Point/Woodmont",2019,3,"Renter",659.802728352013,512.519120212702,311.589500618722,0.47224645675076
21,"Fed Way-Dash Point/Woodmont",2019,4,"Owner",903.290109438006,491.516342712812,298.820718548541,0.330813672624464
21,"Fed Way-Dash Point/Woodmont",2019,4,"Renter",720.467756830581,668.543888029881,406.445824160623,0.56414158761056
21,"Fed Way-Dash Point/Woodmont",2019,5,"Owner",512.91071528141,443.349134749997,269.537135393432,0.525504980424419
21,"Fed Way-Dash Point/Woodmont",2019,5,"Renter",365.936064398338,415.176512503613,252.409397225874,0.689763654863804
21,"Fed Way-Dash Point/Woodmont",2019,6,"Owner",148.980870181198,219.272897383805,133.308456017573,0.894802506224031
21,"Fed Way-Dash Point/Woodmont",2019,6,"Renter",315.781833414799,361.87220947332,220.002682028312,0.696692015652858
21,"Fed Way-Dash Point/Woodmont",2019,7,"Owner",98.7773985227996,148.421577658429,90.2339121405652,0.913507679793142
21,"Fed Way-Dash Point/Woodmont",2019,7,"Renter",56.4956391779995,136.306341556221,82.8683715820034,1.46681005450548
21,"Fed Way-Dash Point/Woodmont",2019,NA,"Owner",11994.9352478071,2107.85151575904,1281.48272966129,0.106835318672985
22,"Fremont/Greenlake",2010,0,"Total",24641.2173903091,0,0,0
22,"Fremont/Greenlake",2010,1,"Owner",3090.39929236017,0,0,0
22,"Fremont/Greenlake",2010,1,"Renter",6787.3644803944,0,0,0
22,"Fremont/Greenlake",2010,2,"Owner",4044.03605996647,0,0,0
22,"Fremont/Greenlake",2010,2,"Renter",4633.15434870203,0,0,0
22,"Fremont/Greenlake",2010,3,"Owner",1764.47674105741,0,0,0
22,"Fremont/Greenlake",2010,3,"Renter",1423.90214414811,0,0,0
22,"Fremont/Greenlake",2010,4,"Owner",1403.51655315575,0,0,0
22,"Fremont/Greenlake",2010,4,"Renter",684.825443957861,0,0,0
22,"Fremont/Greenlake",2010,5,"Owner",294.634134843285,0,0,0
22,"Fremont/Greenlake",2010,5,"Renter",244.971893610971,0,0,0
22,"Fremont/Greenlake",2010,6,"Owner",166.697840390031,0,0,0
22,"Fremont/Greenlake",2010,7,"Owner",103.238457722594,0,0,0
22,"Fremont/Greenlake",2010,NA,"Owner",24641.2173903091,0,0,0
22,"Fremont/Greenlake",2014,0,"Total",24632.0766321356,1417.75249456683,861.932315031857,0.0349922715775966
22,"Fremont/Greenlake",2014,1,"Owner",3012.32694115914,1165.06285852802,708.307924448763,0.235136470338179
22,"Fremont/Greenlake",2014,1,"Renter",6633.66998184088,1637.75807631903,995.686211516833,0.150095831454148
22,"Fremont/Greenlake",2014,2,"Owner",3886.48994664416,1247.01722418741,758.132640956388,0.195068725601878
22,"Fremont/Greenlake",2014,2,"Renter",4842.43849114815,1483.56464638068,901.943262349905,0.186258073075917
22,"Fremont/Greenlake",2014,3,"Owner",1806.13648579311,848.411393471347,515.79750293269,0.285580578760188
22,"Fremont/Greenlake",2014,3,"Renter",1403.0864567611,911.715815159073,554.283858587966,0.395046118446243
22,"Fremont/Greenlake",2014,4,"Owner",1538.54913321779,736.371652366217,447.6821768822,0.290976847743497
22,"Fremont/Greenlake",2014,4,"Renter",785.619289917402,664.791825793376,404.164732290182,0.514453676834583
22,"Fremont/Greenlake",2014,5,"Owner",330.75347672203,373.447448239886,227.039927517456,0.686432474625998
22,"Fremont/Greenlake",2014,5,"Renter",212.895845925083,334.844278648084,203.570866830671,0.95619933750284
22,"Fremont/Greenlake",2014,6,"Owner",15.1979755565964,182.443266143667,110.91763008834,7.29818452959664
22,"Fremont/Greenlake",2014,6,"Renter",19.9784895183167,191.822383338398,116.619728464178,5.83726454180923
22,"Fremont/Greenlake",2014,7,"Owner",11.6331283159943,185.871643212834,113.001935349909,9.71380460013875
22,"Fremont/Greenlake",2014,7,"Renter",133.300989615794,289.763341843411,176.163603311287,1.32154760305256
22,"Fremont/Greenlake",2014,NA,"Owner",24632.0766321356,3195.63129220481,1942.80587636695,0.0788730039038738
22,"Fremont/Greenlake",2019,0,"Total",28043.2765385759,1783.54239127064,1084.31678177724,0.0386658377913033
22,"Fremont/Greenlake",2019,1,"Owner",3199.49903794088,1226.22506768194,745.491907358706,0.233002697771864
22,"Fremont/Greenlake",2019,1,"Renter",7386.67402584082,1973.05060241854,1199.52959344799,0.162391028662111
22,"Fremont/Greenlake",2019,2,"Owner",4025.88382122583,1300.91095595981,790.897703384636,0.196453186059358
22,"Fremont/Greenlake",2019,2,"Renter",6059.85817321571,1805.26119722185,1097.52087823624,0.181113294546601
22,"Fremont/Greenlake",2019,3,"Owner",1990.76023516422,1095.14238269587,665.799293476087,0.334444742121928
22,"Fremont/Greenlake",2019,3,"Renter",1675.47121615151,1029.06146220119,625.624946402327,0.373402383980886
22,"Fremont/Greenlake",2019,4,"Owner",1734.11831838604,840.722733849014,511.123129787048,0.29474524567779
22,"Fremont/Greenlake",2019,4,"Renter",840.674024204273,714.56118959627,434.422357034054,0.516754823542037
22,"Fremont/Greenlake",2019,5,"Owner",427.933143459385,488.795534338677,297.166584509162,0.694422923419499
22,"Fremont/Greenlake",2019,5,"Renter",427.430980029085,570.918586437589,347.093855090143,0.812046555601853
22,"Fremont/Greenlake",2019,6,"Owner",86.9286211799585,259.873543510516,157.991896210338,1.81748995975981
22,"Fremont/Greenlake",2019,6,"Renter",66.9632266551026,225.27725298144,136.958845024382,2.0452844324512
22,"Fremont/Greenlake",2019,7,"Owner",39.8009283581434,221.392146854043,134.596868211529,3.38175197825481
22,"Fremont/Greenlake",2019,7,"Renter",81.2807867649771,259.130607435038,157.540223147578,1.93822217301002
22,"Fremont/Greenlake",2019,NA,"Owner",28043.2765385759,4010.42883211561,2438.16760738062,0.0869430362043006
23,"Issaquah",2010,0,"Total",7650.14408540919,0,0,0
23,"Issaquah",2010,1,"Owner",1234.61538396501,0,0,0
23,"Issaquah",2010,1,"Renter",1118.47099001555,0,0,0
23,"Issaquah",2010,2,"Owner",1800.60961802575,0,0,0
23,"Issaquah",2010,2,"Renter",808.00312771768,0,0,0
23,"Issaquah",2010,3,"Owner",806.579275461935,0,0,0
23,"Issaquah",2010,3,"Renter",352.108439645228,0,0,0
23,"Issaquah",2010,4,"Owner",853.295601878198,0,0,0
23,"Issaquah",2010,4,"Renter",199.361416409572,0,0,0
23,"Issaquah",2010,5,"Owner",273.349844387758,0,0,0
23,"Issaquah",2010,5,"Renter",75.8625382409868,0,0,0
23,"Issaquah",2010,6,"Owner",85.7012966048929,0,0,0
23,"Issaquah",2010,7,"Owner",42.1865530566381,0,0,0
23,"Issaquah",2010,NA,"Owner",7650.14408540919,0,0,0
23,"Issaquah",2014,0,"Total",7950.26742420711,487.98560626856,296.674183205578,0.0373162520674787
23,"Issaquah",2014,1,"Owner",1190.99688736396,407.382528414435,247.670991351046,0.207952677272917
23,"Issaquah",2014,1,"Renter",1284.11849697917,486.770047782176,295.935176119192,0.230457840779777
23,"Issaquah",2014,2,"Owner",1908.22103480549,472.642006033521,287.345936616563,0.150583151204941
23,"Issaquah",2014,2,"Renter",932.247056120211,437.116161630527,265.747756802328,0.285061513530873
23,"Issaquah",2014,3,"Owner",788.189500053169,386.063182710429,234.709749478407,0.297783400391117
23,"Issaquah",2014,3,"Renter",443.698116329516,325.185516581924,197.698756444739,0.44557042089833
23,"Issaquah",2014,4,"Owner",815.604525800899,314.550974849133,191.233414144038,0.234468309204455
23,"Issaquah",2014,4,"Renter",216.43058087593,197.782203728072,120.243041987047,0.555573253559657
23,"Issaquah",2014,5,"Owner",198.603533041417,174.71277468548,106.217824992299,0.534823441283637
23,"Issaquah",2014,5,"Renter",46.386297193326,88.3619285200397,53.7202381246576,1.15810576344919
23,"Issaquah",2014,6,"Owner",69.3251816390969,120.541571693755,73.2840720406004,1.057106094898
23,"Issaquah",2014,6,"Renter",23.3384083854665,81.8271338950944,49.7473650872818,2.13156631187673
23,"Issaquah",2014,7,"Owner",16.4386368720935,67.6672489806454,41.1387663144581,2.502565549355
23,"Issaquah",2014,7,"Renter",16.6691687473744,62.8274983098958,38.1964068294263,2.29144040763537
23,"Issaquah",2014,NA,"Owner",7950.26742420711,1221.03601809613,742.337189211886,0.0933726061782028
23,"Issaquah",2019,0,"Total",8573.05780512532,499.286990360964,303.544936874614,0.0354068459322813
23,"Issaquah",2019,1,"Owner",1301.31577954523,457.61324850209,278.209100800184,0.213790614986171
23,"Issaquah",2019,1,"Renter",853.648100522938,419.578088600581,255.085365485205,0.298817938362355
23,"Issaquah",2019,2,"Owner",2029.07339341121,530.174123834968,322.322980688305,0.158852302600266
