disasterNumber,declarationDate,incidentType,pwNumber,applicationTitle,applicantId,damageCategoryCode,dcc,damageCategory,projectSize,county,countyCode,state,stateCode,stateNumberCode,projectAmount,federalShareObligated,totalObligated,obligatedDate,hash,lastRefresh,id
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),404,SEATTLE PUBLIC UTILITY - OPERATE GENERATORS FOR PUMPS,033-63000-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,39556.54,29667.41,30610.83,2007-06-12T00:50:07.000Z,9dc5e44c715dfb1ed7e317caee769e8a02c44667,2021-07-14T16:37:21.745Z,5ee75b68556129600dd93299
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),405,LAKE YOUNGS SECURITY FENCE REPAIR,033-63000-00,G - Recreational or Other,G,Recreational or Other,Small,King,33,Washington,WA,53,15256.15,11442.11,11805.97,2007-06-12T00:50:07.000Z,644b7e3e5c1199aca32ff19580457d8048706f52,2021-07-14T16:37:21.746Z,5ee75b68556129600dd9329a
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),407,CEDAR RIVER WATERSHED ROADS - DEBRIS REMOVAL,033-63000-00,A - Debris Removal,A,Debris Removal,Small,King,33,Washington,WA,53,48560.66,36420.5,37117.37,2007-06-15T22:19:37.000Z,4d02b9c01393beda1bfbbbe57c17c41b2e206c2e,2021-07-14T16:37:21.747Z,5ee75b68556129600dd9329c
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),408,FENCE REPAIR - CITY WIDE,033-17635-00,G - Recreational or Other,G,Recreational or Other,Small,King,33,Washington,WA,53,4475.72,3356.79,3508.51,2007-08-27T20:28:32.000Z,d1d55d8347807916a13f6792d257575cc474a7ab,2021-07-14T16:37:21.748Z,5ee75b68556129600dd9329d
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),410,FIRE STATION #3 & #4 - REPAIR ROOF,033-05210-00,E - Public Buildings,E,Public Buildings,Small,King,33,Washington,WA,53,2156.45,1617.34,1647.09,2007-08-29T18:55:56.000Z,b2d5892a5bc9b85dcad15fe8c6fc96b205cb1b4a,2021-07-14T16:37:21.748Z,5ee75b68556129600dd9329e
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),414,REPAIR - REPLACE CITY EQUIPMENT,033-05210-00,E - Public Buildings,E,Public Buildings,Small,King,33,Washington,WA,53,0,0,0,2007-08-03T00:28:15.000Z,f7ab439aab0f899553d5b2fa0f5b4b7330ced6d6,2021-07-14T16:37:21.750Z,5ee75b68556129600dd932a2
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),416,LK YOUNGS AND TOLT RIGHT OF WAY - DEBRIS REMOVAL,033-63000-00,A - Debris Removal,A,Debris Removal,Large,King,33,Washington,WA,53,112304.19,84228.15,86905.93,2007-06-12T00:50:07.000Z,1b5d7bf9a7f0b3fee130e8f1943db55e254e5d35,2021-07-14T16:37:21.751Z,5ee75b68556129600dd932a4
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),417,CITY WIDE DEBRIS REMOVAL,033-63000-00,A - Debris Removal,A,Debris Removal,Large,King,33,Washington,WA,53,202141.33,151606,155353.64,2007-06-12T00:50:07.000Z,23f1b0d24b3ceb809e61193acf369643b7d4ebfc,2021-07-14T16:37:21.752Z,5ee75b68556129600dd932a5
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),418,DEBRIS REMOVAL - CITY WIDE,033-63000-00,A - Debris Removal,A,Debris Removal,Small,King,33,Washington,WA,53,39791.97,29843.98,30793.01,2007-06-12T00:50:07.000Z,f05f4a63e974c77bf154fce66b5c0e968f483708,2021-07-14T16:37:21.753Z,5ee75b68556129600dd932a6
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),419,DEBRIS REMOVAL - ANDERSON ISLAND & AMES LAKE SERVICE,033-00309-00,A - Debris Removal,A,Debris Removal,Small,King,33,Washington,WA,53,19743.87,14807.9,15278.79,2007-06-20T19:58:03.000Z,9718b793da0288d4cbd5e7081dfaac7ea84b3dd3,2021-07-14T16:37:21.753Z,5ee75b68556129600dd932a7
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),430,HERITAGE HALL FLOOR REPAIR,033-35940-00,E - Public Buildings,E,Public Buildings,Small,King,33,Washington,WA,53,5220.78,3915.59,4040.11,2007-08-27T20:28:32.000Z,a78ca44c0260888db5cd17d4e8b191a72a6636ef,2021-07-14T16:37:21.759Z,5ee75b68556129600dd932b2
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),431,PETER KIRK PARK LIGHT SYSTEM REPAIR,033-35940-00,G - Recreational or Other,G,Recreational or Other,Small,King,33,Washington,WA,53,7625.07,5718.8,5900.66,2007-07-11T22:02:14.000Z,7a0bec9460c2d77794d82684a2b75d2f0b3bbd6c,2021-07-14T16:37:21.759Z,5ee75b68556129600dd932b3
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),432,BOAT LAUNCH REPAIR,033-35940-00,G - Recreational or Other,G,Recreational or Other,Small,King,33,Washington,WA,53,1667.96,1250.97,1290.75,2007-07-11T22:02:14.000Z,a2422eeabc7fa94283a880211e359e43928704a7,2021-07-14T16:37:21.760Z,5ee75b68556129600dd932b4
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),433,POWER OUTAGES,033-63000-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,4564.24,3423.18,3532.04,2007-06-12T00:50:07.000Z,d3534dacf7a5f691e557c343bc7975bfc7ea2f0c,2021-07-14T16:37:21.760Z,5ee75b68556129600dd932b5
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),434,TOTEM LAKE BOARDWALK DAMAGE,033-35940-00,G - Recreational or Other,G,Recreational or Other,Small,King,33,Washington,WA,53,1535.68,1151.76,1188.38,2007-06-14T21:58:32.000Z,b7dea2f199ba2bc88a3af984183a9d25f1623445,2021-07-14T16:37:21.761Z,5ee75b68556129600dd932b6
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),435,TRASH CAN LIDS,033-35940-00,G - Recreational or Other,G,Recreational or Other,Small,King,33,Washington,WA,53,2278.5,1708.88,1763.22,2007-07-18T23:20:15.000Z,0b35f1805c40aabaaf7a079376acd8239169f7ce,2021-07-14T16:37:21.761Z,5ee75b68556129600dd932b7
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),438,POWER OUTAGES,033-15290-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,1528.12,1146.09,1197.9,2007-06-14T03:36:23.000Z,2a9aafc181b9e5a541e5861020a17da3ae027d84,2021-07-14T16:37:21.761Z,5ee75b68556129600dd932b8
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),440,BOARDWALK AT WOODLANDS HILL PARK,033-35940-00,G - Recreational or Other,G,Recreational or Other,Small,King,33,Washington,WA,53,3027.02,2270.27,2342.46,2007-07-11T22:02:14.000Z,4e25884428f8b27ced78f7372a8865d31cebfe79,2021-07-14T16:37:21.762Z,5ee75b68556129600dd932b9
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),441,FENCE REPAIR,033-35940-00,G - Recreational or Other,G,Recreational or Other,Small,King,33,Washington,WA,53,1821.14,1365.86,1409.3,2007-06-14T21:58:32.000Z,6c3d8813ac8c756061f4341acf5d32cdff950c74,2021-07-14T16:37:21.762Z,5ee75b68556129600dd932ba
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),442,CHAIN LINK FENCE REPAIR,033-35940-00,G - Recreational or Other,G,Recreational or Other,Small,King,33,Washington,WA,53,1433.98,1075.49,1109.69,2007-07-11T22:02:14.000Z,7d90d3e546883fbb75f7c982d79e248228641f32,2021-07-14T16:37:21.763Z,5ee75b68556129600dd932bb
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),443,"REPAIR ROADWAY, SHOULDER & DITCH",033-99033-00,C - Roads and Bridges,C,Roads and Bridges,Small,King,33,Washington,WA,53,11414.4,8560.8,8718.32,2007-11-03T01:11:36.000Z,a3cc845ca3181ca110dcc0060ef253add00d67b4,2021-07-14T16:37:21.763Z,5ee75b68556129600dd932bc
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),461,FIRE & BUILDING DEPT. RESPONSE TO POWER OUTAGE & FALLING DEBRIS,033-35940-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,15992.43,11994.32,12375.75,2007-06-15T22:19:37.000Z,7163d2a938a9ecc19b9351f73619b72ef76a7018,2021-07-14T16:37:21.773Z,5ee75b68556129600dd932cd
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),463,REPAIR OF ROAD SIGNS (7),033-37270-00,C - Roads and Bridges,C,Roads and Bridges,Small,King,33,Washington,WA,53,2483.89,1862.92,1947.13,2007-06-14T03:36:23.000Z,49bb8c1ee8c6a1cad78817f0eb909902bd53060a,2021-07-14T16:37:21.774Z,5ee75b68556129600dd932cf
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),464,EMERGENCY RESPONSE AND REPAIR,033-35940-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,4966.43,3724.82,3843.27,2007-06-15T22:19:37.000Z,73a08e9cd55497d15f891655c81fff583e244a80,2021-07-14T16:37:21.774Z,5ee75b68556129600dd932d0
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),467,REPAIR POLICE VEHICLE DAMAGED BY TREE,033-37270-00,E - Public Buildings,E,Public Buildings,Small,King,33,Washington,WA,53,1000,750,783.9,2007-07-11T22:02:14.000Z,29e01fceba55f9d0dc67d33e6d437dc28f2e3b5c,2021-07-14T16:37:21.776Z,5ee75b68556129600dd932d3
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),468,"POWER OUTAGES, DOWNED TREES, TRAFFIC CONTROL",033-37270-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,2383.15,1787.36,1868.14,2007-06-14T03:36:23.000Z,b10818df8461c37fdb1efa46ce0d7076ddd5e2a4,2021-07-14T16:37:21.777Z,5ee75b68556129600dd932d4
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),469,LIFT STATION MOTOR PUMP REPAIRS & VACUMM,033-37270-00,F - Public Utilities,F,Public Utilities,Small,King,33,Washington,WA,53,1000,750,783.9,2007-11-03T01:11:36.000Z,be175883c7124989985424f88553178aca72e7e9,2021-07-14T16:37:21.777Z,5ee75b68556129600dd932d5
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),472,DEBRIS REMOVAL FROM CITY RIGHTS-OF-WAY,033-37270-00,A - Debris Removal,A,Debris Removal,Small,King,33,Washington,WA,53,38040.65,28530.49,29820.07,2007-06-14T03:36:23.000Z,7dab16dbe466bc258ac8c78ffa6a030950e2691f,2021-07-14T16:37:21.779Z,5ee75b68556129600dd932d8
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),473,REPAIR STORM SEWER AND ROADWAY (M57102),033-99033-00,C - Roads and Bridges,C,Roads and Bridges,Small,King,33,Washington,WA,53,50503.33,37877.5,39571.17,2007-06-15T22:19:37.000Z,17a930bd27c1c3ed388138365a817cb486fb8025,2021-07-14T16:37:21.780Z,5ee75b68556129600dd932d9
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),474,GENERATORS TO RESTORE POWER TO CUSTOMERS,033-UT4GR-00,B - Protective Measures,B,Protective Measures,Large,King,33,Washington,WA,53,142665.89,106999.42,111022.29,2007-06-14T03:36:23.000Z,1c7e7c41b7c9b5e69f673cddabfbfa13b598d87a,2021-07-14T16:37:21.780Z,5ee75b68556129600dd932da
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),475,MAINTENANCE DIV. 1 & 3 - RESTORE POWER USING GENERATORS,033-99033-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,11616.08,8712.06,9105.86,2007-06-14T03:36:23.000Z,720dd20a6e154c01ffbc16859b44ec79bd1b58fc,2021-07-14T16:37:21.781Z,5ee75b68556129600dd932db
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),476,CARKEEK PARK - RECREATION TRAIL REPAIRS,033-63000-00,G - Recreational or Other,G,Recreational or Other,Small,King,33,Washington,WA,53,10875,8156.25,8306.33,2007-06-16T21:11:37.000Z,d7c8728136386534766c1e70f848d04a562a55b6,2021-07-14T16:37:21.781Z,5ee75b68556129600dd932dc
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),477,PUBLIC RESPONSE & ACTIVATION OF EOC (M57601),033-99033-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,11423.34,8567.51,8954.76,2007-06-14T03:36:23.000Z,57d08b6621bfbdd5b8175a0a800f77f28c8d2aec,2021-07-14T16:37:21.781Z,5ee75b68556129600dd932dd
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),478,ROAD BARRICADES & TRAFFIC CONTROL (M57001 - M57005),033-99033-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,10440.02,7830.02,8183.93,2007-06-14T03:36:23.000Z,26b55a39159a3efdead5605e23a303c3bdcc1d0c,2021-07-14T16:37:21.782Z,5ee75b68556129600dd932de
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),480,CITY WIDE DEBRIS REMOVAL,033-05210-00,A - Debris Removal,A,Debris Removal,Large,King,33,Washington,WA,53,338903.59,254177.69,265700.21,2007-06-14T21:58:32.000Z,635d8c26dbdfe3670d6f13b1764a6a6fd9dd7baa,2021-07-14T16:37:21.782Z,5ee75b68556129600dd932df
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),481,"ACTIVATION OF EOC, POLICE PATROL, & OPERATE GENERATORS",033-65205-00,B - Protective Measures,B,Protective Measures,Large,King,33,Washington,WA,53,140232.15,105174.12,109523.65,2007-06-15T22:19:37.000Z,5fdced2a8addfc9e3f19ad35c2b960c52d0e7871,2021-07-14T16:37:21.783Z,5ee75b68556129600dd932e0
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),482,REPAIR GUARD RAIL AT 2 SITES,033-99033-00,C - Roads and Bridges,C,Roads and Bridges,Small,King,33,Washington,WA,53,9185.8,6889.35,7108.43,2007-06-15T22:19:37.000Z,c03f84b4b6de29c7ba05b7ca79fbb8d0df7b6a22,2021-07-14T16:37:21.783Z,5ee75b68556129600dd932e1
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),483,OPERATE GENERATORS,033-63000-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,3861.55,2896.16,2949.45,2007-06-15T22:19:37.000Z,ffdff19f2c55ad6d99e71a162b4bb58618b4eb2d,2021-07-14T16:37:21.784Z,5ee75b68556129600dd932e2
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),484,REPLACE  LIGHT POLE & FIRE HYDRANT,033-57535-00,F - Public Utilities,F,Public Utilities,Small,King,33,Washington,WA,53,6956.56,5217.42,5383.34,2007-07-11T22:02:14.000Z,f6dd14a48532698a1b7b4c33e7cdce18758cdb47,2021-07-14T16:37:21.784Z,5ee75b68556129600dd932e3
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),485,POWER OUTAGES - CEDAR & TOLT TREATMENT FACILITIES,033-63000-00,B - Protective Measures,B,Protective Measures,Large,King,33,Washington,WA,53,382470.7,286853.03,291700.24,2007-06-16T21:11:37.000Z,8e0f6569f2610dc66c65a8c67a68eb2f2d9e8d66,2021-07-14T16:37:21.785Z,5ee75b68556129600dd932e4
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),487,ROADWAY SHOULDER AND DITCH REPAIR,033-99033-00,C - Roads and Bridges,C,Roads and Bridges,Small,King,33,Washington,WA,53,19649.42,14737.07,15205.71,2007-06-20T19:58:03.000Z,34986dd17a66c7ce525392162f2bc7e44b987943,2021-07-14T16:37:21.786Z,5ee75b68556129600dd932e6
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),488,ERODED EMBANKMENT,033-63000-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,2220.06,1665.05,1695.69,2007-06-20T19:58:03.000Z,1fc8a045e2d4d3af8fafc9c53330713f270bd416,2021-07-14T16:37:21.787Z,5ee75b68556129600dd932e7
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),489,BELLEVUE CITY NURSERY - REPAIR GRAVEL YARD & FENCES,033-05210-00,G - Recreational or Other,G,Recreational or Other,Small,King,33,Washington,WA,53,1082.56,811.92,826.87,2007-08-27T20:28:32.000Z,998384aec0188f539c5cdb4272f6c13e9eb56018,2021-07-14T16:37:21.787Z,5ee75b68556129600dd932e8
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),490,MEDGAR EVERS POOL - REPAIR & CLEAN LOBBY AREA,033-63000-00,E - Public Buildings,E,Public Buildings,Small,King,33,Washington,WA,53,6053.72,4540.29,4623.83,2007-08-27T20:28:32.000Z,628660e0e0b2263d108a94b111aca97a955ca4e6,2021-07-14T16:37:21.788Z,5ee75b68556129600dd932e9
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),491,POWER OUTAGE,033-49415-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,2736,2052,2144.75,2007-06-15T22:19:37.000Z,89bbd63bd8920a5b495072ef8781183b827a0ecf,2021-07-14T16:37:21.788Z,5ee75b68556129600dd932ea
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),496,DEBRIS REMOVAL - CITY WIDE,033-49415-00,A - Debris Removal,A,Debris Removal,Small,King,33,Washington,WA,53,55446.05,41584.54,43464.16,2007-06-15T22:19:37.000Z,bb109485dfc3e151fb4bf9ae78be731519112bec,2021-07-14T16:37:21.789Z,5ee75b68556129600dd932ed
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),499,INSTALL CHAIN LINK FENCE ON EMBANKMENT (M57213),033-99033-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,1586.24,1189.68,1227.51,2007-06-15T22:19:37.000Z,ef41d120218c2106b74d52394e4a31dff32348ed,2021-07-14T16:37:21.790Z,5ee75b68556129600dd932ef
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),500,DEBRIS REMOVAL - CITY WIDE,033-17635-00,A - Debris Removal,A,Debris Removal,Small,King,33,Washington,WA,53,10550.95,7913.21,8270.89,2007-06-16T21:11:37.000Z,cbc9e21b734391bab3d09c0abf8963d698c8b525,2021-07-14T16:37:21.791Z,5ee75b68556129600dd932f0
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),501,PARKS & RECREATIONAL FACILITIES - REPAIR OF ART WORK,033-63000-00,G - Recreational or Other,G,Recreational or Other,Small,King,33,Washington,WA,53,2058,1543.5,1571.9,2007-07-18T23:20:15.000Z,5caeb5ae265772968c4f5269c846f1c5da327b17,2021-07-14T16:37:21.791Z,5ee75b68556129600dd932f1
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),502,LIFT STATION 54 - REPAIR BUILDING & FENCES,033-57535-00,E - Public Buildings,E,Public Buildings,Small,King,33,Washington,WA,53,27623.42,20717.57,21376.39,2007-07-11T22:02:14.000Z,233517aa9d4b539a55411fb46a417193d50ea968,2021-07-14T16:37:21.792Z,5ee75b68556129600dd932f2
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),503,SIDE WALK REPAIR AT 4 LOCATION,033-57535-00,C - Roads and Bridges,C,Roads and Bridges,Small,King,33,Washington,WA,53,4428.52,3321.39,3471.51,2007-06-16T21:11:37.000Z,908e951bd18a39f3b47f6b95c3273156431ac439,2021-07-14T16:37:21.792Z,5ee75b68556129600dd932f3
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),505,DEBRIS REMOVAL - CITY WIDE,033-57535-00,A - Debris Removal,A,Debris Removal,Small,King,33,Washington,WA,53,17374.21,13030.66,13619.65,2007-06-15T22:19:37.000Z,775bb35dd71d7ed49166b1fe00ce47c74507da30,2021-07-14T16:37:21.793Z,5ee75b68556129600dd932f4
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),506,"LINCOLN PARK - REPAIR IRRIGATION LINE, FENCING, PICNIC TABLES & PLAY EQUIP",033-63000-00,G - Recreational or Other,G,Recreational or Other,Small,King,33,Washington,WA,53,6677.63,5008.22,5100.38,2007-06-21T04:55:47.000Z,2eac153ebce24d4bd3d37ef386b7dac3cf6bc053,2021-07-14T16:37:21.793Z,5ee75b68556129600dd932f5
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),507,SOUTH PARK COMMUNITY CENTER - REPAIR ROOF,033-63000-00,E - Public Buildings,E,Public Buildings,Small,King,33,Washington,WA,53,2241.97,1681.48,1712.42,2007-06-21T04:55:47.000Z,84e2757610a43d6c97f15de615aac85330b1018e,2021-07-14T16:37:21.794Z,5ee75b68556129600dd932f6
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),508,REPLACE PARK FENCING AT 6 LOCATIONS,033-63000-00,G - Recreational or Other,G,Recreational or Other,Small,King,33,Washington,WA,53,5107,3830.25,3900.73,2007-08-27T20:28:32.000Z,d00c5f0702056b32ade25bf4682aebb6d25eeeec,2021-07-14T16:37:21.794Z,5ee75b68556129600dd932f7
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),509,SEATTLE PUBLIC UTILITY - REPAIR TRANSFER STATION ROOF,033-63000-00,E - Public Buildings,E,Public Buildings,Small,King,33,Washington,WA,53,4076.87,3057.65,3113.91,2007-07-18T23:20:15.000Z,43c4971b39e563ff1e4cce2e36429493c6b9ee64,2021-07-14T16:37:21.795Z,5ee75b68556129600dd932f8
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),512,PARKS DEPARTMENT - PICNIC SHELTER REPAIRS,033-57535-00,G - Recreational or Other,G,Recreational or Other,Small,King,33,Washington,WA,53,12949.68,9712.26,10021.11,2007-07-11T22:02:14.000Z,a33b4c5787b41fabaadb271e06b4615527bef10a,2021-07-14T16:37:21.796Z,5ee75b68556129600dd932fa
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),513,FENCE REPAIR,033-35170-00,G - Recreational or Other,G,Recreational or Other,Small,King,33,Washington,WA,53,1084.74,813.56,850.33,2007-06-16T21:11:37.000Z,e916e1af5cdb11e905c2ea7e78ec3e47b7801441,2021-07-14T16:37:21.796Z,5ee75b68556129600dd932fb
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),515,DEBRIS REMOVAL CITY WIDE,033-35170-00,A - Debris Removal,A,Debris Removal,Small,King,33,Washington,WA,53,32742.88,24557.16,25667.14,2007-06-15T22:19:37.000Z,35ba704efb14d823aa8e8c5861015d11713e0533,2021-07-14T16:37:21.798Z,5ee75b68556129600dd932fd
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),516,GARFIELD PLAYFIELD LIGHT - REPLACE LIGHTING,033-63000-00,F - Public Utilities,F,Public Utilities,Small,King,33,Washington,WA,53,28500,21375,21768.3,2007-06-20T19:58:03.000Z,4e068841fce82686b4d50fe2b6d6bca61e1763a7,2021-07-14T16:37:21.799Z,5ee75b68556129600dd932fe
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),518,CITY WIDE DEBRIS REMOVAL,033-05210-00,A - Debris Removal,A,Debris Removal,Large,King,33,Washington,WA,53,108807.95,81605.96,84201.03,2007-06-15T22:19:37.000Z,7c0b8b063846e256d81f93a7cd44ec5c56ae3164,2021-07-14T16:37:21.800Z,5ee75b68556129600dd93300
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),519,DEBRIS REMOVAL FROM RIGHT OF WAY,033-23515-00,A - Debris Removal,A,Debris Removal,Small,King,33,Washington,WA,53,32794.33,24595.75,25707.47,2007-06-20T19:58:03.000Z,c8e1ca86435ddb5f1730bcd96ba1687ac564c571,2021-07-14T16:37:21.800Z,5ee75b68556129600dd93301
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),520,OPERATION RESPONSE & CALL CENTER,033-63000-00,B - Protective Measures,B,Protective Measures,Large,King,33,Washington,WA,53,145500.56,109125.42,111132.97,2007-06-15T22:19:37.000Z,2aac5a2d0df397f47dcd92ec2faf35be57e21c1f,2021-07-14T16:37:21.800Z,5ee75b68556129600dd93302
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),521,DEPT. OF TRANSPORTATION - DEBRIS REMOVAL CITY WIDE,033-63000-00,A - Debris Removal,A,Debris Removal,Large,King,33,Washington,WA,53,126746.84,95060.13,96848.13,2007-06-16T21:11:37.000Z,c5be7002eccb0436a634a33b5a4b3c87766d090f,2021-07-14T16:37:21.802Z,5ee75b68556129600dd93303
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),522,DEBRIS REMOVAL FROM PARKS BY CONTRACT,033-23515-00,A - Debris Removal,A,Debris Removal,Small,King,33,Washington,WA,53,21683.15,16262.36,16997.42,2007-06-16T21:11:37.000Z,4053905f4aca450476b03e24b138cce5df544a4e,2021-07-14T16:37:21.802Z,5ee75b68556129600dd93304
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),523,DEBRIS REMOVAL BY CONTRACT FROM ROW,033-23515-00,A - Debris Removal,A,Debris Removal,Small,King,33,Washington,WA,53,10266.28,7699.71,8047.73,2007-06-16T21:11:37.000Z,352678a98c907e206517528acf26ac698d9b3ab0,2021-07-14T16:37:21.803Z,5ee75b68556129600dd93305
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),524,DEBRIS REMOVAL BY CONTRACT AT STORMWATER FACILITIES,033-23515-00,A - Debris Removal,A,Debris Removal,Small,King,33,Washington,WA,53,1360.75,1020.56,1066.7,2007-06-16T21:11:37.000Z,58b13b95e83fa1263f9dae9f9bebc90724b3efee,2021-07-14T16:37:21.803Z,5ee75b68556129600dd93306
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),525,OPERATE ECC & GENERATORS AND TRAFFIC CONTROL,033-57535-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,57497.37,43123.03,45072.19,2007-06-16T21:11:37.000Z,9465329a789ebc9aa53838d221d79ba018579a11,2021-07-14T16:37:21.804Z,5ee75b68556129600dd93307
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),526,STREET SIGNAGE & GUARDRAIL REPAIR,033-35170-00,C - Roads and Bridges,C,Roads and Bridges,Small,King,33,Washington,WA,53,8097.66,6073.25,6347.76,2007-06-20T19:58:03.000Z,75a229038e0dcdb7fd1fb9f4a29a0f0c0cc5a708,2021-07-14T16:37:21.805Z,5ee75b68556129600dd93308
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),527,BARTON ST. PUMP STATION - INSTALL EMERG. BY-PASS & PUMP STATION,033-99033-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,48963.09,36722.32,37890.09,2007-06-16T21:11:37.000Z,db367bb76c026af4a2fbbfa61e4887a8ca37dc48,2021-07-14T16:37:21.806Z,5ee75b68556129600dd93309
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),529,DEBRIS REMOVAL - CITY WIDE,033-23515-00,A - Debris Removal,A,Debris Removal,Small,King,33,Washington,WA,53,13899.65,10424.74,10895.93,2007-06-16T21:11:37.000Z,126a7c5316b41a4b2dbcdc4bddf77416b988d607,2021-07-14T16:37:21.806Z,5ee75b68556129600dd9330a
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),530,MAGNUSON PARK - REPAIR RECREATION TRAILS,033-63000-00,G - Recreational or Other,G,Recreational or Other,Small,King,33,Washington,WA,53,33225,24918.75,25377.25,2007-06-20T19:58:03.000Z,be76dad2c85d30b49d15ae0c7ced8d2b0c437494,2021-07-14T16:37:21.807Z,5ee75b68556129600dd9330b
1682,2007-02-14T05:00:00.000Z,Severe Storm(s),531,ALKI TREATMENT PLANT - TEMPORARY SKYLIGHT REPAIR,033-99033-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,1372.95,1029.71,1062.46,2007-06-20T19:58:03.000Z,277a10924932a960cfdf83cc377a92fb4cad11f4,2021-07-14T16:37:21.808Z,5ee75b68556129600dd9330c
