"Year","FID_HRA_20","HRA2010v2_","variable","Education","estimate","SE","CoV"
2009,0,"Auburn-North","C15002B_010","some_college",140.963745708208,420.986622149319,2.98648861829164
2009,0,"Auburn-North","C15002C_005","some_college",4.40494148497196,666.493776585908,151.305931953861
2009,0,"Auburn-North","C15002C_010","some_college",15.8982666214442,519.655967410763,32.6863286284198
2009,0,"Auburn-North","C15002D_005","some_college",209.591534888336,249.90947536148,1.1923643552428
2009,0,"Auburn-North","C15002D_010","some_college",356.128512380766,285.913369833634,0.802837627131469
2009,0,"Auburn-North","C15002E_005","some_college",8.66439197130182,671.500341548255,77.5011499678681
2009,0,"Auburn-North","C15002E_010","some_college",50.5660273365296,551.79444369812,10.9123550486929
2009,0,"Auburn-North","C15002F_005","some_college",90.5901256439524,581.821323104548,6.42256889444317
2009,0,"Auburn-North","C15002F_010","some_college",8.13867264769367,649.382270912387,79.7897026975779
2009,0,"Auburn-North","C15002G_005","some_college",84.8342525535554,370.37308060537,4.365843623972
2009,0,"Auburn-North","C15002G_010","some_college",158.074528710526,328.715758914443,2.07949858586264
2009,0,"Auburn-North","C15002H_005","some_college",2584.86300233813,618.197650905652,0.239160702267959
2009,0,"Auburn-North","C15002H_010","some_college",3336.88450304705,632.932382111677,0.189677641384866
2009,0,"Auburn-North","C15002I_005","some_college",214.394943558516,380.834399747188,1.77632174260325
2009,0,"Auburn-North","C15002I_010","some_college",130.845852183236,444.169833633324,3.39460385042476
2009,1,"Auburn-South","C15002A_006","college_grad",815.106596844338,266.691334094219,0.327185836952745
2009,1,"Auburn-South","C15002A_011","college_grad",801.64319478208,251.45575962735,0.313675412283275
2009,1,"Auburn-South","C15002B_006","college_grad",92.1959479546017,179.129947869669,1.94292647175638
2009,1,"Auburn-South","C15002B_011","college_grad",59.073536437844,248.923947453324,4.21379796205763
2009,1,"Auburn-South","C15002C_006","college_grad",11.911043738337,370.404745350727,31.0975892195358
2009,1,"Auburn-South","C15002C_011","college_grad",6.52836422620531,388.813944513823,59.5576366516281
2009,1,"Auburn-South","C15002D_006","college_grad",109.096352382428,271.099279301177,2.48495273564106
2009,1,"Auburn-South","C15002D_011","college_grad",175.260354359084,164.882307506656,0.940784971647583
2009,1,"Auburn-South","C15002E_006","college_grad",0,457.047844940016,Inf
2009,1,"Auburn-South","C15002E_011","college_grad",0,457.047844940016,Inf
2009,1,"Auburn-South","C15002F_006","college_grad",6.53348580540627,371.092106315306,56.7984866529041
2009,1,"Auburn-South","C15002F_011","college_grad",0,457.047844940016,Inf
2009,1,"Auburn-South","C15002G_006","college_grad",11.2342529569152,370.356816471978,32.9667506947141
2009,1,"Auburn-South","C15002G_011","college_grad",23.1466648867061,398.785879470026,17.2286539517432
2009,1,"Auburn-South","C15002H_006","college_grad",788.344646456923,261.278740007445,0.331427049300983
2009,1,"Auburn-South","C15002H_011","college_grad",770.275198910038,248.300904321605,0.322353497390228
2009,1,"Auburn-South","C15002I_006","college_grad",34.2059114042369,304.950236274951,8.9151326117619
2009,1,"Auburn-South","C15002I_011","college_grad",34.2070740176154,319.494010325015,9.33999821675735
2009,1,"Auburn-South","C15002A_004","hs_grad",1889.32069484185,434.465140145513,0.22995838733555
2009,1,"Auburn-South","C15002A_009","hs_grad",2191.40458949828,473.166934766486,0.215919477870044
2009,1,"Auburn-South","C15002B_004","hs_grad",175.53573687191,371.169266279378,2.11449402209319
2009,1,"Auburn-South","C15002B_009","hs_grad",33.1078402610755,230.992598856948,6.97697575666158
2009,1,"Auburn-South","C15002C_004","hs_grad",84.4923782097667,265.38337154029,3.14091492230731
2009,1,"Auburn-South","C15002C_009","hs_grad",71.8985422088019,348.812001314775,4.85144747861206
2009,1,"Auburn-South","C15002D_004","hs_grad",47.6516206140189,311.023275957499,6.52702409592333
2009,1,"Auburn-South","C15002D_009","hs_grad",70.4325580308194,148.213555744141,2.10433299439851
2009,1,"Auburn-South","C15002E_004","hs_grad",0.506083565082826,454.507426567556,898.087703150707
2009,1,"Auburn-South","C15002E_009","hs_grad",59.0048861193188,399.732747712282,6.77457027717923
2009,1,"Auburn-South","C15002F_004","hs_grad",88.6791736104681,187.614555002316,2.11565520249919
2009,1,"Auburn-South","C15002F_009","hs_grad",48.7071492227471,244.453802641372,5.01884849641761
2009,1,"Auburn-South","C15002G_004","hs_grad",45.3715929889582,160.807550817151,3.54423418318782
2009,1,"Auburn-South","C15002G_009","hs_grad",43.0461837367106,416.149021242728,9.66750092849294
2009,1,"Auburn-South","C15002H_004","hs_grad",1823.37623556923,428.582736670219,0.235048986769547
2009,1,"Auburn-South","C15002H_009","hs_grad",2153.43915479711,474.044401231039,0.220133640727686
2009,1,"Auburn-South","C15002I_004","hs_grad",170.625759776017,130.420967289399,0.764368565805098
2009,1,"Auburn-South","C15002I_009","hs_grad",86.7779667619016,258.090506926405,2.97414789210889
2009,1,"Auburn-South","C15002A_003","less_than_hs",709.213887141066,290.780601417237,0.410004099876571
2009,1,"Auburn-South","C15002A_008","less_than_hs",640.289359821793,266.315747744157,0.4159303034776
2009,1,"Auburn-South","C15002B_003","less_than_hs",22.9958819359902,312.730619492946,13.599418381232
2009,1,"Auburn-South","C15002B_008","less_than_hs",49.9612113749108,328.364088958762,6.57238045120054
2009,1,"Auburn-South","C15002C_003","less_than_hs",19.9646318080133,394.175230878099,19.7436764508668
2009,1,"Auburn-South","C15002C_008","less_than_hs",34.0144754059225,394.654158020764,11.6025354885246
2009,1,"Auburn-South","C15002D_003","less_than_hs",106.693166204366,343.941415690484,3.22364991054514
2009,1,"Auburn-South","C15002D_008","less_than_hs",141.040198676937,360.085234165272,2.55306811492853
2009,1,"Auburn-South","C15002E_003","less_than_hs",4.50326847008907,371.845580653887,82.5723767356318
2009,1,"Auburn-South","C15002E_008","less_than_hs",2.34319391118643,366.352265599177,156.347395685098
2009,1,"Auburn-South","C15002F_003","less_than_hs",166.368459613201,215.649040045776,1.29621348029038
2009,1,"Auburn-South","C15002F_008","less_than_hs",181.303612322882,235.624955821819,1.29961534027351
2009,1,"Auburn-South","C15002G_003","less_than_hs",28.7628833085381,399.627974922424,13.8938774195769
2009,1,"Auburn-South","C15002G_008","less_than_hs",89.6909653822363,262.996412513195,2.93225088382517
2009,1,"Auburn-South","C15002H_003","less_than_hs",565.078648387186,255.429386855405,0.452024488245019
2009,1,"Auburn-South","C15002H_008","less_than_hs",504.114668257402,238.687246873746,0.473478083267895
2009,1,"Auburn-South","C15002I_003","less_than_hs",340.253223289218,278.876193043329,0.819613669923363
2009,1,"Auburn-South","C15002I_008","less_than_hs",345.54938347984,274.326785684121,0.793885906904318
2009,1,"Auburn-South","C15002A_005","some_college",1770.42579289094,456.754281344227,0.257991203685747
2009,1,"Auburn-South","C15002A_010","some_college",2346.0558096778,435.506869084792,0.185633635520633
2009,1,"Auburn-South","C15002B_005","some_college",110.031160949568,206.689650065448,1.87846468474674
2009,1,"Auburn-South","C15002B_010","some_college",193.210953419841,181.274855188418,0.938222455714064
2009,1,"Auburn-South","C15002C_005","some_college",13.9657444018527,389.17480089645,27.8663843256949
2009,1,"Auburn-South","C15002C_010","some_college",68.8614932401353,332.152293517799,4.82348374815967
2009,1,"Auburn-South","C15002D_005","some_college",126.374172484562,213.633019149255,1.69048006368036
2009,1,"Auburn-South","C15002D_010","some_college",119.980685047748,285.332878533447,2.37815677098271
2009,1,"Auburn-South","C15002E_005","some_college",51.8298773608848,353.683867087485,6.82393795039934
2009,1,"Auburn-South","C15002E_010","some_college",0.00322558942022289,457.01543932724,141684.318674278
2009,1,"Auburn-South","C15002F_005","some_college",99.9323849774436,208.809907836567,2.08951190230974
2009,1,"Auburn-South","C15002F_010","some_college",30.787776255088,307.841445449956,9.99882040519513
2009,1,"Auburn-South","C15002G_005","some_college",52.1893871163595,255.633945440921,4.89819788208988
2009,1,"Auburn-South","C15002G_010","some_college",168.367755274831,248.148110928083,1.47384581164621
2009,1,"Auburn-South","C15002H_005","some_college",1747.14262238028,457.035177669871,0.261590079605071
2009,1,"Auburn-South","C15002H_010","some_college",2274.76106757683,427.923206755071,0.188117869983995
2009,1,"Auburn-South","C15002I_005","some_college",142.049156641683,219.937969653718,1.5483229527966
2009,1,"Auburn-South","C15002I_010","some_college",104.553663634356,103.13354382807,0.986417311867209
2009,2,"Ballard","C15002A_006","college_grad",10622.0329046418,1281.03608013894,0.120601780434998
2009,2,"Ballard","C15002A_011","college_grad",10948.1156105833,1289.69104602,0.117800276494457
2009,2,"Ballard","C15002B_006","college_grad",60.9261523816613,717.989512401565,11.7845864925762
2009,2,"Ballard","C15002B_011","college_grad",54.8173038815908,721.593532583127,13.1636085959612
2009,2,"Ballard","C15002C_006","college_grad",0.159137177429157,944.020552423091,5932.11823706838
2009,2,"Ballard","C15002C_011","college_grad",11.373689081924,868.702214400751,76.3782276923118
2009,2,"Ballard","C15002D_006","college_grad",365.216088462024,284.206845920385,0.778188187484345
2009,2,"Ballard","C15002D_011","college_grad",666.551350792049,371.453652132671,0.557276872503941
2009,2,"Ballard","C15002E_006","college_grad",0,944.494676675125,Inf
2009,2,"Ballard","C15002E_011","college_grad",0,944.494676675125,Inf
2009,2,"Ballard","C15002F_006","college_grad",97.5397564993519,738.843633856766,7.57479473369071
2009,2,"Ballard","C15002F_011","college_grad",87.9689002260363,680.180752017026,7.73205928764939
2009,2,"Ballard","C15002G_006","college_grad",127.100213527307,503.423123747583,3.96083617624625
2009,2,"Ballard","C15002G_011","college_grad",253.096184179242,498.23601965223,1.96856393259323
2009,2,"Ballard","C15002H_006","college_grad",10492.1808167104,1275.64790542205,0.121580816010184
2009,2,"Ballard","C15002H_011","college_grad",10796.2230751938,1284.09309552892,0.118939103664813
2009,2,"Ballard","C15002I_006","college_grad",157.942019778644,436.845388632804,2.76585920102227
2009,2,"Ballard","C15002I_011","college_grad",265.608262996728,343.18278554028,1.29206366424115
2009,2,"Ballard","C15002A_004","hs_grad",2309.57447924501,774.035858778131,0.335142194258727
2009,2,"Ballard","C15002A_009","hs_grad",2038.71787050045,743.597618309247,0.364737872301435
2009,2,"Ballard","C15002B_004","hs_grad",0,944.494676675125,Inf
2009,2,"Ballard","C15002B_009","hs_grad",45.2778683974633,802.166702252516,17.7165297449705
2009,2,"Ballard","C15002C_004","hs_grad",109.093011460745,690.793715614051,6.33215369494699
2009,2,"Ballard","C15002C_009","hs_grad",22.8177505950733,877.146140621901,38.4413939913643
2009,2,"Ballard","C15002D_004","hs_grad",53.559200913407,826.650547918573,15.4343331084248
2009,2,"Ballard","C15002D_009","hs_grad",72.2351644945186,648.084244364658,8.97186638806418
2009,2,"Ballard","C15002E_004","hs_grad",0,944.494676675125,Inf
2009,2,"Ballard","C15002E_009","hs_grad",0,944.494676675125,Inf
2009,2,"Ballard","C15002F_004","hs_grad",18,872.706695236467,48.4837052909148
2009,2,"Ballard","C15002F_009","hs_grad",0,944.494676675125,Inf
2009,2,"Ballard","C15002G_004","hs_grad",19.4744752267973,874.978549204258,44.9295058795868
2009,2,"Ballard","C15002G_009","hs_grad",69.4062722378738,644.261482782401,9.28246773684006
2009,2,"Ballard","C15002H_004","hs_grad",2136.42082802475,722.825906728405,0.338334984028733
2009,2,"Ballard","C15002H_009","hs_grad",2004.68325360064,740.59951524187,0.36943467947451
2009,2,"Ballard","C15002I_004","hs_grad",265.336027076065,587.957800713585,2.21589886301054
2009,2,"Ballard","C15002I_009","hs_grad",47.0353839856675,786.2680392801,16.7165221723222
2009,2,"Ballard","C15002A_003","less_than_hs",420.54611540914,399.892602409116,0.950888827067323
2009,2,"Ballard","C15002A_008","less_than_hs",405.653768388523,390.226848864464,0.961970229968915
2009,2,"Ballard","C15002B_003","less_than_hs",0.57216130290268,943.895767137851,1649.70221220711
2009,2,"Ballard","C15002B_008","less_than_hs",16.684698771787,873.272324594758,52.3397117646151
2009,2,"Ballard","C15002C_003","less_than_hs",0.195372152210671,943.460196565288,4829.04132390346
2009,2,"Ballard","C15002C_008","less_than_hs",21,878.949128405046,41.8547204002403
2009,2,"Ballard","C15002D_003","less_than_hs",20.2539283956311,862.591664610246,42.5888572212151
2009,2,"Ballard","C15002D_008","less_than_hs",37.7783134849634,711.451807341287,18.8322807905244
2009,2,"Ballard","C15002E_003","less_than_hs",0,944.494676675125,Inf
2009,2,"Ballard","C15002E_008","less_than_hs",0,944.494676675125,Inf
2009,2,"Ballard","C15002F_003","less_than_hs",0.00230125756854182,944.491633993733,410424.129356457
2009,2,"Ballard","C15002F_008","less_than_hs",49.0017898669978,898.452991055143,18.3351055847909
2009,2,"Ballard","C15002G_003","less_than_hs",0.711712840196017,943.841320816281,1326.15468979924
2009,2,"Ballard","C15002G_008","less_than_hs",7.99562377337379,861.827683129546,107.787423165096
2009,2,"Ballard","C15002H_003","less_than_hs",353.988394382557,358.782686430284,1.01354364189281
2009,2,"Ballard","C15002H_008","less_than_hs",395.839239699237,387.163521893266,0.978082724157002
2009,2,"Ballard","C15002I_003","less_than_hs",66.560022284152,751.77752279571,11.2947306355501
2009,2,"Ballard","C15002I_008","less_than_hs",79.8163185562842,828.155667153575,10.3757687918114
2009,2,"Ballard","C15002A_005","some_college",4927.60453165634,1254.65748837917,0.254618137539019
2009,2,"Ballard","C15002A_010","some_college",4164.80867520211,1005.41278337019,0.241406715596943
2009,2,"Ballard","C15002B_005","some_college",111.717504325886,752.439860668284,6.73520112366074
2009,2,"Ballard","C15002B_010","some_college",120.891445599832,690.159620067827,5.70892023536846
2009,2,"Ballard","C15002C_005","some_college",54.1085026209744,823.005677745868,15.2102837424823
2009,2,"Ballard","C15002C_010","some_college",78.7273557493424,748.911830041862,9.51272683952831
2009,2,"Ballard","C15002D_005","some_college",100.218830464288,490.31962857428,4.89249002710124
2009,2,"Ballard","C15002D_010","some_college",192.714987502364,372.435641713861,1.93257227442828
2009,2,"Ballard","C15002E_005","some_college",0,944.494676675125,Inf
2009,2,"Ballard","C15002E_010","some_college",18,875.047607674684,48.6137559819269
2009,2,"Ballard","C15002F_005","some_college",20.4782035832703,864.565770364839,42.2188287585511
2009,2,"Ballard","C15002F_010","some_college",66.5498497128909,646.111225125697,9.70868045402277
2009,2,"Ballard","C15002G_005","some_college",124.52159754638,754.115804375451,6.05610447693278
2009,2,"Ballard","C15002G_010","some_college",170.783248636155,564.492750146729,3.30531685428558
2009,2,"Ballard","C15002H_005","some_college",4750.585811864,1238.46935087604,0.26069823805374
2009,2,"Ballard","C15002H_010","some_college",4086.28495374201,992.329714464925,0.242843983153011
2009,2,"Ballard","C15002I_005","some_college",230.836127614172,477.46400747932,2.06841109497977
2009,2,"Ballard","C15002I_010","some_college",203.076453522472,551.295354716856,2.71471825095592
2009,3,"Beacon/Gtown/S.Park","C15002A_006","college_grad",590.591858301329,214.630145468334,0.363415347589885
2009,3,"Beacon/Gtown/S.Park","C15002A_011","college_grad",539.551094479129,231.847825220925,0.429705041085582
2009,3,"Beacon/Gtown/S.Park","C15002B_006","college_grad",75.3631840116656,177.257242902806,2.35204025980866
2009,3,"Beacon/Gtown/S.Park","C15002B_011","college_grad",41.6631815948261,295.274023334923,7.08716934310152
2009,3,"Beacon/Gtown/S.Park","C15002C_006","college_grad",0.266774050062684,381.812816811629,1431.22172760774
2009,3,"Beacon/Gtown/S.Park","C15002C_011","college_grad",0.224426476859456,382.436276646289,1704.06042102503
2009,3,"Beacon/Gtown/S.Park","C15002D_006","college_grad",523.726700081284,193.451865975043,0.369375603621162
2009,3,"Beacon/Gtown/S.Park","C15002D_011","college_grad",464.30458976348,261.07746400277,0.562297831550114
2009,3,"Beacon/Gtown/S.Park","C15002E_006","college_grad",16.0560461164385,310.093754069218,19.313207736227
2009,3,"Beacon/Gtown/S.Park","C15002E_011","college_grad",0.172914861365081,382.826474732599,2213.95935381358
2009,3,"Beacon/Gtown/S.Park","C15002F_006","college_grad",2.35776729657354,372.378605555669,157.936962692134
2009,3,"Beacon/Gtown/S.Park","C15002F_011","college_grad",12.0974401774301,304.893509925579,25.2031426032106
2009,3,"Beacon/Gtown/S.Park","C15002G_006","college_grad",9.44622133342895,301.416456352213,31.9086802767937
2009,3,"Beacon/Gtown/S.Park","C15002G_011","college_grad",32.6924282179801,231.970650638718,7.09554668414443
2009,3,"Beacon/Gtown/S.Park","C15002H_006","college_grad",545.790594250563,199.225912413394,0.365022619502917
2009,3,"Beacon/Gtown/S.Park","C15002H_011","college_grad",530.456968617526,231.448508391571,0.436319102367098
2009,3,"Beacon/Gtown/S.Park","C15002I_006","college_grad",62.350111014527,175.444789659086,2.81386491225667
2009,3,"Beacon/Gtown/S.Park","C15002I_011","college_grad",21.1915660390329,220.355099212606,10.3982451701178
2009,3,"Beacon/Gtown/S.Park","C15002A_004","hs_grad",464.521656480737,212.539489833072,0.457544846118247
2009,3,"Beacon/Gtown/S.Park","C15002A_009","hs_grad",450.432337698792,213.35519811297,0.473667586130646
2009,3,"Beacon/Gtown/S.Park","C15002B_004","hs_grad",189.642352789514,135.468147065915,0.714334878645345
2009,3,"Beacon/Gtown/S.Park","C15002B_009","hs_grad",206.478786705321,233.252140618592,1.12966636592785
2009,3,"Beacon/Gtown/S.Park","C15002C_004","hs_grad",28.0349476775591,324.955473636223,11.5910854328556
2009,3,"Beacon/Gtown/S.Park","C15002C_009","hs_grad",24.3340063005847,315.259645838285,12.9555175561334
2009,3,"Beacon/Gtown/S.Park","C15002D_004","hs_grad",301.552372881933,242.935617539209,0.805616666907561
2009,3,"Beacon/Gtown/S.Park","C15002D_009","hs_grad",332.228068902107,267.223196993776,0.804336604901721
2009,3,"Beacon/Gtown/S.Park","C15002E_004","hs_grad",2.32959981505123,379.592527455469,162.943233856293
2009,3,"Beacon/Gtown/S.Park","C15002E_009","hs_grad",3.55722191524051,379.076564293363,106.565340404896
2009,3,"Beacon/Gtown/S.Park","C15002F_004","hs_grad",118.480791150451,285.548265406609,2.41008067749995
2009,3,"Beacon/Gtown/S.Park","C15002F_009","hs_grad",111.449696866152,306.669917472902,2.75164424934421
2009,3,"Beacon/Gtown/S.Park","C15002G_004","hs_grad",53.4049363478197,170.756355858185,3.19738899689103
2009,3,"Beacon/Gtown/S.Park","C15002G_009","hs_grad",90.8862926473475,186.516931373535,2.05220089785429
2009,3,"Beacon/Gtown/S.Park","C15002H_004","hs_grad",420.293294012769,200.565582311238,0.477203860181372
2009,3,"Beacon/Gtown/S.Park","C15002H_009","hs_grad",417.155551621683,205.558477040223,0.492762175263205
2009,3,"Beacon/Gtown/S.Park","C15002I_004","hs_grad",161.369863356947,209.959992488926,1.30111030722322
2009,3,"Beacon/Gtown/S.Park","C15002I_009","hs_grad",185.118972734821,316.622270745671,1.71037180072961
2009,3,"Beacon/Gtown/S.Park","C15002A_003","less_than_hs",748.685332027702,409.279845080804,0.546664703544186
2009,3,"Beacon/Gtown/S.Park","C15002A_008","less_than_hs",153.083667828594,104.731401856609,0.684144842765826
2009,3,"Beacon/Gtown/S.Park","C15002B_003","less_than_hs",168.174787073602,275.06665630309,1.63559984876156
2009,3,"Beacon/Gtown/S.Park","C15002B_008","less_than_hs",151.027384248571,275.753131366107,1.82584855546631
2009,3,"Beacon/Gtown/S.Park","C15002C_003","less_than_hs",20.0447311369265,313.846424330137,15.6573027688043
2009,3,"Beacon/Gtown/S.Park","C15002C_008","less_than_hs",15.559439108482,312.86527975973,20.1077479450514
2009,3,"Beacon/Gtown/S.Park","C15002D_003","less_than_hs",491.439343909739,254.977590779118,0.518838375353906
2009,3,"Beacon/Gtown/S.Park","C15002D_008","less_than_hs",487.628066684089,308.46667189471,0.632585966579629
2009,3,"Beacon/Gtown/S.Park","C15002E_003","less_than_hs",11.8677833959901,305.092530452835,25.7076254489041
2009,3,"Beacon/Gtown/S.Park","C15002E_008","less_than_hs",2.536741070783,379.975227481775,149.788731636095
2009,3,"Beacon/Gtown/S.Park","C15002F_003","less_than_hs",79.4561170278917,355.998170141374,4.48043754789084
2009,3,"Beacon/Gtown/S.Park","C15002F_008","less_than_hs",40.9317455836043,317.861547424908,7.76564846900228
2009,3,"Beacon/Gtown/S.Park","C15002G_003","less_than_hs",44.053591780658,327.249284536119,7.42843594151158
2009,3,"Beacon/Gtown/S.Park","C15002G_008","less_than_hs",19.7405628370496,304.647746254585,15.432576506016
2009,3,"Beacon/Gtown/S.Park","C15002H_003","less_than_hs",214.624800389457,166.588184247329,0.776183292634583
2009,3,"Beacon/Gtown/S.Park","C15002H_008","less_than_hs",80.8882340278731,153.283866188969,1.89500819286214
2009,3,"Beacon/Gtown/S.Park","C15002I_003","less_than_hs",633.349332745169,408.353590944444,0.644752539920566
2009,3,"Beacon/Gtown/S.Park","C15002I_008","less_than_hs",127.232491420511,257.307177318213,2.02233859013101
2009,3,"Beacon/Gtown/S.Park","C15002A_005","some_college",1130.23095400401,374.944474900055,0.331741467150371
2009,3,"Beacon/Gtown/S.Park","C15002A_010","some_college",675.959832731484,237.355153631039,0.351137955449085
2009,3,"Beacon/Gtown/S.Park","C15002B_005","some_college",302.720780201088,194.137475647728,0.64130871861115
2009,3,"Beacon/Gtown/S.Park","C15002B_010","some_college",260.440276812899,137.319528361763,0.527259186029869
2009,3,"Beacon/Gtown/S.Park","C15002C_005","some_college",26.0820552357379,235.674630292725,9.0358918483464
2009,3,"Beacon/Gtown/S.Park","C15002C_010","some_college",17.1536233898394,220.182725810197,12.8359309754123
2009,3,"Beacon/Gtown/S.Park","C15002D_005","some_college",481.672323781832,247.606459972178,0.514055817091806
2009,3,"Beacon/Gtown/S.Park","C15002D_010","some_college",598.884689619942,226.486541876659,0.378180550951118
2009,3,"Beacon/Gtown/S.Park","C15002E_005","some_college",1.24217955183501,378.915541322109,305.040878158361
2009,3,"Beacon/Gtown/S.Park","C15002E_010","some_college",28.6842494853521,311.990590944358,10.8767214252435
2009,3,"Beacon/Gtown/S.Park","C15002F_005","some_college",13.4215020925731,310.706606700325,23.1499130691382
2009,3,"Beacon/Gtown/S.Park","C15002F_010","some_college",1.85555560024052,377.758641466341,203.58249648643
2009,3,"Beacon/Gtown/S.Park","C15002G_005","some_college",77.3153658670342,178.700512039434,2.31131949044593
2009,3,"Beacon/Gtown/S.Park","C15002G_010","some_college",103.048082729178,259.491845247813,2.51816276805252
