source,GEOID,Year,variable,mean,up,low
NA,Des Moines/Normandy Park,2001,Average household size among owners,2.7099783951085454,3.368669855782421,2.0634476797023975
NA,Downtown,2001,Average household size among owners,2.3678298877725013,3.0264025335064817,1.721284434469565
NA,East Federal Way,2001,Average household size among owners,2.5314204015932433,3.1901074391646693,1.8849269720231
NA,Fairwood,2001,Average household size among owners,2.7813994945079585,3.4400786775852756,2.1348548636935893
NA,Fed Way-Central/Military Rd,2001,Average household size among owners,2.7322040932967577,3.3908457155880756,2.085630793866871
NA,Fed Way-Dash Point/Woodmont,2001,Average household size among owners,2.7406162182411316,3.39926991917484,2.094047755709609
NA,Fremont/Greenlake,2001,Average household size among owners,2.4307826875674747,3.0893762607232733,1.7842659078092278
NA,Issaquah,2001,Average household size among owners,2.653322698393032,3.3120582187252947,2.0068289513316477
NA,Kenmore/LFP,2001,Average household size among owners,2.2191115611639654,2.875970588666061,1.5730670544462995
NA,Kent-East,2001,Average household size among owners,2.7717973526337993,3.4304688939018755,2.1252705488252177
NA,Kent-SE,2001,Average household size among owners,2.687209171353584,3.3458253775586053,2.0406580087383404
NA,Kent-West,2001,Average household size among owners,2.727295363512024,3.3859505441431437,2.080765094105539
NA,Kirkland,2001,Average household size among owners,2.5277237210305774,3.1862760495058984,1.8811462530519831
NA,Kirkland North,2001,Average household size among owners,2.2069104282003944,2.8655046266473883,1.5603616672569234
NA,Mercer Isle/Pt Cities,2001,Average household size among owners,2.8799081030050875,3.5384078352821495,2.2332032937911817
NA,NE Seattle,2001,Average household size among owners,2.4138357491831104,3.0715843695428333,1.7689528997818278
NA,Newcastle/Four Creeks,2001,Average household size among owners,2.726911099800337,3.3855801739093194,2.0804053602216266
NA,North Highline,2001,Average household size among owners,2.759126962194385,3.4176581630401883,2.1124172345238637
NA,North Seattle,2001,Average household size among owners,2.412145502145179,3.069826624864484,1.767213604412997
NA,NW Seattle,2001,Average household size among owners,2.4648996140625594,3.123443358179489,1.8183257692086219
NA,QA/Magnolia,2001,Average household size among owners,2.4501645199643995,3.1087081966799053,1.8036502319552226
NA,Redmond,2001,Average household size among owners,2.4441402886578363,3.10105424441076,1.7981470471420908
NA,Renton-East,2001,Average household size among owners,2.668615988919925,3.3273282425835546,2.0221116524832823
NA,Renton-North,2001,Average household size among owners,2.7830714864246224,3.44174110808761,2.136495331581716
NA,Renton-South,2001,Average household size among owners,2.849580957268927,3.508070191654233,2.2029437110212253
NA,Sammamish,2001,Average household size among owners,2.6733294495833415,3.331897475529289,2.026727585963433
NA,SE Seattle,2001,Average household size among owners,2.0894779480689336,2.748352598491981,1.4430633378083737
NA,SeaTac/Tukwila,2001,Average household size among owners,2.7310837480686185,3.389612321703226,2.0844758462417676
NA,Shoreline,2001,Average household size among owners,2.1944532544008033,2.8529900762047484,1.5479171462378118
NA,Snoqualmie/North Bend/Skykomish,2001,Average household size among owners,2.63879112910991,3.297401174023155,1.9922639261811166
NA,Vashon Island,2001,Average household size among owners,2.6312236296464713,3.2898641009108145,1.984641878901352
NA,West Seattle,2001,Average household size among owners,2.239412159096995,2.898032625347831,1.5929073528418547
NA,Auburn-North,2002,Average household size among owners,2.5913638609448824,3.243236979065706,1.9446013811500582
NA,Auburn-South,2002,Average household size among owners,2.4447557129216277,3.096656817327712,1.797962420776872
NA,Ballard,2002,Average household size among owners,2.4154564834021897,3.067317854194522,1.768723071931394
NA,Beacon/Gtown/S.Park,2002,Average household size among owners,2.360281120660482,3.0120914347607717,1.713534266500345
NA,Bear Creek/Carnation/Duvall,2002,Average household size among owners,2.4440717694190806,3.094202430759767,1.7977166662637138
NA,Bellevue-Central,2002,Average household size among owners,2.828363901333211,3.4803235056351705,2.1816043816458723
NA,Bellevue-NE,2002,Average household size among owners,2.5170112129049196,3.1689792020247864,1.8703731105444399
NA,Bellevue-South,2002,Average household size among owners,3.203813357083151,3.8557035149646524,2.556812107576536
NA,Bellevue-West,2002,Average household size among owners,2.3939986361513768,3.046108835947673,1.7474726398807388
NA,Black Diamond/Enumclaw/SE County,2002,Average household size among owners,2.6212614078718888,3.2731400710867526,1.974505493261488
NA,Bothell/Woodinville,2002,Average household size among owners,1.9490513124232454,2.6008930192189705,1.3022266179934487
NA,Burien,2002,Average household size among owners,2.6416234482787013,3.293518967125032,1.994879855590942
NA,Capitol Hill/E.lake,2002,Average household size among owners,2.440950494260603,3.0927658068266375,1.7941920819236574
NA,Central Seattle,2002,Average household size among owners,2.3724469275292592,3.0237202187691192,1.7271037551337698
NA,Covington/Maple Valley,2002,Average household size among owners,2.7100053742787944,3.361898368353728,2.06326983370995
NA,Delridge,2002,Average household size among owners,2.2659578007302583,2.917845024916851,1.6191670305598662
NA,Des Moines/Normandy Park,2002,Average household size among owners,2.70112149796096,3.353076045180507,2.0543952734030158
NA,Downtown,2002,Average household size among owners,2.358973061005101,3.010817845282819,1.7122264764932535
NA,East Federal Way,2002,Average household size among owners,2.5225635379671583,3.174495596785655,1.8758766559101279
NA,Fairwood,2002,Average household size among owners,2.7725426010565988,3.42449318089705,2.125804774298651
NA,Fed Way-Central/Military Rd,2002,Average household size among owners,2.723347196611023,3.3752664486591057,2.076576301258631
NA,Fed Way-Dash Point/Woodmont,2002,Average household size among owners,2.7317595539555874,3.38369041458717,2.084997403195414
NA,Fremont/Greenlake,2002,Average household size among owners,2.421925835432571,3.0737905257002187,1.77520714117777
NA,Issaquah,2002,Average household size among owners,2.644465776283595,3.2964455055029,1.9977780711610853
NA,Kenmore/LFP,2002,Average household size among owners,2.2102550969303314,2.860406832894018,1.5638740158360145
NA,Kent-East,2002,Average household size among owners,2.7629407053536656,3.4148812754949986,2.1162185958829984
NA,Kent-SE,2002,Average household size among owners,2.6783523373728197,3.3302444552714467,2.03160676878564
NA,Kent-West,2002,Average household size among owners,2.718438474585298,3.370362994701855,2.0717145752197745
NA,Kirkland,2002,Average household size among owners,2.5188671338674062,3.1707048652702157,1.8720936122198617
NA,Kirkland North,2002,Average household size among owners,2.198053813743631,2.849899460209456,1.5513077645094324
NA,Mercer Isle/Pt Cities,2002,Average household size among owners,2.8710515464968287,3.5228846935311933,2.2241488694135367
NA,NE Seattle,2002,Average household size among owners,2.4049802449612345,3.056251727006539,1.7596954089351695
NA,Newcastle/Four Creeks,2002,Average household size among owners,2.7180544598070417,3.3699862898168336,2.0713551118487477
NA,North Highline,2002,Average household size among owners,2.7502701550726143,3.402128765063286,2.1033660762279993
NA,North Seattle,2002,Average household size among owners,2.403290088307489,3.0545144517167415,1.7579576093103364
NA,NW Seattle,2002,Average household size among owners,2.456042758627086,3.1078715734482056,1.8092638886486863
NA,QA/Magnolia,2002,Average household size among owners,2.4413079455846676,3.093132061347208,1.7945872968828316
NA,Redmond,2002,Average household size among owners,2.4352837345574687,3.0854789078447005,1.7889551219854378
NA,Renton-East,2002,Average household size among owners,2.6597592787581594,3.311720387805414,2.0130604577788196
NA,Renton-North,2002,Average household size among owners,2.7742146093508153,3.4261633374401397,2.1274471501711933
NA,Renton-South,2002,Average household size among owners,2.8407244566177363,3.4925361763162748,2.1938893737420573
NA,Sammamish,2002,Average household size among owners,2.6644728729175142,3.3163376750658076,2.0176749525731155
NA,SE Seattle,2002,Average household size among owners,2.0806212072832646,2.73266564622771,1.4340141433870137
NA,SeaTac/Tukwila,2002,Average household size among owners,2.7222269667245937,3.374062897377075,2.0754217351281126
NA,Shoreline,2002,Average household size among owners,2.185596616090694,2.8373932292872714,1.5388522272425083
NA,Snoqualmie/North Bend/Skykomish,2002,Average household size among owners,2.6299344827340225,3.2818141298346495,1.9832095469147488
NA,Vashon Island,2002,Average household size among owners,2.6223669759777684,3.274283153406087,1.9755890241003944
NA,West Seattle,2002,Average household size among owners,2.230555270928058,2.882413643873903,1.5838494616728847
NA,Auburn-North,2003,Average household size among owners,2.598734539190161,3.2707361977028144,1.9280785269929823
NA,Auburn-South,2003,Average household size among owners,2.4521261354844106,3.1241610106656235,1.781443156232117
NA,Ballard,2003,Average household size among owners,2.422827095606727,3.094829845848119,1.752186640330891
NA,Beacon/Gtown/S.Park,2003,Average household size among owners,2.367651508205145,3.039596976192309,1.6970079083765728
NA,Bear Creek/Carnation/Duvall,2003,Average household size among owners,2.451441627425621,3.1216937400390075,1.7811209716036434
NA,Bellevue-Central,2003,Average household size among owners,2.8357342971304003,3.507822806775544,2.1650725584386645
NA,Bellevue-NE,2003,Average household size among owners,2.5243817893148686,3.196517958886349,1.8538055979956702
NA,Bellevue-South,2003,Average household size among owners,3.2111838480872814,3.8831349809653823,2.540349515103382
NA,Bellevue-West,2003,Average household size among owners,2.401369018666523,3.0737011111937838,1.7308555322716024
NA,Black Diamond/Enumclaw/SE County,2003,Average household size among owners,2.62863177680071,3.300639354183617,1.957979933747938
NA,Bothell/Woodinville,2003,Average household size among owners,1.9564219023403426,2.6284123891517712,1.2857090924179149
NA,Burien,2003,Average household size among owners,2.6489938706361142,3.3210284653539284,1.9783427729912726
NA,Capitol Hill/E.lake,2003,Average household size among owners,2.4483208990826744,3.1202663791522003,1.7776669222248698
NA,Central Seattle,2003,Average household size among owners,2.379816750585295,3.0510010207471527,1.7106742208356782
NA,Covington/Maple Valley,2003,Average household size among owners,2.717376006835365,3.389397924071269,2.0467388437527516
NA,Delridge,2003,Average household size among owners,2.273328219881346,2.9453590858921017,1.6026417519138016
NA,Des Moines/Normandy Park,2003,Average household size among owners,2.708492126343922,3.380589393218019,2.0378527337838985
NA,Downtown,2003,Average household size among owners,2.3663437027418213,3.038324854231668,1.6956984770189394
NA,East Federal Way,2003,Average household size among owners,2.5299341513314677,3.2020175730569576,1.85932962361455
NA,Fairwood,2003,Average household size among owners,2.7799132413438934,3.4519968523926385,2.109269141943468
NA,Fed Way-Central/Military Rd,2003,Average household size among owners,2.730717852689179,3.402765056891127,2.060051903848935
NA,Fed Way-Dash Point/Woodmont,2003,Average household size among owners,2.739130005154906,3.411189173701984,2.0684697910589387
NA,Fremont/Greenlake,2003,Average household size among owners,2.42929645419782,3.101301184592689,1.7586695186342864
NA,Issaquah,2003,Average household size among owners,2.6518363851304056,3.3239711250077675,1.9812230017551387
NA,Kenmore/LFP,2003,Average household size among owners,2.2176247281101293,2.887903319782837,1.5472785859793445
NA,Kent-East,2003,Average household size among owners,2.770311161397855,3.4423888721012004,2.0996783694311256
NA,Kent-SE,2003,Average household size among owners,2.685722971837566,3.357744019701389,2.0150784255681757
NA,Kent-West,2003,Average household size among owners,2.725809115882845,3.3978705186627645,2.0551750625959544
NA,Kirkland,2003,Average household size among owners,2.5262375232211483,3.1981948960850506,1.8555775198522855
NA,Kirkland North,2003,Average household size among owners,2.205424236360646,2.877422357158509,1.5347707188203024
NA,Mercer Isle/Pt Cities,2003,Average household size among owners,2.8784220314042543,3.5503411540001286,2.207664547959152
NA,NE Seattle,2003,Average household size among owners,2.4123498213927896,3.083550858277903,1.7432445858690264
NA,Newcastle/Four Creeks,2003,Average household size among owners,2.725424830356782,3.3974951807613616,2.0548116895851734
NA,North Highline,2003,Average household size among owners,2.7576408850254426,3.4295975014781717,2.0868741545260265
NA,North Seattle,2003,Average household size among owners,2.4106596478425395,3.081798723845419,1.7415223252484742
NA,NW Seattle,2003,Average household size among owners,2.4634134016291664,3.135373622454072,1.7927383513877495
NA,QA/Magnolia,2003,Average household size among owners,2.448678309003649,3.120633531431824,1.7780574622446743
NA,Redmond,2003,Average household size among owners,2.442653405040636,3.1129805659996808,1.7723473337086784
NA,Renton-East,2003,Average household size among owners,2.6671296687960107,3.3392385556807156,1.9965125354274216
NA,Renton-North,2003,Average household size among owners,2.7815852802589927,3.4536599211367234,2.110919515221006
NA,Renton-South,2003,Average household size among owners,2.848094852637126,3.519997535506646,2.177395284911938
NA,Sammamish,2003,Average household size among owners,2.671843262346952,3.343822411582768,2.0011621853473356
NA,SE Seattle,2003,Average household size among owners,2.087991598141572,2.760243583969798,1.4174271499686717
NA,SeaTac/Tukwila,2003,Average household size among owners,2.7295973743237605,3.4015408753422065,2.0589135307020405
NA,Shoreline,2003,Average household size among owners,2.1929670194536044,2.8649125642752664,1.522318205305655
NA,Snoqualmie/North Bend/Skykomish,2003,Average household size among owners,2.6373049106491266,3.309320353510096,1.9666737738712512
NA,Vashon Island,2003,Average household size among owners,2.6297374250729058,3.3017870834053142,1.9590600691412208
NA,West Seattle,2003,Average household size among owners,2.2379259022219737,2.90994325809662,1.567306029216692
NA,Auburn-North,2004,Average household size among owners,2.5988622277653306,3.2645339508589473,1.9335677679815637
NA,Auburn-South,2004,Average household size among owners,2.4522540494692087,3.1179556168852796,1.7869312590163942
NA,Ballard,2004,Average household size among owners,2.4229548485034837,3.0886335320383695,1.7576803570750865
NA,Beacon/Gtown/S.Park,2004,Average household size among owners,2.3677792006529748,3.0333953896965467,1.7024968939979321
NA,Bear Creek/Carnation/Duvall,2004,Average household size among owners,2.4515693618480783,3.1155084999106855,1.7866106293010087
NA,Bellevue-Central,2004,Average household size among owners,2.835862040653724,3.501623201081579,2.1705678382756552
NA,Bellevue-NE,2004,Average household size among owners,2.524509602115466,3.190317674562979,1.8593140238385368
NA,Bellevue-South,2004,Average household size among owners,3.21131153306558,3.876937002773286,2.5458186005931074
NA,Bellevue-West,2004,Average household size among owners,2.401496847159984,3.0675021738396504,1.73638524408305
NA,Black Diamond/Enumclaw/SE County,2004,Average household size among owners,2.62875949984985,3.294438288590981,1.9634701734638305
NA,Bothell/Woodinville,2004,Average household size among owners,1.9565495383571156,2.6222056696750125,1.29119426199466
NA,Burien,2004,Average household size among owners,2.6491216487658744,3.3148318322722785,1.9838382042009124
NA,Capitol Hill/E.lake,2004,Average household size among owners,2.448448619608294,3.1140698199556276,1.7831553186129203
NA,Central Seattle,2004,Average household size among owners,2.3799445441971963,3.044911619574349,1.7160333572811934
NA,Covington/Maple Valley,2004,Average household size among owners,2.7175037553906525,3.3831975276267805,2.0522321258291187
NA,Delridge,2004,Average household size among owners,2.273455950638805,2.939155338908639,1.6081316221054676
NA,Des Moines/Normandy Park,2004,Average household size among owners,2.708619894740652,3.3743911360512824,2.043351551277447
NA,Downtown,2004,Average household size among owners,2.3664714105500124,3.0321265126663817,1.7011878932786169
NA,East Federal Way,2004,Average household size among owners,2.5300619053571562,3.1958154049965257,1.8648288481044881
NA,Fairwood,2004,Average household size among owners,2.7800409968581783,3.4457970450181596,2.114765496963356
NA,Fed Way-Central/Military Rd,2004,Average household size among owners,2.7308455857215947,3.3965657719441333,2.065542268498323
NA,Fed Way-Dash Point/Woodmont,2004,Average household size among owners,2.739257959543515,3.404989085248694,2.07396249501379
NA,Fremont/Greenlake,2004,Average household size among owners,2.429424203618338,3.0951053219317126,1.7641635068393255
NA,Issaquah,2004,Average household size among owners,2.651964155293721,3.3177712510449204,1.9867272391618203
NA,Kenmore/LFP,2004,Average household size among owners,2.217752699362946,2.881717385929005,1.5527685361988053
NA,Kent-East,2004,Average household size among owners,2.7704391196912543,3.436190788729503,2.105176110019091
NA,Kent-SE,2004,Average household size among owners,2.6858507484971423,3.3515431097614687,2.0205705237037628
NA,Kent-West,2004,Average household size among owners,2.725936893305339,3.3916711020461587,2.0606725719073555
NA,Kirkland,2004,Average household size among owners,2.5263652320259804,3.191993035937495,1.8610632938602132
NA,Kirkland North,2004,Average household size among owners,2.205551939101061,2.8712207215216727,1.5402642590451963
NA,Mercer Isle/Pt Cities,2004,Average household size among owners,2.878549715395923,3.5441419207547074,2.2131394242168914
NA,NE Seattle,2004,Average household size among owners,2.4124776308529636,3.0774638307518503,1.7486122944340172
NA,Newcastle/Four Creeks,2004,Average household size among owners,2.7255526027221193,3.391294715105702,2.060310665207137
NA,North Highline,2004,Average household size among owners,2.757768598209016,3.423399614463639,2.0923524333825894
NA,North Seattle,2004,Average household size among owners,2.410787457052369,3.0757117037157866,1.7468835759458226
NA,NW Seattle,2004,Average household size among owners,2.463541134070016,3.129178293098634,1.7982278010552672
NA,QA/Magnolia,2004,Average household size among owners,2.44880604178397,3.1144385598841042,1.7835466969008564
NA,Redmond,2004,Average household size among owners,2.4427811433137023,3.1067939301182292,1.7778428790596847
NA,Renton-East,2004,Average household size among owners,2.667257423876915,3.333037441880928,2.0020133520193246
NA,Renton-North,2004,Average household size among owners,2.7817130320683443,3.4474589851513775,2.116413138414104
NA,Renton-South,2004,Average household size among owners,2.8482225271231774,3.5137971732806967,2.182873070319202
NA,Sammamish,2004,Average household size among owners,2.6719709841390764,3.337622789303941,2.0066473760029497
NA,SE Seattle,2004,Average household size among owners,2.0881193610635536,2.7540384326965333,1.4229427772152339
NA,SeaTac/Tukwila,2004,Average household size among owners,2.7297253356130415,3.3953421960595533,2.0643971060920623
NA,Shoreline,2004,Average household size among owners,2.1930947253180344,2.8587151915629874,1.527808978024729
NA,Snoqualmie/North Bend/Skykomish,2004,Average household size among owners,2.6374326240004593,3.3031209169199958,1.9721682809086984
NA,Vashon Island,2004,Average household size among owners,2.6298651408176736,3.295588286504771,1.9645527704588974
NA,West Seattle,2004,Average household size among owners,2.238053623645087,2.903741168826163,1.572801845846618
NA,Auburn-North,2005,Average household size among owners,2.592898571080148,3.262901720017271,1.9229492361655174
NA,Auburn-South,2005,Average household size among owners,2.4462904408175743,3.116324289715652,1.7763156895741377
NA,Ballard,2005,Average household size among owners,2.416991371489424,3.087002573754879,1.747052144405893
NA,Beacon/Gtown/S.Park,2005,Average household size among owners,2.361815806937267,3.0317628299786374,1.691876805915956
NA,Bear Creek/Carnation/Duvall,2005,Average household size among owners,2.445605915327994,3.113856214059489,1.775949628692925
NA,Bellevue-Central,2005,Average household size among owners,2.8298985813862023,3.499994488938741,2.1599412961919247
NA,Bellevue-NE,2005,Average household size among owners,2.5185458093231565,3.188694157881333,1.8486654138730763
NA,Bellevue-South,2005,Average household size among owners,3.2053482501539245,3.8752983126790634,2.53523591150901
NA,Bellevue-West,2005,Average household size among owners,2.395533161361617,3.0658904310786634,1.7257031899989355
NA,Black Diamond/Enumclaw/SE County,2005,Average household size among owners,2.622796082615079,3.2928063774215004,1.9528506309625047
NA,Bothell/Woodinville,2005,Average household size among owners,1.9505862074805422,2.620574578386888,1.2805809848920875
NA,Burien,2005,Average household size among owners,2.6431581584946353,3.313202163574937,1.9732096654489308
NA,Capitol Hill/E.lake,2005,Average household size among owners,2.4424851905002356,3.112435967116865,1.7725354721294475
NA,Central Seattle,2005,Average household size among owners,2.373981189849555,3.043112365838924,1.7055767546244818
NA,Covington/Maple Valley,2005,Average household size among owners,2.7115400450587703,3.3815664929687843,2.0416082036894783
NA,Delridge,2005,Average household size among owners,2.2674925217455972,2.9375251393843147,1.5975123222120828
NA,Des Moines/Normandy Park,2005,Average household size among owners,2.7026563900669416,3.3727633880381616,2.032719362216021
NA,Downtown,2005,Average household size among owners,2.360507977322703,3.0304932542962937,1.6905674009176153
NA,East Federal Way,2005,Average household size among owners,2.5240984216516456,3.1941877918388117,1.8541953040741985
NA,Fairwood,2005,Average household size among owners,2.7740775101755766,3.4441682626791597,2.1041379351380294
NA,Fed Way-Central/Military Rd,2005,Average household size among owners,2.724882121443072,3.3949340456998933,2.054922303769382
NA,Fed Way-Dash Point/Woodmont,2005,Average household size among owners,2.733294277705472,3.4033583256579836,2.0633404444974923
NA,Fremont/Greenlake,2005,Average household size among owners,2.423460545346353,3.093473344949285,1.7535361325529077
NA,Issaquah,2005,Average household size among owners,2.646000363416338,3.316146222352077,1.976086291573882
NA,Kenmore/LFP,2005,Average household size among owners,2.211789025773232,2.880065464118129,1.5421085357124533
NA,Kent-East,2005,Average household size among owners,2.7644753681812455,3.4345617167063294,2.0945458238241828
NA,Kent-SE,2005,Average household size among owners,2.679887263878694,3.349911991916735,2.0099486160712994
NA,Kent-West,2005,Average household size among owners,2.7199733843475657,3.390042420124189,2.050043073777559
NA,Kirkland,2005,Average household size among owners,2.5204018336192924,3.190358782363092,1.850450112370711
NA,Kirkland North,2005,Average household size among owners,2.199588513597444,2.8695913264596262,1.5296374053391957
NA,Mercer Isle/Pt Cities,2005,Average household size among owners,2.872586378220704,3.542503996045083,2.202544533494729
NA,NE Seattle,2005,Average household size among owners,2.4065142134994053,3.0756681457829047,1.7381404777744045
NA,Newcastle/Four Creeks,2005,Average household size among owners,2.7195890811249304,3.3896665998646722,2.0496784990077446
NA,North Highline,2005,Average household size among owners,2.7518050793533693,3.4217632236400286,2.081753609895585
NA,North Seattle,2005,Average household size among owners,2.4048241170720726,3.0739130038389177,1.7364221091202718
NA,NW Seattle,2005,Average household size among owners,2.4575774896933535,3.1275454449971236,1.7876062388510472
NA,QA/Magnolia,2005,Average household size among owners,2.4428425955351205,3.1128036644896984,1.7729252585907678
NA,Redmond,2005,Average household size among owners,2.4368176540820543,3.1051446428939338,1.7671745391153548
NA,Renton-East,2005,Average household size among owners,2.6612939086351908,3.331410993202126,1.9913775361842547
NA,Renton-North,2005,Average household size among owners,2.775749304288754,3.4458291209537637,2.1057903882146456
NA,Renton-South,2005,Average household size among owners,2.842259158615212,3.512159206194783,2.172273001489205
NA,Sammamish,2005,Average household size among owners,2.6660075860627765,3.3359882140365706,1.996036187529612
NA,SE Seattle,2005,Average household size among owners,2.082155762881436,2.752421615198288,1.412282050639478
NA,SeaTac/Tukwila,2005,Average household size among owners,2.7237617075614633,3.3937062812999907,2.0537883668998096
NA,Shoreline,2005,Average household size among owners,2.187131298852381,2.8570833830101297,1.5171828609760603
